카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년06월_여_총인구수,"332,684","173,654","3,873","2,189","6,579","2,527","3,321","4,571","7,715","9,886","20,284","6,811","23,467","6,253","7,199","11,559","5,909","5,537","7,975","19,419","18,580","159,030","7,448","9,737","5,813","16,323","9,945","3,563","5,155","3,596","4,901","7,115","10,784","30,726","13,624","6,001","15,170","9,129",0
2020년06월_여_연령구간인구수,"332,684","173,654","3,873","2,189","6,579","2,527","3,321","4,571","7,715","9,886","20,284","6,811","23,467","6,253","7,199","11,559","5,909","5,537","7,975","19,419","18,580","159,030","7,448","9,737","5,813","16,323","9,945","3,563","5,155","3,596","4,901","7,115","10,784","30,726","13,624","6,001","15,170","9,129",0
2020년06월_여_0~9세,"26,906","12,202",154,55,308,89,157,163,478,744,"1,522",289,"1,980",380,360,812,316,273,507,"2,024","1,591","14,704",326,803,291,"1,385","1,016",109,224,161,349,459,809,"4,009","1,094",426,"1,809","1,434",0
2020년06월_여_10~19세,"35,113","17,738",243,88,400,169,216,345,607,"1,295","2,445",422,"2,651",569,680,"1,249",440,479,796,"2,295","2,349","17,375",516,"1,165",385,"2,062",768,205,332,266,394,661,"1,331","4,172","1,533",470,"1,533","1,582",0
2020년06월_여_20~29세,"43,788","23,606",426,205,676,251,355,470,"1,199","1,511","2,959",671,"2,728",816,978,"1,388",706,755,"1,010","2,989","3,513","20,182",823,"1,132",757,"2,243","1,431",932,752,353,642,968,"1,247","3,683","1,943",697,"1,840",739,0
2020년06월_여_30~39세,"40,782","19,771",368,167,676,192,271,352,858,"1,150","2,410",613,"2,669",600,645,"1,133",599,546,882,"2,658","2,982","21,011",622,"1,022",602,"2,036","1,668",388,488,291,581,919,"1,103","4,990","1,517",779,"2,585","1,420",0
2020년06월_여_40~49세,"54,917","28,187",447,214,816,321,387,562,"1,074","1,899","3,688",862,"3,976",937,980,"1,988",794,760,"1,178","3,531","3,773","26,730",897,"1,677",713,"3,188","1,393",342,601,424,685,"1,190","1,753","6,087","2,225",832,"2,546","2,177",0
2020년06월_여_50~59세,"53,811","29,530",669,358,"1,067",377,537,807,"1,408","1,627","3,485","1,234","3,943","1,228","1,490","2,226","1,019","1,008","1,462","3,045","2,540","24,281","1,226","1,488",948,"2,455","1,415",524,832,669,869,"1,186","1,890","4,107","2,410","1,028","2,228","1,006",0
2020년06월_여_60~69세,"38,910","21,606",742,461,"1,192",440,642,901,"1,121",922,"1,932","1,189","2,945",902,"1,168","1,369",972,914,"1,121","1,661","1,012","17,304","1,238","1,223","1,022","1,427","1,118",488,933,663,752,874,"1,408","2,014","1,502",804,"1,392",446,0
2020년06월_여_70~79세,"23,953","12,954",502,395,857,420,448,613,600,453,"1,160",935,"1,592",514,573,791,707,542,621,721,510,"10,999","1,160",817,744,968,725,379,681,505,389,513,755,"1,016",857,544,758,188,0
2020년06월_여_80~89세,"12,316","6,811",273,194,488,232,262,307,325,233,602,507,843,256,279,511,299,217,323,403,257,"5,505",556,341,306,490,340,169,278,227,204,292,421,538,457,366,406,114,0
2020년06월_여_90~99세,"2,058","1,184",41,50,86,35,44,47,43,49,77,88,132,50,45,90,55,40,74,89,49,874,78,61,40,65,57,27,33,33,35,52,64,108,84,48,66,23,0
2020년06월_여_100세 이상,130,65,8,2,13,1,2,4,2,3,4,1,8,1,1,2,2,3,1,3,4,65,6,8,5,4,14,0,1,4,1,1,3,2,2,7,7,0,0
