카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2020년12월_계_90~99세,"1,182",92,44,58,42,74,71,34,56,33,39,71,34,25,35,16,55,73,39,88,121,53,29
2020년12월_계_100세 이상,53,2,0,4,1,1,4,2,4,1,2,2,3,2,3,1,0,4,3,7,3,3,1
2020년12월_남_총인구수,"70,525","3,601","1,588","1,608","1,255","1,647","2,068","1,645","1,779","1,007","1,115","1,399",794,623,"1,142",501,"3,443","3,727","1,916","12,526","10,160","5,634","11,347"
2020년12월_남_연령구간인구수,"70,525","3,601","1,588","1,608","1,255","1,647","2,068","1,645","1,779","1,007","1,115","1,399",794,623,"1,142",501,"3,443","3,727","1,916","12,526","10,160","5,634","11,347"
2020년12월_남_0~9세,"5,416",199,56,38,36,46,85,49,46,40,27,30,20,18,31,6,122,110,81,"1,094",711,453,"2,118"
2020년12월_남_10~19세,"6,594",220,69,80,53,56,118,88,102,45,54,54,34,17,153,20,179,233,129,"1,631","1,326",611,"1,322"
2020년12월_남_20~29세,"8,213",323,143,155,116,109,188,141,190,78,81,85,53,37,75,29,370,465,165,"2,021","1,403",796,"1,190"
2020년12월_남_30~39세,"8,003",303,137,111,86,104,116,119,122,86,72,85,41,28,63,12,344,435,138,"1,461","1,052",726,"2,362"
2020년12월_남_40~49세,"10,231",476,201,187,131,157,246,178,184,115,116,127,69,72,92,49,506,483,230,"1,989","1,446",943,"2,234"
2020년12월_남_50~59세,"12,483",767,329,338,268,319,399,336,403,205,235,312,164,128,205,127,602,660,356,"2,151","1,779","1,008","1,392"
2020년12월_남_60~69세,"10,809",744,324,380,308,448,468,401,413,215,277,344,203,177,251,145,685,686,393,"1,331","1,412",680,524
2020년12월_남_70~79세,"5,846",373,193,205,176,247,293,231,211,137,165,227,118,86,174,64,462,430,273,578,722,322,159
2020년12월_남_80~89세,"2,663",177,122,106,71,145,140,88,101,79,79,115,76,54,92,45,160,211,137,249,287,87,42
2020년12월_남_90~99세,256,18,14,8,10,16,14,13,6,7,9,18,14,6,6,4,13,14,12,21,21,8,4
2020년12월_남_100세 이상,11,1,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,2,0,1,0,0
2020년12월_여_총인구수,"70,023","3,530","1,455","1,520","1,223","1,658","1,994","1,551","1,690",935,"1,122","1,436",782,637,"1,152",535,"3,305","3,914","2,045","12,698","10,274","5,427","11,140"
2020년12월_여_연령구간인구수,"70,023","3,530","1,455","1,520","1,223","1,658","1,994","1,551","1,690",935,"1,122","1,436",782,637,"1,152",535,"3,305","3,914","2,045","12,698","10,274","5,427","11,140"
2020년12월_여_0~9세,"5,021",183,60,29,22,25,68,45,36,18,30,28,19,10,15,5,97,105,58,"1,014",690,449,"2,015"
2020년12월_여_10~19세,"5,651",202,63,66,49,49,70,59,88,32,41,31,21,18,148,15,198,205,107,"1,493",945,491,"1,260"
2020년12월_여_20~29세,"6,407",229,108,89,65,59,120,113,114,69,59,86,28,30,40,16,251,344,157,"1,649",995,635,"1,151"
2020년12월_여_30~39세,"7,139",276,87,87,63,73,98,77,86,34,52,56,24,18,42,16,212,279,122,"1,416","1,008",564,"2,449"
2020년12월_여_40~49세,"9,170",361,106,123,74,92,185,109,136,66,81,70,45,40,71,36,326,373,186,"2,117","1,532",898,"2,143"
2020년12월_여_50~59세,"11,424",682,233,258,216,264,343,290,337,175,199,230,109,88,171,95,518,676,316,"2,147","1,938",940,"1,199"
2020년12월_여_60~69세,"11,203",688,322,313,299,378,425,369,378,202,250,316,171,142,233,136,828,912,464,"1,421","1,630",778,548
2020년12월_여_70~79세,"7,589",474,252,275,224,328,364,270,255,151,181,285,189,145,201,92,546,625,382,822,896,410,222
2020년12월_여_80~89세,"5,451",360,194,226,178,331,261,197,207,161,197,281,155,125,199,111,287,332,225,545,538,214,127
2020년12월_여_90~99세,926,74,30,50,32,58,57,21,50,26,30,53,20,19,29,12,42,59,27,67,100,45,25
2020년12월_여_100세 이상,42,1,0,4,1,1,3,1,3,1,2,0,1,2,3,1,0,4,1,7,2,3,1
