카테고리,서울특별시 마포구,서울특별시 마포구 아현동,서울특별시 마포구 공덕동,서울특별시 마포구 도화동,서울특별시 마포구 용강동,서울특별시 마포구 대흥동,서울특별시 마포구 염리동,서울특별시 마포구 신수동,서울특별시 마포구 서강동,서울특별시 마포구 서교동,서울특별시 마포구 합정동,서울특별시 마포구 망원제1동,서울특별시 마포구 망원제2동,서울특별시 마포구 연남동,서울특별시 마포구 성산제1동,서울특별시 마포구 성산제2동,서울특별시 마포구 상암동
2020년02월_계_100세 이상,323,51,41,26,10,22,12,18,15,24,17,5,16,18,16,15,17
2020년02월_남_총인구수,"176,889","11,679","18,842","10,636","10,380","5,952","6,006","11,449","11,956","11,117","8,643","10,104","9,114","7,402","9,304","18,917","15,388"
2020년02월_남_연령구간인구수,"176,889","11,679","18,842","10,636","10,380","5,952","6,006","11,449","11,956","11,117","8,643","10,104","9,114","7,402","9,304","18,917","15,388"
2020년02월_남_0~9세,"13,316","1,271","1,233",836,"1,131",266,496,901,"1,024",489,661,600,671,342,542,"1,385","1,468"
2020년02월_남_10~19세,"14,909",758,"1,288",910,980,428,573,"1,077",905,647,483,694,812,459,778,"1,919","2,198"
2020년02월_남_20~29세,"27,771","1,399","2,982","1,471","1,116","1,322",901,"1,817","2,234","2,286","1,604","1,651","1,328","1,404","1,492","2,780","1,984"
2020년02월_남_30~39세,"31,048","2,437","3,288","1,807","1,777",976,929,"1,878","1,987","2,341","1,825","1,929","1,481","1,557","1,685","3,230","1,921"
2020년02월_남_40~49세,"30,478","2,014","2,962","1,635","2,116",938,"1,151","1,904","1,997","1,829","1,302","1,672","1,654","1,217","1,649","3,324","3,114"
2020년02월_남_50~59세,"26,741","1,806","3,308","1,707","1,479",899,914,"1,802","1,779","1,492","1,161","1,556","1,378",964,"1,388","2,831","2,277"
2020년02월_남_60~69세,"17,692","1,199","2,153","1,236",982,597,535,"1,128","1,151",995,856,"1,050",925,764,951,"1,847","1,323"
2020년02월_남_70~79세,"10,342",508,"1,151",688,544,345,345,626,595,685,534,706,629,473,582,"1,166",765
2020년02월_남_80~89세,"4,083",243,426,304,234,160,149,276,259,314,190,225,209,184,214,391,305
2020년02월_남_90~99세,429,30,42,36,18,17,11,34,24,30,24,21,22,32,18,39,31
2020년02월_남_100세 이상,80,14,9,6,3,4,2,6,1,9,3,0,5,6,5,5,2
2020년02월_여_총인구수,"197,426","13,223","20,956","11,650","11,566","6,317","6,364","12,009","13,170","12,986","9,980","11,337","10,057","8,341","10,451","22,286","16,733"
2020년02월_여_연령구간인구수,"197,426","13,223","20,956","11,650","11,566","6,317","6,364","12,009","13,170","12,986","9,980","11,337","10,057","8,341","10,451","22,286","16,733"
2020년02월_여_0~9세,"12,909","1,389","1,152",751,"1,210",235,476,851,967,448,589,567,622,369,529,"1,411","1,343"
2020년02월_여_10~19세,"14,657",853,"1,323",793,"1,016",379,572,929,914,664,549,740,857,406,758,"1,761","2,143"
2020년02월_여_20~29세,"33,071","1,707","3,724","1,636","1,246","1,617",911,"1,708","2,417","2,967","2,002","1,900","1,473","1,664","1,696","4,011","2,392"
2020년02월_여_30~39세,"34,352","2,776","3,402","1,957","2,030",930,"1,001","1,989","2,267","2,724","2,029","2,127","1,622","1,673","1,843","3,747","2,235"
2020년02월_여_40~49세,"32,162","1,992","3,023","1,754","2,275",890,"1,087","2,164","2,195","1,954","1,390","1,756","1,691","1,206","1,835","3,589","3,361"
2020년02월_여_50~59세,"27,616","1,958","3,475","1,843","1,498",762,924,"1,739","1,916","1,607","1,284","1,539","1,410","1,089","1,509","2,912","2,151"
2020년02월_여_60~69세,"20,668","1,338","2,300","1,397","1,093",688,607,"1,255","1,220","1,218","1,051","1,344","1,211",910,"1,153","2,290","1,593"
2020년02월_여_70~79세,"14,065",716,"1,594",880,747,504,519,908,796,880,694,916,806,646,782,"1,721",956
2020년02월_여_80~89세,"6,554",386,813,512,386,241,223,390,391,419,322,389,307,317,294,694,470
2020년02월_여_90~99세,"1,129",71,118,107,58,53,34,64,73,90,56,54,47,49,41,140,74
2020년02월_여_100세 이상,243,37,32,20,7,18,10,12,14,15,14,5,11,12,11,10,15
