,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2021년04월_남_0~9세,"20,765","1,578","1,892",860,327,603,801,767,888,430,861,672,717,318,742,795,"3,008",636,"1,398","1,261","2,211"
2021년04월_남_10~19세,"25,249","1,482","2,242",930,561,814,"1,099","1,064","1,175",552,"1,223",824,"1,004",505,"1,146","1,139","2,002","1,015","1,824","1,719","2,929"
2021년04월_남_20~29세,"36,192","2,083","2,216","2,872","1,112","1,598","1,505","2,059","2,136","1,186","1,693","1,309","1,511","1,139","1,806","1,289","1,872","1,562","2,248","2,498","2,498"
2021년04월_남_30~39세,"36,632","2,245","2,098","3,055",944,"1,680","1,397","1,917","2,144","1,165","1,491","1,176","1,444","1,038","1,495","1,200","3,557","1,211","2,361","2,535","2,479"
2021년04월_남_40~49세,"44,762","2,898","3,184","2,566","1,222","1,764","1,962","2,235","2,318","1,244","2,041","1,498","1,595","1,106","1,751","1,725","3,965","1,723","2,922","2,841","4,202"
2021년04월_남_50~59세,"44,095","2,423","2,860","2,214","1,487","1,893","1,920","2,620","2,551","1,649","2,055","1,559","1,786","1,499","2,293","1,661","2,367","2,168","2,788","2,796","3,506"
2021년04월_남_60~69세,"32,757","1,799","1,986","1,454","1,126","1,524","1,466","2,040","2,065","1,358","1,645","1,253","1,472","1,283","1,814","1,459","1,997","1,621","1,746","1,790","1,859"
2021년04월_남_70~79세,"14,089",738,828,616,554,791,707,917,880,604,745,543,661,640,707,578,791,657,670,824,638
2021년04월_남_80~89세,"4,389",211,236,190,188,249,198,308,263,232,206,141,190,207,246,193,172,220,222,304,213
2021년04월_남_90~99세,392,19,22,19,10,16,32,28,24,20,19,11,19,13,28,19,8,20,23,25,17
2021년04월_남_100세 이상,13,0,2,0,0,0,0,3,2,0,1,0,1,0,0,0,1,0,0,3,0
2021년04월_여_총인구수,"262,995","16,269","18,093","14,955","7,386","11,299","11,054","14,009","14,526","8,907","12,475","8,826","10,942","7,720","12,620","10,125","20,003","10,297","16,037","16,348","21,104"
2021년04월_여_연령구간인구수,"262,995","16,269","18,093","14,955","7,386","11,299","11,054","14,009","14,526","8,907","12,475","8,826","10,942","7,720","12,620","10,125","20,003","10,297","16,037","16,348","21,104"
2021년04월_여_0~9세,"19,586","1,493","1,658",775,296,548,754,792,875,409,826,618,722,291,663,787,"2,813",599,"1,391","1,157","2,119"
2021년04월_여_10~19세,"24,083","1,577","2,110",859,467,763,998,"1,040","1,176",533,"1,241",794,895,493,"1,151","1,045","1,801",877,"1,720","1,596","2,947"
2021년04월_여_20~29세,"34,040","2,133","2,064","3,589","1,045","1,523","1,390","1,942","1,995","1,105","1,551","1,196","1,314",994,"1,594","1,064","1,891","1,276","1,922","2,133","2,319"
2021년04월_여_30~39세,"34,472","2,357","2,374","2,631",702,"1,440","1,350","1,716","1,935",994,"1,416","1,010","1,370",781,"1,342","1,165","3,826","1,058","2,144","2,046","2,815"
2021년04월_여_40~49세,"43,246","2,696","3,416","2,170","1,012","1,612","1,867","2,008","2,203","1,182","2,046","1,400","1,668",953,"1,952","1,687","3,629","1,572","2,873","2,781","4,519"
2021년04월_여_50~59세,"45,352","2,641","2,885","2,249","1,472","2,051","1,876","2,609","2,621","1,656","2,261","1,612","1,988","1,533","2,498","1,788","2,624","2,101","2,753","2,843","3,291"
2021년04월_여_60~69세,"35,145","2,000","2,181","1,547","1,244","1,741","1,544","2,179","2,113","1,491","1,872","1,266","1,713","1,460","1,840","1,548","2,139","1,558","1,871","2,021","1,817"
2021년04월_여_70~79세,"16,906",847,922,758,719,"1,016",829,"1,100",975,887,834,608,739,812,891,674,839,779,847,"1,060",770
2021년04월_여_80~89세,"8,479",415,394,329,355,504,370,532,524,562,352,267,455,328,563,304,363,389,429,605,439
2021년04월_여_90~99세,"1,617",106,83,47,69,98,74,85,100,87,74,52,74,73,122,62,75,85,87,99,65
2021년04월_여_100세 이상,69,4,6,1,5,3,2,6,9,1,2,3,4,2,4,1,3,3,0,7,3
