,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년09월_계_80~89세,"13,861",771,584,987,721,375,734,990,445,682,447,569,593,582,584,322,474,508,568,"1,071",915,939
2021년09월_계_90~99세,"1,644",102,70,122,81,35,92,113,37,72,57,54,69,74,65,35,51,60,63,160,120,112
2021년09월_계_100세 이상,108,5,3,5,6,4,3,5,5,2,3,5,4,7,4,6,4,3,1,8,18,7
2021년09월_남_총인구수,"245,220","12,020","7,418","14,205","14,106","8,499","17,049","16,249","7,297","12,623","8,784","11,693","9,061","12,762","11,362","11,752","7,532","8,718","14,254","11,268","15,027","13,541"
2021년09월_남_연령구간인구수,"245,220","12,020","7,418","14,205","14,106","8,499","17,049","16,249","7,297","12,623","8,784","11,693","9,061","12,762","11,362","11,752","7,532","8,718","14,254","11,268","15,027","13,541"
2021년09월_남_0~9세,"10,474",562,633,983,561,318,590,"1,022",208,537,484,340,248,374,398,172,543,310,347,431,830,583
2021년09월_남_10~19세,"14,060",754,579,"1,480",662,398,774,"1,353",281,772,373,414,418,522,556,252,719,413,487,755,"1,125",973
2021년09월_남_20~29세,"52,970","2,282",929,"1,906","3,412","2,653","5,122","2,542","1,879","2,776","1,782","3,221","2,264","3,096","2,800","4,158",888,"1,807","3,584","1,416","2,341","2,112"
2021년09월_남_30~39세,"47,502","2,197","1,247","1,864","3,178","1,958","3,686","2,638","1,646","2,564","1,948","2,730","1,816","2,854","2,259","3,405",861,"1,763","3,317","1,414","2,184","1,973"
2021년09월_남_40~49세,"35,427","1,733","1,239","2,406","1,878","1,056","2,075","2,636",918,"1,784","1,150","1,506","1,187","1,925","1,471","1,414","1,454","1,198","2,370","1,670","2,340","2,017"
2021년09월_남_50~59세,"33,913","1,623","1,130","2,329","1,703",854,"1,917","2,430",889,"1,693","1,180","1,326","1,220","1,641","1,593","1,037","1,316","1,274","2,029","2,053","2,374","2,302"
2021년09월_남_60~69세,"27,918","1,559",899,"1,772","1,466",660,"1,547","1,957",794,"1,365","1,022","1,170",991,"1,331","1,265",727,963,"1,095","1,251","1,916","2,159","2,009"
2021년09월_남_70~79세,"16,736",975,517,"1,068",901,436,996,"1,229",480,817,607,728,674,752,733,427,583,612,599,"1,153","1,271","1,178"
2021년09월_남_80~89세,"5,808",310,227,361,322,152,316,424,191,293,225,243,232,253,272,154,192,223,252,421,370,375
2021년09월_남_90~99세,391,25,17,35,21,12,25,16,10,22,13,14,10,14,14,5,12,23,18,38,28,19
2021년09월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년09월_여_총인구수,"242,809","12,418","7,815","15,213","14,907","8,457","18,355","17,060","7,928","13,256","9,404","10,942","8,925","10,411","11,245","10,401","7,840","8,543","9,366","11,240","15,682","13,401"
2021년09월_여_연령구간인구수,"242,809","12,418","7,815","15,213","14,907","8,457","18,355","17,060","7,928","13,256","9,404","10,942","8,925","10,411","11,245","10,401","7,840","8,543","9,366","11,240","15,682","13,401"
2021년09월_여_0~9세,"9,929",556,571,895,520,310,606,915,173,494,445,308,277,371,356,167,562,312,321,376,808,586
2021년09월_여_10~19세,"13,491",684,557,"1,363",668,419,811,"1,304",291,737,425,396,411,512,498,254,688,410,465,663,"1,102",833
2021년09월_여_20~29세,"55,895","2,510",880,"1,892","4,151","2,932","6,456","2,838","2,613","3,081","2,131","3,163","2,149","2,461","3,085","4,371",840,"2,185","2,504","1,249","2,429","1,975"
2021년09월_여_30~39세,"38,111","1,825","1,266","1,871","2,745","1,606","3,204","2,513","1,361","2,333","1,711","1,884","1,359","1,725","1,721","2,356",937,"1,428","1,572","1,082","1,989","1,623"
2021년09월_여_40~49세,"30,802","1,585","1,196","2,472","1,719",916,"1,911","2,479",792,"1,713","1,121","1,233","1,009","1,240","1,358","1,034","1,414","1,065","1,122","1,433","2,220","1,770"
2021년09월_여_50~59세,"33,153","1,770","1,167","2,437","1,753",776,"1,891","2,435",891,"1,786","1,363","1,398","1,194","1,443","1,578",765,"1,253","1,080","1,170","2,029","2,529","2,445"
2021년09월_여_60~69세,"32,045","1,804","1,078","2,159","1,726",718,"1,814","2,401",907,"1,631","1,246","1,387","1,267","1,438","1,400",765,"1,142","1,105","1,148","2,198","2,541","2,170"
2021년09월_여_70~79세,"19,990","1,141",688,"1,407","1,162",532,"1,175","1,509",615,"1,040",693,803,836,825,883,486,680,633,702,"1,431","1,414","1,335"
2021년09월_여_80~89세,"8,053",461,357,626,399,223,418,566,254,389,222,326,361,329,312,168,282,285,316,650,545,564
2021년09월_여_90~99세,"1,253",77,53,87,60,23,67,97,27,50,44,40,59,60,51,30,39,37,45,122,92,93
2021년09월_여_100세 이상,87,5,2,4,4,2,2,3,4,2,3,4,3,7,3,5,3,3,1,7,13,7
