카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년08월_남_총인구수,"78,653","3,249","2,130","1,597","1,866","3,235","1,372",897,"1,085","1,522","1,371",897,973,866,921,"2,504","2,482","11,042","4,468","6,695","3,132","3,157","10,471","7,573","5,148"
2020년08월_남_연령구간인구수,"78,653","3,249","2,130","1,597","1,866","3,235","1,372",897,"1,085","1,522","1,371",897,973,866,921,"2,504","2,482","11,042","4,468","6,695","3,132","3,157","10,471","7,573","5,148"
2020년08월_남_0~9세,"5,708",109,54,37,45,185,26,14,30,26,19,21,25,15,20,145,180,"1,024",367,478,198,201,"1,100",794,595
2020년08월_남_10~19세,"7,226",157,125,55,67,173,83,43,43,57,38,21,36,29,34,178,206,"1,227",462,537,300,315,"1,359",858,823
2020년08월_남_20~29세,"9,098",276,182,103,180,459,86,49,98,123,77,50,57,41,37,299,290,"1,650",449,813,375,365,"1,403",999,637
2020년08월_남_30~39세,"8,107",215,114,110,133,493,67,53,85,95,74,40,52,44,50,249,222,"1,306",438,845,333,328,"1,221","1,005",535
2020년08월_남_40~49세,"11,716",367,215,223,225,411,162,108,111,179,137,97,80,88,97,361,392,"1,799",707,997,476,451,"1,826","1,218",989
2020년08월_남_50~59세,"13,591",614,399,328,354,522,261,169,240,328,295,180,210,178,169,441,484,"1,748",738,"1,104",493,587,"1,694","1,257",798
2020년08월_남_60~69세,"12,142",694,459,315,445,460,293,203,238,365,361,253,246,212,252,389,382,"1,283",650,"1,029",507,507,"1,192",947,460
2020년08월_남_70~79세,"7,462",525,352,260,270,349,255,162,155,233,225,144,168,163,176,318,243,702,453,637,317,302,477,351,225
2020년08월_남_80~89세,"3,278",260,208,152,129,162,125,92,76,97,133,83,93,85,79,116,75,278,186,238,124,92,186,131,78
2020년08월_남_90~99세,309,30,22,14,18,19,14,4,9,18,12,8,6,11,6,6,8,22,18,15,9,9,12,11,8
2020년08월_남_100세 이상,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020년08월_여_총인구수,"80,214","3,185","1,995","1,458","1,695","3,078","1,448",922,"1,046","1,383","1,354",853,917,783,845,"2,619","2,612","11,262","4,788","6,758","3,316","3,182","11,499","7,995","5,221"
2020년08월_여_연령구간인구수,"80,214","3,185","1,995","1,458","1,695","3,078","1,448",922,"1,046","1,383","1,354",853,917,783,845,"2,619","2,612","11,262","4,788","6,758","3,316","3,182","11,499","7,995","5,221"
2020년08월_여_0~9세,"5,153",93,42,36,44,187,24,16,25,36,29,11,19,13,9,115,140,925,309,455,207,169,"1,017",695,537
2020년08월_여_10~19세,"6,571",131,84,36,52,165,46,28,43,54,36,26,19,21,38,163,215,"1,149",434,450,257,291,"1,290",823,720
2020년08월_여_20~29세,"7,514",198,130,52,139,383,60,31,67,75,59,33,32,25,26,232,243,"1,303",402,637,288,313,"1,336",855,595
2020년08월_여_30~39세,"7,552",159,89,62,81,384,54,29,58,62,49,22,32,26,25,269,228,"1,280",426,749,294,263,"1,307",989,615
2020년08월_여_40~49세,"10,774",230,126,108,141,321,96,57,67,99,48,52,42,32,47,285,336,"1,807",694,899,452,444,"1,988","1,314","1,089"
2020년08월_여_50~59세,"13,067",505,310,235,258,391,203,134,205,214,219,127,183,125,135,400,480,"1,767",745,"1,165",568,622,"1,920","1,428",728
2020년08월_여_60~69세,"12,902",682,422,309,392,480,332,187,222,319,312,210,218,215,196,517,438,"1,456",823,"1,170",636,602,"1,352",951,461
2020년08월_여_70~79세,"9,253",594,401,303,283,415,321,208,175,256,338,199,199,176,183,388,316,917,569,770,372,318,742,537,273
2020년08월_여_80~89세,"6,266",505,331,266,242,300,258,189,156,221,232,154,153,124,165,205,188,564,332,398,193,136,454,334,166
2020년08월_여_90~99세,"1,116",83,57,50,63,50,52,42,28,45,31,14,18,26,21,45,28,91,49,60,47,24,92,66,34
2020년08월_여_100세 이상,46,5,3,1,0,2,2,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,3,3
