카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2021년02월_여_연령구간인구수,"69,951","3,500","1,455","1,529","1,218","1,661","1,992","1,548","1,683",935,"1,117","1,425",779,638,"1,146",530,"3,300","3,902","2,051","12,738","10,212","5,433","11,159"
2021년02월_여_0~9세,"4,973",171,62,31,20,27,69,44,36,18,26,28,20,10,15,3,90,105,57,992,688,445,"2,016"
2021년02월_여_10~19세,"5,582",197,60,66,52,48,69,57,88,29,42,30,21,19,143,13,194,191,105,"1,499",908,479,"1,272"
2021년02월_여_20~29세,"6,385",230,103,85,62,56,117,116,108,67,60,80,27,30,40,17,254,347,159,"1,650",985,636,"1,156"
2021년02월_여_30~39세,"7,097",264,92,90,63,73,100,69,83,34,50,56,25,20,42,13,212,277,122,"1,411",996,558,"2,447"
2021년02월_여_40~49세,"9,144",361,106,121,74,93,178,109,133,66,78,64,40,40,68,37,325,368,181,"2,133","1,514",901,"2,154"
2021년02월_여_50~59세,"11,393",670,235,258,216,263,342,288,337,172,195,232,107,85,173,90,509,668,313,"2,173","1,937",937,"1,193"
2021년02월_여_60~69세,"11,327",692,323,325,296,381,436,373,382,208,255,320,175,146,233,141,833,914,474,"1,434","1,644",794,548
2021년02월_여_70~79세,"7,539",479,252,266,225,323,357,273,254,154,179,282,185,135,198,90,541,626,384,805,891,415,225
2021년02월_여_80~89세,"5,495",358,190,229,178,333,261,195,209,159,199,277,157,132,198,111,298,339,225,563,544,222,118
2021년02월_여_90~99세,973,77,32,54,31,63,60,23,50,27,31,56,21,19,33,14,44,63,30,70,103,43,29
2021년02월_여_100세 이상,43,1,0,4,1,1,3,1,3,1,2,0,1,2,3,1,0,4,1,8,2,3,1
