카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021년10월_계_80~89세,"20,535","11,078",484,322,760,370,423,490,572,412,"1,057",779,"1,363",388,451,765,536,355,557,571,423,"9,457","1,048",644,594,830,592,318,550,390,385,495,672,826,744,563,644,162,0
2021년10월_계_90~99세,"3,004","1,712",72,55,117,54,69,56,81,72,129,119,201,62,68,148,70,55,96,122,66,"1,292",125,78,66,107,88,44,54,46,58,70,96,147,113,77,92,31,0
2021년10월_계_100세 이상,93,61,9,0,4,0,3,5,3,4,1,2,7,4,0,2,2,1,4,3,7,32,3,1,2,3,2,0,3,1,1,2,3,1,3,0,6,1,0
2021년10월_남_총인구수,"323,872","164,217","3,738","2,014","5,939","2,660","3,134","4,238","6,950","9,771","19,957","6,209","22,220","5,641","6,500","10,655","5,170","4,802","6,926","19,226","18,467","159,655","6,912","8,833","5,561","15,714","10,538","4,250","4,850","4,143","6,009","7,570","9,562","31,064","12,868","6,492","15,447","9,842",0
2021년10월_남_연령구간인구수,"323,872","164,217","3,738","2,014","5,939","2,660","3,134","4,238","6,950","9,771","19,957","6,209","22,220","5,641","6,500","10,655","5,170","4,802","6,926","19,226","18,467","159,655","6,912","8,833","5,561","15,714","10,538","4,250","4,850","4,143","6,009","7,570","9,562","31,064","12,868","6,492","15,447","9,842",0
2021년10월_남_0~9세,"26,549","12,022",171,54,302,149,138,159,451,664,"1,665",291,"1,905",347,340,720,302,248,512,"2,169","1,435","14,527",313,688,280,"1,221","1,025",97,206,151,415,415,684,"4,085",994,460,"1,938","1,555",0
2021년10월_남_10~19세,"36,310","18,148",230,77,421,194,232,312,698,"1,344","2,466",446,"2,731",541,603,"1,255",472,436,740,"2,633","2,317","18,162",569,"1,163",367,"2,029",850,165,336,242,483,595,"1,232","4,576","1,575",505,"1,599","1,876",0
2021년10월_남_20~29세,"48,938","25,443",457,213,739,296,358,561,"1,134","1,666","3,212",735,"3,058",888,"1,037","1,669",739,755,"1,064","3,115","3,747","23,495",900,"1,243",783,"2,442","1,916","1,422",809,539,843,"1,094","1,442","4,188","2,027",875,"1,990",982,0
2021년10월_남_30~39세,"41,170","19,966",415,203,642,288,292,394,819,"1,242","2,626",702,"2,490",643,699,"1,054",523,540,791,"2,471","3,132","21,204",702,883,699,"1,976","1,840",573,557,459,950,"1,065",931,"4,463","1,468",931,"2,563","1,144",0
2021년10월_남_40~49세,"51,435","24,777",473,299,879,384,406,616,882,"1,557","3,129",916,"3,485",733,812,"1,505",734,654,962,"3,254","3,097","26,658",935,"1,449",767,"2,897","1,638",501,651,669,901,"1,270","1,377","5,788","1,891",976,"2,672","2,276",0
2021년10월_남_50~59세,"52,871","27,760",630,339,964,467,550,764,"1,107","1,690","3,444","1,111","3,702","1,032","1,157","2,080",840,823,"1,060","2,935","3,065","25,111","1,108","1,381",914,"2,611","1,400",578,775,801,982,"1,448","1,686","4,476","2,223","1,165","2,277","1,286",0
2021년10월_남_60~69세,"38,284","20,826",685,396,970,440,609,757,"1,038",996,"2,010","1,111","2,961",874,"1,104","1,441",819,753,"1,005","1,777","1,080","17,458","1,130","1,033",848,"1,452","1,024",486,708,710,852,"1,014","1,355","2,291","1,596",948,"1,509",502,0
2021년10월_남_70~79세,"20,075","10,867",456,290,685,306,385,490,557,444,964,641,"1,393",439,575,631,520,448,550,677,416,"9,208",783,714,617,774,596,278,566,423,416,465,602,891,806,447,660,170,0
2021년10월_남_80~89세,"7,537","4,015",199,132,306,122,150,171,234,153,406,237,449,130,160,264,206,129,221,176,170,"3,522",429,262,271,289,230,138,221,141,150,187,231,276,261,171,218,47,0
2021년10월_남_90~99세,688,382,21,11,30,14,13,13,29,15,35,18,46,12,13,36,15,16,21,18,6,306,43,17,15,23,19,12,21,8,16,16,22,29,27,14,20,4,0
2021년10월_남_100세 이상,15,11,1,0,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2021년10월_여_총인구수,"334,344","172,969","3,707","2,026","6,173","2,768","3,191","4,397","7,476","9,867","21,188","6,676","23,798","5,939","6,983","11,365","5,635","5,279","7,803","20,295","18,403","161,375","7,232","9,520","5,621","16,339","10,301","3,615","4,993","3,436","6,056","6,956","10,376","31,580","13,517","6,128","15,277","10,428",0
2021년10월_여_연령구간인구수,"334,344","172,969","3,707","2,026","6,173","2,768","3,191","4,397","7,476","9,867","21,188","6,676","23,798","5,939","6,983","11,365","5,635","5,279","7,803","20,295","18,403","161,375","7,232","9,520","5,621","16,339","10,301","3,615","4,993","3,436","6,056","6,956","10,376","31,580","13,517","6,128","15,277","10,428",0
2021년10월_여_0~9세,"25,266","11,339",142,44,265,128,134,126,408,642,"1,577",250,"1,877",310,323,743,261,251,420,"2,058","1,380","13,927",269,704,254,"1,217",965,112,190,133,474,395,680,"3,869",975,405,"1,798","1,487",0
2021년10월_여_10~19세,"33,956","16,706",230,70,366,175,197,295,584,"1,243","2,356",371,"2,518",511,586,"1,097",422,419,733,"2,377","2,156","17,250",466,"1,137",327,"1,953",781,164,290,218,485,613,"1,215","4,292","1,506",467,"1,494","1,842",0
2021년10월_여_20~29세,"44,263","23,657",384,175,639,300,306,470,"1,123","1,590","3,106",653,"2,773",779,933,"1,401",638,692,946,"3,024","3,725","20,606",800,"1,082",757,"2,278","1,658","1,058",697,341,802,951,"1,195","3,696","1,871",688,"1,758",974,0
2021년10월_여_30~39세,"40,187","19,406",357,144,614,256,249,331,787,"1,146","2,624",556,"2,557",555,641,"1,068",524,535,825,"2,733","2,904","20,781",577,945,593,"1,937","1,714",383,466,285,815,840,975,"4,896","1,425",805,"2,541","1,584",0
2021년10월_여_40~49세,"53,653","26,908",401,191,750,319,357,514,"1,018","1,765","3,694",778,"3,910",858,885,"1,752",717,673,"1,096","3,655","3,575","26,745",848,"1,595",642,"3,077","1,420",328,551,389,857,"1,124","1,650","6,275","2,130",810,"2,544","2,505",0
2021년10월_여_50~59세,"54,395","29,572",580,303,965,403,494,735,"1,323","1,664","3,674","1,126","4,078","1,160","1,414","2,304",959,937,"1,432","3,270","2,751","24,823","1,159","1,479",886,"2,635","1,388",494,790,590,"1,008","1,208","1,821","4,404","2,439","1,045","2,306","1,171",0
2021년10월_여_60~69세,"42,347","23,448",755,472,"1,158",478,686,939,"1,199","1,023","2,184","1,293","3,346",949,"1,245","1,554","1,011",943,"1,235","1,900","1,078","18,899","1,257","1,264","1,039","1,582","1,182",513,939,686,884,931,"1,538","2,422","1,684",896,"1,557",525,0
2021년10월_여_70~79세,"24,885","13,490",514,393,872,421,437,621,642,474,"1,227","1,005","1,663",507,610,831,716,563,701,777,516,"11,395","1,152",870,747,"1,032",760,351,705,506,454,531,784,"1,058",915,557,776,197,0
2021년10월_여_80~89세,"12,998","7,063",285,190,454,248,273,319,338,259,651,542,914,258,291,501,330,226,336,395,253,"5,935",619,382,323,541,362,180,329,249,235,308,441,550,483,392,426,115,0
2021년10월_여_90~99세,"2,316","1,330",51,44,87,40,56,43,52,57,94,101,155,50,55,112,55,39,75,104,60,986,82,61,51,84,69,32,33,38,42,54,74,118,86,63,72,27,0
2021년10월_여_100세 이상,78,50,8,0,3,0,2,4,2,4,1,1,7,2,0,2,2,1,4,2,5,28,3,1,2,3,2,0,3,1,0,1,3,0,3,0,5,1,0
