카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년05월_여_연령구간인구수,"177,278","8,850","4,160","1,800","12,729","1,110","1,081","4,144","3,461","1,769","1,328","2,739","6,756","4,576","8,219","21,863","4,491","2,538","14,214","6,573","4,867","12,663","4,285","3,815","16,926","22,321"
2020년05월_여_0~9세,"14,142",627,195,51,"2,134",27,26,215,207,29,24,117,384,213,431,"1,662",189,83,953,540,384,911,161,234,"1,682","2,663"
2020년05월_여_10~19세,"17,436",842,264,71,"1,048",50,39,297,318,56,50,175,606,409,887,"2,525",298,152,"1,175",575,555,"1,334",330,434,"2,036","2,910"
2020년05월_여_20~29세,"21,180",906,399,140,"1,395",50,71,644,437,96,90,369,820,566,"1,028","2,874",864,267,"2,084",862,481,"1,404",445,414,"1,907","2,567"
2020년05월_여_30~39세,"22,445",931,321,109,"3,115",41,41,379,355,69,104,271,633,389,716,"2,694",412,201,"1,844",808,568,"1,411",281,336,"2,432","3,984"
2020년05월_여_40~49세,"29,066","1,427",472,141,"1,992",59,78,520,588,122,109,319,959,641,"1,298","4,176",537,293,"2,189","1,023",841,"2,127",546,648,"3,404","4,557"
2020년05월_여_50~59세,"30,001","1,553",812,331,"1,450",181,221,731,632,380,239,532,"1,271",939,"1,584","3,753",768,482,"2,831","1,086",781,"2,285",838,732,"2,672","2,917"
2020년05월_여_60~69세,"21,869","1,192",823,403,891,289,261,669,471,473,281,462,"1,031",703,"1,141","2,175",705,505,"1,829",849,622,"1,624",763,512,"1,644","1,551"
2020년05월_여_70~79세,"12,080",788,469,259,379,208,187,379,244,307,212,288,614,430,605,"1,241",421,330,740,514,391,911,517,265,685,696
2020년05월_여_80~89세,"7,628",497,343,261,272,175,125,270,173,206,176,186,371,241,452,656,244,179,467,262,217,567,340,188,364,396
2020년05월_여_90~99세,"1,350",82,60,34,50,28,30,39,36,31,38,18,62,43,76,102,48,43,93,51,24,87,58,47,96,74
2020년05월_여_100세 이상,81,5,2,0,3,2,2,1,0,0,5,2,5,2,1,5,5,3,9,3,3,2,6,5,4,6
