카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년03월_계_80~89세,"25,374","5,565",795,901,492,863,482,824,695,513,"2,886",587,290,348,655,519,264,223,"6,771",329,465,311,495,272,39,712,520,657,423,415,529,840,354,410,"5,047","1,315",550,314,491,355,315,573,259,234,299,230,112,"5,105",679,624,365,347,307,265,300,437,298,452,318,239,474
2020년03월_계_90~99세,"3,225",742,92,131,72,117,66,98,87,79,423,85,54,63,95,73,25,28,915,59,58,54,81,38,6,95,69,80,44,51,83,101,46,50,547,139,55,39,45,41,35,75,32,15,38,24,9,598,87,57,43,44,27,43,40,42,27,52,38,37,61
2020년03월_계_100세 이상,176,34,3,6,2,7,3,7,5,1,20,7,4,3,5,1,0,0,64,0,3,2,1,0,2,5,5,8,3,3,18,6,3,5,38,2,6,3,2,6,4,1,4,2,3,3,2,20,5,1,2,5,2,1,0,1,0,1,1,0,1
2020년03월_남_총인구수,"528,140","133,395","10,454","21,459","3,757","25,269","18,693","22,212","16,113","15,438","111,503","21,568","12,641","14,464","23,222","21,314","14,042","4,252","87,527","2,278","6,451","1,961","2,014","7,258",345,"16,103","5,773","7,548","4,695","5,562","7,311","10,101","3,625","6,502","97,155","33,324","5,511","3,865","8,512","3,345","5,870","16,075","4,941","4,063","4,732","4,954","1,963","98,560","9,141","4,470","2,674","5,820","3,818","8,889","4,537","10,848","5,068","13,150","6,303","3,367","20,475"
2020년03월_남_연령구간인구수,"528,140","133,395","10,454","21,459","3,757","25,269","18,693","22,212","16,113","15,438","111,503","21,568","12,641","14,464","23,222","21,314","14,042","4,252","87,527","2,278","6,451","1,961","2,014","7,258",345,"16,103","5,773","7,548","4,695","5,562","7,311","10,101","3,625","6,502","97,155","33,324","5,511","3,865","8,512","3,345","5,870","16,075","4,941","4,063","4,732","4,954","1,963","98,560","9,141","4,470","2,674","5,820","3,818","8,889","4,537","10,848","5,068","13,150","6,303","3,367","20,475"
2020년03월_남_0~9세,"44,913","11,380",675,"3,428",161,"2,204","1,502","1,364",835,"1,211","8,987","1,746",716,"1,148","1,933","1,984","1,196",264,"6,729",71,664,48,38,"1,225",13,"1,462",289,566,233,307,559,645,187,422,"7,278","2,911",250,185,610,90,370,"1,716",363,159,244,294,86,"10,539",833,220,113,586,325,818,230,"1,321",582,"2,012",960,310,"2,229"
2020년03월_남_10~19세,"53,672","12,770","1,080","1,777",245,"2,454","2,096","2,304","1,251","1,563","12,787","2,920",824,"1,908","2,651","2,265","1,788",431,"7,308",97,497,96,80,580,16,"1,723",441,744,400,578,630,670,236,520,"9,932","4,487",349,334,655,211,460,"1,872",342,276,377,436,133,"10,875",968,399,168,565,405,"1,253",305,"1,177",644,"1,579",440,364,"2,608"
2020년03월_남_20~29세,"73,509","20,188","1,379","2,162",395,"3,883","3,015","3,837","2,819","2,698","18,476","3,349","2,443","2,425","3,699","3,553","2,372",635,"10,685",201,630,181,166,670,47,"2,393",928,955,638,718,821,"1,123",390,824,"12,623","4,693",606,443,996,383,777,"1,993",667,571,599,673,222,"11,537","1,353",517,310,654,446,"1,226",596,"1,316",635,"1,312",660,342,"2,170"
2020년03월_남_30~39세,"72,853","18,807","1,022","4,087",419,"3,781","2,657","2,376","2,276","2,189","16,103","2,370","2,565","1,878","3,494","3,322","1,854",620,"11,202",221,884,139,110,"1,377",38,"2,083",720,862,534,593,909,"1,360",504,868,"11,996","3,660",655,382,"1,276",357,798,"2,110",799,504,543,650,262,"14,745","1,293",436,243,920,456,"1,175",648,"1,740",713,"2,062","1,274",386,"3,399"
2020년03월_남_40~49세,"86,094","20,860","1,739","3,635",504,"3,857","3,021","3,443","2,357","2,304","17,635","3,601","2,061","2,245","3,738","3,238","2,094",658,"13,508",262,"1,099",214,196,"1,284",36,"2,462",769,"1,222",667,764,"1,178","1,727",575,"1,053","15,656","5,706",840,560,"1,273",457,886,"2,781",715,624,679,782,353,"18,435","1,633",674,367,909,671,"1,691",756,"1,893",880,"2,533","1,045",611,"4,772"
2020년03월_남_50~59세,"93,656","25,118","2,090","2,950",726,"4,730","3,656","4,745","3,213","3,008","21,736","4,218","2,276","2,954","4,344","4,174","3,030",740,"14,788",442,"1,101",464,417,953,67,"2,688",967,"1,276",876,959,"1,176","1,663",644,"1,095","17,543","6,409",944,696,"1,458",632,998,"2,635",851,745,930,855,390,"14,471","1,197",723,507,901,605,"1,353",776,"1,651",702,"1,654",866,598,"2,938"
2020년03월_남_60~69세,"66,548","16,354","1,486","2,288",766,"2,961","2,017","2,839","2,298","1,699","11,771","2,449","1,252","1,462","2,573","2,121","1,346",568,"13,773",559,952,464,522,740,78,"2,108",940,"1,043",807,986,"1,225","1,701",626,"1,022","13,743","3,560","1,029",766,"1,335",702,973,"1,968",719,715,859,788,329,"10,907",993,712,497,768,511,939,748,"1,199",544,"1,330",674,481,"1,511"
2020년03월_남_70~79세,"28,023","6,092",735,863,392,"1,107",568,"1,002",830,595,"3,108",715,390,329,611,509,300,254,"7,140",321,469,252,317,342,38,937,537,639,393,507,618,911,331,528,"6,510","1,466",615,392,726,368,489,759,384,393,381,390,147,"5,173",613,524,332,394,294,325,367,411,274,506,268,199,666
2020년03월_남_80~89세,"8,199","1,691",239,248,133,272,149,277,219,154,807,187,96,100,160,135,56,73,"2,197",96,147,95,153,81,9,228,167,222,136,139,171,278,117,158,"1,757",413,208,97,171,131,113,225,94,74,112,80,39,"1,747",237,247,123,115,103,100,105,130,87,154,106,68,172
2020년03월_남_90~99세,633,129,9,20,15,19,12,24,14,16,87,12,15,14,19,12,6,9,182,8,7,8,15,6,3,19,14,19,11,10,15,21,14,12,109,19,15,10,10,10,6,16,6,2,8,6,1,126,20,17,13,8,1,9,6,10,7,8,10,8,9
2020년03월_남_100세 이상,40,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,15,0,1,0,0,0,0,0,1,0,0,1,9,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년03월_여_총인구수,"514,120","128,745","10,091","21,051","3,618","24,573","17,832","21,471","14,825","15,284","106,730","21,032","10,542","14,289","23,380","20,665","12,951","3,871","88,382","2,134","6,146","1,712","2,033","7,306",327,"16,406","5,873","7,911","4,939","5,729","7,438","10,301","3,526","6,601","96,140","32,939","5,544","3,858","8,381","3,233","5,799","16,281","4,743","4,037","4,757","4,993","1,575","94,123","8,577","4,529","2,600","5,718","3,876","8,533","4,071","10,895","5,257","13,188","6,074","3,212","17,593"
2020년03월_여_연령구간인구수,"514,120","128,745","10,091","21,051","3,618","24,573","17,832","21,471","14,825","15,284","106,730","21,032","10,542","14,289","23,380","20,665","12,951","3,871","88,382","2,134","6,146","1,712","2,033","7,306",327,"16,406","5,873","7,911","4,939","5,729","7,438","10,301","3,526","6,601","96,140","32,939","5,544","3,858","8,381","3,233","5,799","16,281","4,743","4,037","4,757","4,993","1,575","94,123","8,577","4,529","2,600","5,718","3,876","8,533","4,071","10,895","5,257","13,188","6,074","3,212","17,593"
2020년03월_여_0~9세,"41,867","10,693",642,"3,191",119,"2,150","1,464","1,257",824,"1,046","8,552","1,642",612,"1,121","1,884","1,932","1,092",269,"6,154",56,574,37,36,"1,119",17,"1,373",286,480,223,262,495,612,181,403,"6,716","2,714",222,150,546,86,304,"1,576",328,167,254,279,90,"9,752",815,182,100,545,278,771,191,"1,273",560,"1,761",828,279,"2,169"
2020년03월_여_10~19세,"48,518","11,453",933,"1,679",197,"2,240","1,854","2,072","1,121","1,357","11,253","2,582",706,"1,659","2,398","2,038","1,495",375,"6,728",77,521,82,68,610,16,"1,559",418,683,444,416,596,532,207,499,"8,946","4,033",327,297,594,178,421,"1,685",317,247,325,413,109,"10,138",941,326,148,494,350,"1,166",252,"1,097",581,"1,586",461,358,"2,378"
2020년03월_여_20~29세,"59,048","16,232","1,009","1,867",308,"3,170","2,454","3,141","2,086","2,197","14,926","2,618","1,998","1,942","3,116","2,900","1,928",424,"8,673",124,506,130,110,628,26,"1,860",734,767,550,574,654,987,284,739,"10,321","3,828",466,351,877,282,614,"1,601",530,493,466,680,133,"8,896",827,376,220,511,381,980,410,"1,128",509,"1,045",610,257,"1,642"
2020년03월_여_30~39세,"65,407","16,959",924,"4,245",255,"3,355","2,382","2,127","1,663","2,008","14,182","2,368","1,801","1,760","3,218","2,971","1,623",441,"9,940",126,786,89,77,"1,433",28,"2,034",551,818,403,507,803,"1,236",320,729,"10,703","3,590",455,342,993,246,654,"2,203",636,377,448,572,187,"13,623","1,103",334,186,792,434,"1,073",439,"1,724",720,"2,350","1,227",368,"2,873"
2020년03월_여_40~49세,"83,747","20,548","1,632","3,111",366,"3,894","3,193","3,583","2,178","2,591","19,394","4,118","1,640","2,687","4,283","3,599","2,434",633,"12,226",142,892,142,140,"1,111",40,"2,629",739,"1,152",656,793,"1,025","1,385",452,928,"15,251","6,278",669,487,"1,069",338,834,"2,896",619,535,606,686,234,"16,328","1,390",615,268,865,620,"1,756",538,"1,872",865,"2,359",899,519,"3,762"
2020년03월_여_50~59세,"94,723","25,732","1,913","3,182",684,"4,927","3,699","4,807","3,226","3,294","22,361","4,282","2,009","3,207","4,924","4,356","2,856",727,"15,147",395,974,312,335,982,56,"2,962","1,010","1,344",961,"1,112","1,212","1,735",609,"1,148","17,692","6,030",979,700,"1,524",666,"1,041","2,908",879,751,998,927,289,"13,791","1,085",721,455,949,625,"1,303",780,"1,783",724,"1,866",826,525,"2,149"
2020년03월_여_60~69세,"67,579","15,803","1,496","2,090",751,"2,947","1,790","2,745","2,276","1,708","10,092","2,150","1,166","1,217","2,147","1,796","1,038",578,"15,215",557,990,392,446,839,77,"2,306","1,078","1,308",880,"1,087","1,370","1,970",740,"1,175","15,018","3,590","1,255",800,"1,540",717,"1,171","2,088",797,888,988,878,306,"11,451","1,112",850,529,830,594,898,821,"1,165",687,"1,325",633,462,"1,545"
2020년03월_여_70~79세,"33,328","6,810",900,917,521,"1,195",606,"1,112",898,661,"3,541",793,376,397,834,628,258,255,"8,943",373,532,264,412,361,32,"1,118",645,855,499,659,848,"1,198",462,685,"7,735","1,852",783,482,883,463,525,916,443,404,452,387,145,"6,299",791,708,421,459,363,386,411,513,380,553,349,244,721
2020년03월_여_80~89세,"17,175","3,874",556,653,359,591,333,547,476,359,"2,079",400,194,248,495,384,208,150,"4,574",233,318,216,342,191,30,484,353,435,287,276,358,562,237,252,"3,290",902,342,217,320,224,202,348,165,160,187,150,73,"3,358",442,377,242,232,204,165,195,307,211,298,212,171,302
2020년03월_여_90~99세,"2,592",613,83,111,57,98,54,74,73,63,336,73,39,49,76,61,19,19,733,51,51,46,66,32,3,76,55,61,33,41,68,80,32,38,438,120,40,29,35,31,29,59,26,13,30,18,8,472,67,40,30,36,26,34,34,32,20,44,28,29,52
2020년03월_여_100세 이상,136,28,3,5,1,6,3,6,4,0,14,6,1,2,5,0,0,0,49,0,2,2,1,0,2,5,4,8,3,2,9,4,2,5,30,2,6,3,0,2,4,1,3,2,3,3,1,15,4,0,1,5,1,1,0,1,0,1,1,0,0
