카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2021년05월_여_총인구수,"143,021","3,784","9,947",666,"1,245",490,"1,836","1,278",428,"8,675","1,632","1,722","1,419","1,113","4,275","4,872","5,889","7,780","11,095","2,267","5,626","2,190","17,937","25,745","9,749","11,361"
2021년05월_여_연령구간인구수,"143,021","3,784","9,947",666,"1,245",490,"1,836","1,278",428,"8,675","1,632","1,722","1,419","1,113","4,275","4,872","5,889","7,780","11,095","2,267","5,626","2,190","17,937","25,745","9,749","11,361"
2021년05월_여_0~9세,"10,307",162,"1,025",17,46,7,58,32,6,662,34,39,41,39,425,382,239,638,875,172,201,68,"1,209","2,140",738,"1,052"
2021년05월_여_10~19세,"12,823",224,"1,200",21,73,14,72,62,12,826,69,80,57,53,291,362,411,681,950,164,328,111,"2,107","2,833",761,"1,061"
2021년05월_여_20~29세,"17,380",327,884,51,101,16,99,71,14,"1,057",106,401,173,106,497,577,868,"1,076","1,292",242,"1,099",486,"2,417","3,043","1,150","1,227"
2021년05월_여_30~39세,"16,638",298,"1,250",36,86,21,106,51,13,"1,115",98,181,135,89,664,583,593,"1,053","1,382",226,535,263,"1,787","3,208","1,296","1,569"
2021년05월_여_40~49세,"21,274",403,"1,833",38,105,35,141,109,24,"1,397",144,175,151,118,564,660,721,"1,134","1,616",325,601,206,"3,074","4,474","1,439","1,787"
2021년05월_여_50~59세,"23,218",657,"1,498",102,215,78,302,238,83,"1,370",283,232,223,174,523,838,970,"1,254","1,817",384,797,312,"3,118","4,356","1,687","1,707"
2021년05월_여_60~69세,"20,496",735,"1,267",178,310,128,439,325,115,"1,189",449,278,261,205,576,703,"1,016",947,"1,605",366,900,351,"2,123","3,063","1,485","1,482"
2021년05월_여_70~79세,"11,643",497,549,107,138,97,282,205,98,589,243,183,198,183,431,455,609,557,861,229,674,225,"1,225","1,481",688,839
2021년05월_여_80~89세,"7,766",415,344,106,147,77,274,150,54,392,174,138,145,116,267,260,387,375,595,135,420,139,749,969,407,531
2021년05월_여_90~99세,"1,430",65,94,9,24,16,58,35,9,74,31,14,35,29,35,50,74,60,101,23,71,28,124,175,92,104
2021년05월_여_100세 이상,46,1,3,1,0,1,5,0,0,4,1,1,0,1,2,2,1,5,1,1,0,1,4,3,6,2
