,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동
2021년10월_남_총인구수,"269,775","11,377","7,082","4,046","13,138","6,760","8,493","15,611","14,588","11,672","8,357","16,407","10,591","21,287","7,690","37,436","18,120","9,950","5,344","17,318","9,571","8,742","6,195"
2021년10월_남_연령구간인구수,"269,775","11,377","7,082","4,046","13,138","6,760","8,493","15,611","14,588","11,672","8,357","16,407","10,591","21,287","7,690","37,436","18,120","9,950","5,344","17,318","9,571","8,742","6,195"
2021년10월_남_0~9세,"19,077",731,291,194,970,273,655,974,870,648,433,705,"1,028","2,376",299,"4,347","1,373",594,164,"1,095",411,350,296
2021년10월_남_10~19세,"27,486",923,339,278,"1,142",467,828,"1,797","1,485","1,196",675,"1,160","1,058","4,248",569,"4,381","2,455",766,292,"1,746",643,583,455
2021년10월_남_20~29세,"40,458","1,411","1,103",629,"1,987","1,180","1,277","2,607","2,496","2,165","1,328","3,683","1,300","2,368",942,"4,722","2,734","1,730",632,"2,599","1,433","1,271",861
2021년10월_남_30~39세,"33,356","1,390",978,487,"1,885",976,"1,107","1,691","1,769","1,365","1,169","2,233","1,461","1,858",675,"5,264","1,817","1,627",547,"1,959","1,227","1,058",813
2021년10월_남_40~49세,"41,598","1,783",986,549,"1,923",935,"1,286","2,302","2,075","1,652","1,119","2,242","1,960","4,750","1,108","6,618","2,672","1,268",640,"2,286","1,359","1,167",918
2021년10월_남_50~59세,"49,063","2,036","1,290",709,"2,387","1,263","1,614","3,305","3,068","2,493","1,608","3,212","1,816","3,441","1,477","5,643","3,244","1,719",975,"3,231","1,766","1,586","1,180"
2021년10월_남_60~69세,"37,260","1,847","1,183",654,"1,854","1,093","1,090","1,918","1,952","1,481","1,430","2,056","1,294","1,422","1,492","4,146","2,460","1,493","1,248","2,920","1,587","1,581","1,059"
2021년10월_남_70~79세,"15,717",952,653,373,744,428,489,759,626,480,453,806,508,606,806,"1,714",966,561,658,"1,067",827,789,452
2021년10월_남_80~89세,"5,337",293,248,162,228,131,136,242,234,181,135,287,155,197,299,555,364,175,165,378,299,331,142
2021년10월_남_90~99세,415,11,10,11,17,14,11,15,13,11,7,23,9,20,23,45,35,17,23,37,19,25,19
2021년10월_남_100세 이상,8,0,1,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0
2021년10월_여_총인구수,"277,565","12,041","7,381","4,277","13,812","6,913","8,752","15,520","14,382","11,572","8,152","15,524","10,870","22,103","8,390","38,887","18,885","10,122","5,809","18,435","9,854","9,531","6,353"
2021년10월_여_연령구간인구수,"277,565","12,041","7,381","4,277","13,812","6,913","8,752","15,520","14,382","11,572","8,152","15,524","10,870","22,103","8,390","38,887","18,885","10,122","5,809","18,435","9,854","9,531","6,353"
2021년10월_여_0~9세,"18,156",793,254,159,"1,023",295,605,904,815,569,403,626,"1,068","2,286",238,"4,136","1,308",517,148,"1,012",388,331,278
2021년10월_여_10~19세,"25,536","1,033",350,255,"1,061",441,767,"1,567","1,297","1,153",629,"1,104","1,123","4,099",526,"4,000","1,988",647,258,"1,632",596,587,423
2021년10월_여_20~29세,"35,781","1,365","1,205",630,"2,030","1,074","1,116","2,259","2,073","1,843","1,105","3,254","1,163","1,959",773,"4,173","2,204","1,612",474,"2,224","1,383","1,162",700
2021년10월_여_30~39세,"30,068","1,259",880,427,"1,769",757,"1,016","1,520","1,468","1,153",897,"1,482","1,390","2,312",536,"5,452","1,848","1,251",427,"1,784",957,861,622
2021년10월_여_40~49세,"44,073","1,700",783,507,"1,991",907,"1,379","2,649","2,289","1,887","1,144","2,075","1,983","5,730","1,041","7,045","3,267","1,288",551,"2,620","1,245","1,135",857
2021년10월_여_50~59세,"52,616","2,025","1,230",766,"2,661","1,430","1,754","3,419","3,363","2,654","1,832","3,101","1,875","2,913","1,473","6,303","3,689","2,050","1,156","3,964","1,910","1,778","1,270"
2021년10월_여_60~69세,"40,223","2,085","1,344",741,"2,008","1,178","1,240","1,906","1,815","1,327","1,376","2,064","1,417","1,620","1,758","4,562","2,675","1,622","1,461","3,118","1,839","1,902","1,165"
2021년10월_여_70~79세,"19,384","1,139",858,513,840,539,569,821,796,605,507,"1,081",545,750,"1,264","2,055","1,159",700,765,"1,227",965,"1,077",609
2021년10월_여_80~89세,"10,224",562,418,252,375,261,268,419,418,337,230,644,259,359,689,"1,011",634,375,494,744,500,608,367
2021년10월_여_90~99세,"1,455",73,54,27,53,30,37,55,46,42,28,92,47,68,89,146,111,57,74,108,68,88,62
2021년10월_여_100세 이상,49,7,5,0,1,1,1,1,2,2,1,1,0,7,3,4,2,3,1,2,3,2,0
