카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년09월_남_총인구수,"1,671,042","523,791","111,195","128,929","90,018","93,975","99,674","171,782","63,201","55,543","272,581","50,907","126,877","177,286","13,001","32,003","29,926","25,444","20,497","21,785","16,939","18,647","30,018","20,814"
2021년09월_남_연령구간인구수,"1,671,042","523,791","111,195","128,929","90,018","93,975","99,674","171,782","63,201","55,543","272,581","50,907","126,877","177,286","13,001","32,003","29,926","25,444","20,497","21,785","16,939","18,647","30,018","20,814"
2021년09월_남_0~9세,"131,099","41,347","8,849","9,588","6,850","6,389","9,671","14,058","4,418","4,025","23,823","2,746","12,797","17,002",533,"1,875","1,527","1,186",776,869,626,872,"1,866",753
2021년09월_남_10~19세,"167,120","51,336","10,202","13,637","7,320","9,273","10,904","18,330","6,534","5,215","31,267","3,939","14,554","17,683",776,"3,090","2,165","2,252","1,554","1,486","1,101","1,475","3,156","1,207"
2021년09월_남_20~29세,"204,838","71,013","15,803","20,977","10,560","11,817","11,856","24,639","5,948","6,229","36,856","5,079","13,114","21,326","1,069","3,026","2,602","2,201","1,894","1,834","1,303","1,678","3,391","1,636"
2021년09월_남_30~39세,"201,297","69,398","15,090","18,470","11,331","10,848","13,659","21,063","6,499","6,133","34,624","4,512","17,692","24,478",878,"2,657","2,604","1,975","1,221","1,406","1,064","1,278","2,494","1,321"
2021년09월_남_40~49세,"272,176","84,911","17,420","19,622","14,076","15,026","18,767","26,606","11,221","9,198","47,974","6,699","25,647","31,221","1,558","4,824","3,809","3,357","2,359","2,575","1,836","2,269","3,812","2,300"
2021년09월_남_50~59세,"295,719","91,564","20,224","24,707","14,711","16,745","15,177","28,211","11,367","9,719","50,339","9,250","21,438","29,741","2,505","6,079","5,733","4,880","3,856","4,453","3,454","3,664","5,422","4,044"
2021년09월_남_60~69세,"243,073","74,183","16,027","16,421","14,867","14,812","12,056","23,125","10,373","8,369","31,841","10,699","14,523","22,462","3,067","6,073","6,309","5,081","4,199","4,816","4,015","3,846","5,247","4,845"
2021년09월_남_70~79세,"111,004","30,021","5,773","4,314","7,589","6,875","5,470","11,303","5,136","4,618","11,820","5,636","5,373","9,863","1,610","2,981","3,491","3,029","2,950","2,799","2,307","2,252","2,874","2,941"
2021년09월_남_80~89세,"41,196","9,333","1,673","1,098","2,509","2,079","1,974","4,096","1,577","1,888","3,761","2,163","1,600","3,249",903,"1,286","1,565","1,367","1,527","1,383","1,116","1,191","1,565","1,626"
2021년09월_남_90~99세,"3,424",671,130,92,203,109,137,336,125,140,263,179,131,258,101,109,120,114,160,159,114,120,185,139
2021년09월_남_100세 이상,96,14,4,3,2,2,3,15,3,9,13,5,8,3,1,3,1,2,1,5,3,2,6,2
2021년09월_여_총인구수,"1,648,229","510,188","107,181","123,847","90,936","93,643","94,581","175,839","62,680","54,556","266,200","52,784","115,226","176,376","13,380","30,876","30,174","25,288","21,907","21,865","17,503","19,920","31,227","22,240"
2021년09월_여_연령구간인구수,"1,648,229","510,188","107,181","123,847","90,936","93,643","94,581","175,839","62,680","54,556","266,200","52,784","115,226","176,376","13,380","30,876","30,174","25,288","21,907","21,865","17,503","19,920","31,227","22,240"
2021년09월_여_0~9세,"123,880","38,787","8,489","9,057","6,417","6,004","8,820","13,121","4,391","3,747","22,782","2,601","11,915","16,281",484,"1,814","1,422","1,164",730,788,592,850,"1,709",702
2021년09월_여_10~19세,"153,098","46,881","9,107","12,204","6,868","8,454","10,248","16,436","6,120","4,903","29,094","3,610","13,348","16,911",689,"2,751","1,879","1,877","1,283","1,234",931,"1,364","2,687","1,100"
2021년09월_여_20~29세,"162,128","55,923","12,570","16,482","8,502","9,511","8,858","20,323","4,692","4,177","30,586","3,616","10,004","18,296",788,"2,121","1,888","1,536","1,173","1,242",963,"1,261","2,349","1,190"
2021년09월_여_30~39세,"183,291","61,541","13,423","16,101","10,067","9,681","12,269","19,879","6,164","5,170","32,414","4,037","16,133","23,152",764,"2,494","2,168","1,566","1,130","1,160",929,"1,217","2,332","1,041"
2021년09월_여_40~49세,"256,591","81,727","16,576","21,198","12,582","14,425","16,946","26,835","9,686","8,192","48,494","5,969","21,661","30,101","1,158","4,121","3,024","2,702","2,046","2,049","1,488","1,906","3,686","1,746"
2021년09월_여_50~59세,"281,986","92,902","20,841","26,477","14,783","16,940","13,861","28,850","10,564","8,521","47,825","9,023","18,185","29,259","1,968","4,935","4,882","4,060","3,258","3,634","2,876","3,101","4,935","3,208"
2021년09월_여_60~69세,"245,996","75,862","15,654","14,686","16,626","16,150","12,746","25,366","10,934","8,861","30,468","11,067","13,872","23,434","2,695","5,548","6,297","5,075","4,378","4,467","3,700","3,844","5,448","4,680"
2021년09월_여_70~79세,"137,494","35,183","6,344","4,573","9,320","8,279","6,667","14,496","6,162","6,126","15,057","7,164","5,861","11,903","2,229","3,643","4,466","3,748","3,716","3,537","2,867","3,155","4,060","4,121"
2021년09월_여_80~89세,"88,441","18,306","3,550","2,593","4,890","3,681","3,592","8,939","3,414","4,111","8,228","4,927","3,529","6,080","2,215","2,947","3,574","2,995","3,423","3,108","2,669","2,724","3,399","3,853"
2021년09월_여_90~99세,"14,900","3,002",609,469,861,499,564,"1,533",538,729,"1,212",747,697,929,385,494,559,551,756,635,474,484,602,573
2021년09월_여_100세 이상,424,74,18,7,20,19,10,61,15,19,40,23,21,30,5,8,15,14,14,11,14,14,20,26
