카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021년09월_남_총인구수,"187,286","16,115","6,088","21,472","13,818","11,732","13,959","15,378","10,924","13,306","11,887","6,798","7,000","18,201","11,157","9,451"
2021년09월_남_연령구간인구수,"187,286","16,115","6,088","21,472","13,818","11,732","13,959","15,378","10,924","13,306","11,887","6,798","7,000","18,201","11,157","9,451"
2021년09월_남_0~9세,"11,931",946,143,"1,343","1,284",568,814,"1,147",393,925,"1,014",378,522,"1,060",738,656
2021년09월_남_10~19세,"13,973","1,009",240,"1,608","1,000",828,995,"1,117",480,979,871,380,489,"1,983","1,135",859
2021년09월_남_20~29세,"31,589","2,930","1,204","4,895","2,051","1,898","2,203","2,560","2,268","1,730","1,534","1,145","1,020","2,980","1,611","1,560"
2021년09월_남_30~39세,"30,907","3,045","1,126","3,023","2,323","2,088","2,420","2,131","2,430","2,184","1,883","1,248","1,304","2,610","1,515","1,577"
2021년09월_남_40~49세,"28,965","2,261",780,"3,159","2,315","1,744","2,184","2,459","1,508","2,004","1,963","1,036","1,140","3,058","1,812","1,542"
2021년09월_남_50~59세,"27,870","2,278",939,"2,962","2,012","1,842","2,104","2,446","1,397","2,095","1,671",933,"1,036","2,974","1,875","1,306"
2021년09월_남_60~69세,"23,313","2,018",923,"2,529","1,584","1,491","1,853","1,930","1,356","1,830","1,636",924,850,"1,960","1,405","1,024"
2021년09월_남_70~79세,"13,197","1,101",492,"1,365",857,909,991,"1,093",803,"1,125",974,541,463,"1,085",755,643
2021년09월_남_80~89세,"5,039",474,219,528,352,342,355,447,275,400,318,195,158,428,286,262
2021년09월_남_90~99세,462,47,18,55,37,20,36,46,13,33,20,18,17,57,23,22
2021년09월_남_100세 이상,40,6,4,5,3,2,4,2,1,1,3,0,1,6,2,0
2021년09월_여_총인구수,"199,831","15,958","5,733","22,879","14,850","12,878","14,759","16,220","12,058","14,390","12,624","7,424","7,500","20,067","12,082","10,409"
2021년09월_여_연령구간인구수,"199,831","15,958","5,733","22,879","14,850","12,878","14,759","16,220","12,058","14,390","12,624","7,424","7,500","20,067","12,082","10,409"
2021년09월_여_0~9세,"11,411",904,130,"1,299","1,201",567,739,"1,109",365,910,"1,015",320,479,"1,022",694,657
2021년09월_여_10~19세,"13,249",930,238,"1,539",968,767,857,"1,048",418,757,742,339,489,"2,085","1,258",814
2021년09월_여_20~29세,"33,898","2,629","1,135","4,768","2,255","2,226","2,380","2,337","3,003","1,919","1,720","1,377","1,112","3,365","1,751","1,921"
2021년09월_여_30~39세,"30,195","2,477",812,"3,012","2,514","1,963","2,286","2,202","2,210","2,249","2,091","1,186","1,289","2,673","1,529","1,702"
2021년09월_여_40~49세,"28,664","2,026",606,"3,281","2,245","1,765","2,085","2,313","1,455","2,091","1,817",952,"1,116","3,334","2,029","1,549"
2021년09월_여_50~59세,"30,036","2,384",886,"3,333","2,206","2,034","2,310","2,699","1,581","2,251","1,867","1,116","1,162","2,972","1,832","1,403"
2021년09월_여_60~69세,"27,095","2,323",988,"2,924","1,786","1,801","2,121","2,202","1,701","2,220","1,827","1,127",990,"2,340","1,573","1,172"
2021년09월_여_70~79세,"16,455","1,387",598,"1,702","1,038","1,165","1,293","1,418",968,"1,357","1,106",684,555,"1,456",919,809
2021년09월_여_80~89세,"7,398",761,278,844,520,509,597,751,294,536,378,266,251,679,411,323
2021년09월_여_90~99세,"1,314",119,55,157,107,76,86,134,61,95,59,50,54,125,79,57
2021년09월_여_100세 이상,116,18,7,20,10,5,5,7,2,5,2,7,3,16,7,2
