카테고리,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020년06월_남_100세 이상,59,13,11,4,5,0,1,4,6,0,0,0,0,0,0,6,2,2,1,2,1,1
2020년06월_여_총인구수,"224,551","23,791","6,148","5,122","14,870","3,369","6,153","5,273","1,889","3,543",0,280,0,72,0,"10,680","17,153","13,338","20,159","23,068","32,075","37,568"
2020년06월_여_연령구간인구수,"224,551","23,791","6,148","5,122","14,870","3,369","6,153","5,273","1,889","3,543",0,280,0,72,0,"10,680","17,153","13,338","20,159","23,068","32,075","37,568"
2020년06월_여_0~9세,"21,778","2,584",264,173,923,104,338,251,44,293,0,10,0,4,0,605,"1,742","1,222","1,988","2,590","4,552","4,091"
2020년06월_여_10~19세,"23,363","2,270",367,343,"1,412",126,492,310,97,233,0,24,0,8,0,726,"2,093","1,322","2,610","2,914","3,745","4,271"
2020년06월_여_20~29세,"26,345","2,669",585,535,"1,733",893,648,504,149,359,0,28,0,0,0,"1,559","2,138","1,738","2,024","2,612","3,611","4,560"
2020년06월_여_30~39세,"31,081","3,498",562,388,"1,399",406,608,419,121,389,0,23,0,4,0,"1,205","2,363","1,739","2,601","3,425","6,040","5,891"
2020년06월_여_40~49세,"38,534","3,503",699,559,"2,227",275,949,573,152,369,0,23,0,11,0,"1,571","3,223","2,105","4,156","4,534","6,137","7,468"
2020년06월_여_50~59세,"33,699","3,352","1,098","1,007","2,845",523,"1,082","1,046",348,567,0,50,0,8,0,"1,861","2,514","2,202","2,977","3,299","3,643","5,277"
2020년06월_여_60~69세,"23,653","2,618","1,079",922,"2,102",504,923,965,386,556,0,45,0,16,0,"1,525","1,453","1,501","1,844","1,915","2,206","3,093"
2020년06월_여_70~79세,"15,892","1,998",832,694,"1,368",269,616,625,318,492,0,52,0,13,0,997,"1,023",937,"1,176","1,138","1,436","1,908"
2020년06월_여_80~89세,"8,596","1,114",537,425,730,229,403,466,222,231,0,24,0,8,0,531,511,499,644,540,604,878
2020년06월_여_90~99세,"1,478",171,95,67,123,37,86,104,48,52,0,1,0,0,0,91,84,71,129,93,100,126
2020년06월_여_100세 이상,132,14,30,9,8,3,8,10,4,2,0,0,0,0,0,9,9,2,10,8,1,5
