,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년10월_계_80~89세,"24,724","7,448",737,886,726,864,696,684,522,952,640,741,"7,433",286,677,557,942,917,662,897,671,460,633,407,324,"4,844",208,326,344,664,587,502,628,351,772,462,"4,999",330,342,564,466,535,522,274,459,327,252,478,450
2020년10월_계_90~99세,"3,943","1,244",121,140,120,128,110,105,92,160,113,155,"1,153",50,99,88,165,130,87,139,80,75,110,80,50,722,24,54,51,90,84,76,81,56,114,92,824,62,59,76,67,98,78,44,79,61,36,92,72
2020년10월_계_100세 이상,316,89,8,11,9,6,1,21,6,6,2,19,94,11,11,13,16,11,7,2,5,3,9,5,1,94,7,6,13,12,5,11,7,1,19,13,39,6,6,4,4,3,5,3,1,2,2,0,3
2020년10월_남_총인구수,"597,863","138,265","11,925","22,935","14,692","14,817","21,512","10,367","9,814","14,510","9,272","8,421","186,435","5,239","12,198","9,773","20,801","19,482","12,553","22,679","23,127","12,665","24,517","14,830","8,571","87,991","3,169","5,712","4,663","11,323","13,216","5,780","10,238","8,651","19,393","5,846","185,172","9,330","7,560","18,874","10,861","19,824","17,846","14,199","16,806","15,971","14,193","26,043","13,665"
2020년10월_남_연령구간인구수,"597,863","138,265","11,925","22,935","14,692","14,817","21,512","10,367","9,814","14,510","9,272","8,421","186,435","5,239","12,198","9,773","20,801","19,482","12,553","22,679","23,127","12,665","24,517","14,830","8,571","87,991","3,169","5,712","4,663","11,323","13,216","5,780","10,238","8,651","19,393","5,846","185,172","9,330","7,560","18,874","10,861","19,824","17,846","14,199","16,806","15,971","14,193","26,043","13,665"
2020년10월_남_0~9세,"50,698","9,595",725,"1,613","1,300","1,008","1,976",457,601,801,750,364,"16,959",475,579,457,"1,657","1,231",738,"2,549","3,753",684,"3,040",906,890,"4,888",125,222,192,762,"1,059",229,474,594,"1,089",142,"19,256",605,499,"1,548",747,"2,370","1,893","1,349","1,351","1,868","2,301","3,000","1,725"
2020년10월_남_10~19세,"61,629","15,130",990,"2,280","1,891","1,647","3,626",640,959,"1,483","1,050",564,"17,503",330,858,825,"1,891","1,707","1,069","2,643","2,239",931,"2,865","1,192",953,"7,142",165,255,286,"1,079","1,543",389,751,"1,014","1,406",254,"21,854","1,011",811,"2,304","1,185","1,833","2,594","1,126","2,292","2,090","1,663","3,422","1,523"
2020년10월_남_20~29세,"98,355","24,197","1,876","6,291","2,218","2,268","3,240","1,409","1,539","2,301","1,556","1,499","28,458",760,"1,911","1,464","3,421","3,101","2,077","3,210","2,543","2,514","3,548","2,834","1,075","14,952",503,"1,055",612,"1,613","2,133",755,"1,724","1,995","3,802",760,"30,748","1,757","1,246","3,644","2,011","3,364","2,553","3,222","3,484","2,459","1,687","3,836","1,485"
2020년10월_남_30~39세,"93,138","17,101","1,573","3,099","1,704","1,909","2,159","1,376","1,416","1,795",990,"1,080","30,610",933,"2,055","1,431","3,033","2,958","1,780","3,340","4,593","2,421","3,846","3,057","1,163","13,304",486,940,636,"1,382","1,703",663,"1,638","1,169","3,914",773,"32,123","1,289","1,057","3,032","1,687","3,838","2,683","3,816","2,333","2,468","2,846","4,545","2,529"
2020년10월_남_40~49세,"102,371","22,555","1,896","3,273","2,608","2,489","4,282","1,623","1,537","2,279","1,352","1,216","31,934",770,"1,979","1,627","3,161","3,225","1,948","4,048","4,408","1,940","4,373","2,792","1,663","14,130",500,843,722,"1,913","2,181",911,"1,599","1,296","3,270",895,"33,752","1,488","1,228","3,413","1,750","3,818","3,442","2,176","2,898","2,867","2,757","5,220","2,695"
2020년10월_남_50~59세,"98,313","24,722","2,221","3,414","2,636","2,713","3,929","2,012","1,796","2,758","1,774","1,469","30,738",911,"2,169","1,703","3,751","3,411","2,421","3,729","2,865","2,115","3,768","2,464","1,431","15,579",613,"1,041",912,"2,041","2,539","1,144","1,848","1,324","2,869","1,248","27,274","1,641","1,334","2,846","1,819","2,400","2,823","1,590","2,781","2,583","1,837","3,753","1,867"
2020년10월_남_60~69세,"58,642","15,021","1,633","1,872","1,413","1,580","1,469","1,720","1,216","1,827","1,066","1,225","19,450",630,"1,589","1,366","2,509","2,419","1,604","2,005","1,806","1,391","2,142","1,095",894,"10,786",458,827,698,"1,488","1,298",969,"1,295",804,"1,924","1,025","13,385",999,888,"1,375","1,089","1,431","1,222",589,"1,162","1,168",769,"1,534","1,159"
2020년10월_남_70~79세,"25,106","6,945",740,748,646,849,562,818,538,894,455,695,"7,937",310,750,667,"1,018","1,090",681,818,695,503,697,333,375,"5,272",232,384,435,772,549,523,687,323,837,530,"4,952",422,375,530,409,572,419,225,336,351,247,551,515
2020년10월_남_80~89세,"8,626","2,678",244,298,249,324,248,288,186,327,245,269,"2,558",109,268,209,328,307,215,302,204,149,216,141,110,"1,739",74,123,150,251,190,178,204,121,259,189,"1,651",106,111,169,148,177,197,93,156,105,78,161,150
2020년10월_남_90~99세,903,300,25,43,24,29,21,18,24,45,33,38,261,9,36,23,28,29,18,35,18,15,19,14,17,174,9,19,13,20,19,17,16,11,21,29,168,10,10,13,15,20,17,12,13,12,8,21,17
2020년10월_남_100세 이상,82,21,2,4,3,1,0,6,2,0,1,2,27,2,4,1,4,4,2,0,3,2,3,2,0,25,4,3,7,2,2,2,2,0,2,1,9,2,1,0,1,1,3,1,0,0,0,0,0
2020년10월_여_총인구수,"589,775","136,215","11,757","20,412","15,153","15,377","21,484","9,938","9,918","14,370","9,912","7,894","182,879","5,246","11,463","9,659","20,236","18,799","12,348","23,213","23,311","12,198","25,264","12,779","8,363","86,692","2,825","5,017","4,433","11,998","13,653","5,593","10,352","8,674","19,031","5,116","183,989","9,195","7,657","17,550","11,197","19,322","18,311","12,694","16,170","15,777","14,200","27,299","14,617"
2020년10월_여_연령구간인구수,"589,775","136,215","11,757","20,412","15,153","15,377","21,484","9,938","9,918","14,370","9,912","7,894","182,879","5,246","11,463","9,659","20,236","18,799","12,348","23,213","23,311","12,198","25,264","12,779","8,363","86,692","2,825","5,017","4,433","11,998","13,653","5,593","10,352","8,674","19,031","5,116","183,989","9,195","7,657","17,550","11,197","19,322","18,311","12,694","16,170","15,777","14,200","27,299","14,617"
2020년10월_여_0~9세,"47,630","9,008",679,"1,540","1,250","1,022","1,746",407,561,752,710,341,"15,968",431,545,519,"1,530","1,249",731,"2,445","3,422",639,"2,778",824,855,"4,712",119,208,158,780,973,212,445,616,"1,066",135,"17,942",600,443,"1,412",642,"2,195","1,799","1,309","1,330","1,711","2,099","2,719","1,683"
2020년10월_여_10~19세,"57,440","13,822",904,"2,002","1,661","1,553","3,406",597,808,"1,349","1,036",506,"16,103",292,765,745,"1,718","1,514","1,018","2,382","2,250",809,"2,592","1,128",890,"6,832",150,242,293,"1,130","1,516",340,711,833,"1,384",233,"20,683",950,726,"2,197","1,111","1,720","2,380","1,051","2,060","2,020","1,579","3,458","1,431"
2020년10월_여_20~29세,"88,213","19,919","1,551","3,927","1,929","2,076","3,014","1,316","1,496","2,069","1,446","1,095","26,163",737,"1,664","1,292","2,947","2,778","1,880","3,068","2,582","2,483","3,280","2,481",971,"13,768",421,864,526,"1,568","1,999",600,"1,504","1,656","3,882",748,"28,363","1,409","1,258","2,856","1,759","3,138","2,406","2,496","2,957","2,102","1,734","4,635","1,613"
2020년10월_여_30~39세,"86,469","15,746","1,389","2,736","1,791","1,814","2,326","1,089","1,288","1,491","1,066",756,"28,040",798,"1,525","1,187","2,764","2,400","1,530","3,393","4,763","2,041","4,224","2,284","1,131","11,352",417,729,464,"1,315","1,782",551,"1,291","1,076","3,190",537,"31,331","1,148",904,"2,507","1,520","3,756","2,870","3,026","2,169","2,599","3,011","5,078","2,743"
2020년10월_여_40~49세,"100,941","23,062","1,818","3,296","2,851","2,602","4,832","1,345","1,524","2,236","1,596",962,"29,774",715,"1,718","1,480","3,031","2,865","1,827","4,086","3,871","1,795","4,623","2,186","1,577","13,246",366,616,599,"1,977","2,370",747,"1,463","1,464","3,035",609,"34,859","1,593","1,233","3,432","2,025","3,452","3,771","2,083","3,257","3,035","2,714","5,580","2,684"
2020년10월_여_50~59세,"98,441","24,685","2,203","3,389","2,672","2,767","3,571","1,983","1,891","2,765","2,062","1,382","31,632",981,"2,133","1,754","3,862","3,415","2,455","3,940","3,139","2,127","4,235","2,173","1,418","15,048",484,911,844,"2,118","2,609",998,"1,899","1,406","2,850",929,"27,076","1,670","1,460","2,723","1,974","2,358","2,893","1,539","2,581","2,575","1,816","3,387","2,100"
2020년10월_여_60~69세,"60,009","15,373","1,668","1,841","1,582","1,775","1,268","1,752","1,274","1,870",955,"1,388","19,919",699,"1,757","1,450","2,455","2,546","1,630","2,107","1,891","1,345","2,215",945,879,"11,396",438,763,802,"1,626","1,271","1,060","1,588",882,"2,011",955,"13,321","1,070",877,"1,326","1,214","1,543","1,177",602,974,992,751,"1,410","1,385"
2020년10월_여_70~79세,"31,260","8,818",950,989,838,"1,124",783,951,668,"1,092",565,858,"9,446",366,877,807,"1,166","1,314",756,"1,091",862,587,803,423,394,"6,616",278,443,509,991,668,693,957,465,990,622,"6,380",475,471,635,579,722,627,373,472,470,292,644,620
2020년10월_여_80~89세,"16,098","4,770",493,588,477,540,448,396,336,625,395,472,"4,875",177,409,348,614,610,447,595,467,311,417,266,214,"3,105",134,203,194,413,397,324,424,230,513,273,"3,348",224,231,395,318,358,325,181,303,222,174,317,300
2020년10월_여_90~99세,"3,040",944,96,97,96,99,89,87,68,115,80,117,892,41,63,65,137,101,69,104,62,60,91,66,33,548,15,35,38,70,65,59,65,45,93,63,656,52,49,63,52,78,61,32,66,49,28,71,55
2020년10월_여_100세 이상,234,68,6,7,6,5,1,15,4,6,1,17,67,9,7,12,12,7,5,2,2,1,6,3,1,69,3,3,6,10,3,9,5,1,17,12,30,4,5,4,3,2,2,2,1,2,2,0,3
