카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년10월_계_80~89세,"11,643",599,499,463,939,604,298,509,341,591,308,559,563,461,743,235,352,364,"1,208",386,520,423,678
2020년10월_계_90~99세,"2,231",94,71,91,163,125,68,84,64,109,38,94,98,93,139,48,83,73,253,106,108,71,158
2020년10월_계_100세 이상,288,10,20,20,18,28,8,13,14,23,8,24,20,8,15,12,8,7,12,4,6,4,6
2020년10월_남_총인구수,"258,461","7,815","10,818","10,152","12,611","12,669","6,671","14,338","12,607","19,279","9,735","17,500","17,429","10,507","15,839","3,249","10,778","10,027","21,209","11,836","7,776","8,601","7,015"
2020년10월_남_연령구간인구수,"258,461","7,815","10,818","10,152","12,611","12,669","6,671","14,338","12,607","19,279","9,735","17,500","17,429","10,507","15,839","3,249","10,778","10,027","21,209","11,836","7,776","8,601","7,015"
2020년10월_남_0~9세,"19,211",521,351,597,"1,044","1,174",455,"1,323","1,088","1,076",390,543,"1,552",860,"1,536",194,843,721,"2,299","1,253",396,656,339
2020년10월_남_10~19세,"31,004",860,425,693,"1,358","1,213",741,"1,922","3,145","3,883","1,421",774,"2,665","1,077","2,082",300,"1,244",962,"2,236","1,918",692,"1,097",296
2020년10월_남_20~29세,"35,571","1,062","2,108","1,581","1,500","1,735","1,047","1,824","1,270","2,727","1,672","3,282","2,039","1,417","1,845",388,"1,521","1,495","2,611","1,383","1,165","1,056",843
2020년10월_남_30~39세,"37,841","1,073","2,783","2,059","1,496","1,947",931,"2,084",613,"1,518","1,507","5,071","2,278","1,488","1,499",321,"1,339","1,571","3,222","1,392","1,192","1,250","1,207"
2020년10월_남_40~49세,"46,210","1,308","1,853","1,829","2,239","2,209","1,011","2,984","2,747","3,156","1,782","3,077","4,021","1,842","2,956",464,"1,689","1,607","3,845","2,102","1,130","1,482",877
2020년10월_남_50~59세,"40,119","1,245","1,400","1,468","2,006","1,876","1,058","2,085","2,123","3,559","1,625","2,226","2,622","1,711","2,748",548,"1,867","1,698","2,945","1,803","1,207","1,265","1,034"
2020년10월_남_60~69세,"26,981",821,"1,006",964,"1,362","1,371",780,"1,110",917,"2,035",710,"1,443","1,152","1,255","1,696",554,"1,432","1,244","2,241","1,302","1,151","1,052","1,383"
2020년10월_남_70~79세,"16,048",611,653,724,"1,117",838,483,742,528,"1,058",476,803,801,631,"1,084",361,688,556,"1,314",537,656,597,790
2020년10월_남_80~89세,"4,902",285,216,210,445,270,143,243,159,246,143,256,266,194,354,107,141,157,433,129,162,132,211
2020년10월_남_90~99세,518,28,20,21,42,30,20,19,14,18,7,20,31,29,37,11,13,15,58,16,24,14,31
2020년10월_남_100세 이상,56,1,3,6,2,6,2,2,3,3,2,5,2,3,2,1,1,1,5,1,1,0,4
2020년10월_여_총인구수,"281,666","9,004","12,255","11,651","14,745","14,432","6,871","15,802","12,466","18,644","10,873","18,554","19,698","11,697","18,323","3,460","11,560","10,463","23,377","12,175","8,068","9,172","8,376"
2020년10월_여_연령구간인구수,"281,666","9,004","12,255","11,651","14,745","14,432","6,871","15,802","12,466","18,644","10,873","18,554","19,698","11,697","18,323","3,460","11,560","10,463","23,377","12,175","8,068","9,172","8,376"
2020년10월_여_0~9세,"17,831",460,361,561,"1,141","1,007",390,"1,127",915,916,374,514,"1,441",921,"1,448",182,831,668,"2,289","1,016",375,589,305
2020년10월_여_10~19세,"28,423",855,463,632,"1,469","1,069",563,"1,576","2,435","2,627","1,214",789,"2,927","1,272","2,695",307,"1,310",892,"2,331","1,453",537,699,308
2020년10월_여_20~29세,"38,763","1,239","2,568","1,985","1,700","2,083",894,"2,054","1,232","2,325","1,808","4,287","2,646","1,608","2,201",373,"1,440","1,455","2,832","1,247","1,078",909,799
2020년10월_여_30~39세,"44,623","1,347","3,091","2,533","1,953","2,543","1,070","2,912",976,"1,767","1,867","5,086","3,027","1,799","2,178",369,"1,500","1,583","3,758","1,647","1,087","1,357","1,173"
2020년10월_여_40~49세,"53,160","1,674","1,986","1,980","2,685","2,601","1,187","3,502","3,460","4,249","2,360","2,992","4,664","2,035","3,635",504,"2,015","1,776","3,925","2,452","1,076","1,595",807
2020년10월_여_50~59세,"40,215","1,280","1,421","1,509","2,088","2,140","1,144","2,023","1,688","3,227","1,602","2,020","2,218","1,820","2,732",555,"1,989","1,773","3,105","1,923","1,327","1,363","1,268"
2020년10월_여_60~69세,"32,030",967,"1,308","1,293","1,766","1,613",906,"1,336","1,001","2,067",861,"1,602","1,428","1,295","1,875",644,"1,568","1,416","2,743","1,538","1,400","1,441","1,962"
2020년10월_여_70~79세,"17,935",793,706,821,"1,312",925,508,930,516,"1,010",585,868,965,611,"1,055",350,619,629,"1,417",549,741,867,"1,158"
2020년10월_여_80~89세,"6,741",314,283,253,494,334,155,266,182,345,165,303,297,267,389,128,211,207,775,257,358,291,467
2020년10월_여_90~99세,"1,713",66,51,70,121,95,48,65,50,91,31,74,67,64,102,37,70,58,195,90,84,57,127
2020년10월_여_100세 이상,232,9,17,14,16,22,6,11,11,20,6,19,18,5,13,11,7,6,7,3,5,4,2
