카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2020년01월_남_60~69세,"15,320",355,329,687,373,577,433,"1,237","1,163","1,572",796,"1,076",709,"1,172",442,"1,311","1,003","1,438",647
2020년01월_남_70~79세,"8,301",325,195,535,253,380,191,619,641,877,553,524,384,493,232,592,485,722,300
2020년01월_남_80~89세,"2,666",96,44,181,109,89,91,268,176,248,217,132,112,157,75,170,163,268,70
2020년01월_남_90~99세,243,9,7,15,6,19,10,19,11,24,20,10,10,14,8,18,15,23,5
2020년01월_남_100세 이상,9,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0
2020년01월_여_총인구수,"153,462","2,116","2,460","5,575","2,563","4,273","5,360","16,115","12,685","12,499","8,225","10,627","5,400","8,344","2,474","11,091","15,189","19,557","8,909"
2020년01월_여_연령구간인구수,"153,462","2,116","2,460","5,575","2,563","4,273","5,360","16,115","12,685","12,499","8,225","10,627","5,400","8,344","2,474","11,091","15,189","19,557","8,909"
2020년01월_여_0~9세,"11,262",54,201,290,88,262,456,"1,146",906,614,470,"1,159",280,551,150,656,"1,373","1,672",934
2020년01월_여_10~19세,"15,965",81,179,324,133,314,647,"1,632","1,338",937,564,"1,007",523,755,174,"1,081","2,305","2,699","1,272"
2020년01월_여_20~29세,"22,043",207,247,846,453,560,770,"2,762","2,275","2,145","1,577","1,191",703,"1,033",265,"1,524","1,949","2,659",877
2020년01월_여_30~39세,"19,298",177,318,731,298,495,717,"2,296","1,757","1,449","1,216","1,700",573,927,244,"1,139","1,785","2,351","1,125"
2020년01월_여_40~49세,"26,129",197,330,776,310,577,"1,013","2,847","2,063","1,692","1,093","1,785",780,"1,265",287,"1,768","3,296","4,196","1,854"
2020년01월_여_50~59세,"25,429",348,384,855,468,789,792,"2,744","2,002","2,185","1,218","1,643","1,009","1,624",491,"2,241","2,411","2,922","1,303"
2020년01월_여_60~69세,"17,136",424,413,814,394,642,445,"1,296","1,285","1,694","1,036","1,251",815,"1,276",396,"1,425","1,119","1,520",891
2020년01월_여_70~79세,"10,309",413,269,623,286,380,329,880,700,"1,145",650,585,457,565,246,761,614,974,432
2020년01월_여_80~89세,"4,929",181,101,264,113,208,158,455,294,533,338,245,211,287,175,436,273,474,183
2020년01월_여_90~99세,902,28,18,49,20,38,32,56,62,94,61,58,46,56,41,57,58,90,38
2020년01월_여_100세 이상,60,6,0,3,0,8,1,1,3,11,2,3,3,5,5,3,6,0,0
