카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021년10월_계_100세 이상,58,0,1,2,4,4,2,3,1,4,3,2,0,0,0,5,0,0,2,2,23
2021년10월_남_총인구수,"170,785","7,978","4,917","9,752","10,700","9,485","5,511","10,487","9,833","11,230","8,619","11,054","4,897","5,555","9,640","8,196","8,049","5,378","13,953","5,678","9,873"
2021년10월_남_연령구간인구수,"170,785","7,978","4,917","9,752","10,700","9,485","5,511","10,487","9,833","11,230","8,619","11,054","4,897","5,555","9,640","8,196","8,049","5,378","13,953","5,678","9,873"
2021년10월_남_0~9세,"10,270",302,331,688,655,560,260,712,465,"1,002",553,535,359,333,399,477,589,279,904,243,624
2021년10월_남_10~19세,"12,251",311,230,908,866,730,245,644,574,947,934,955,348,427,596,693,472,400,"1,208",224,539
2021년10월_남_20~29세,"24,952","1,573",930,"1,068","1,150","1,375","1,166","2,011","1,586","1,311","1,059","1,505",611,665,"1,658","1,107","1,367",807,"1,834","1,039","1,130"
2021년10월_남_30~39세,"24,105","1,387",898,"1,144","1,212","1,201","1,021","2,217","1,471","1,487",830,"1,210",808,641,"1,191",929,"1,370",605,"1,648","1,209","1,626"
2021년10월_남_40~49세,"25,449",997,799,"1,570","1,568","1,408",828,"1,580","1,401","1,889","1,342","1,569",739,854,"1,426","1,160","1,257",738,"2,034",784,"1,506"
2021년10월_남_50~59세,"27,629","1,353",741,"1,513","1,769","1,670",769,"1,322","1,485","1,837","1,597","2,024",693,"1,052","1,589","1,339","1,228",932,"2,390",834,"1,492"
2021년10월_남_60~69세,"26,794","1,231",647,"1,573","1,812","1,502",664,"1,131","1,544","1,602","1,387","1,987",755,968,"1,609","1,369","1,005",915,"2,519",807,"1,767"
2021년10월_남_70~79세,"14,063",600,258,921,"1,218",728,382,606,931,886,694,920,416,449,888,826,554,510,"1,049",368,859
2021년10월_남_80~89세,"4,947",214,72,339,423,281,166,247,365,251,214,325,161,159,277,270,196,185,343,155,304
2021년10월_남_90~99세,313,10,11,27,26,29,9,17,11,17,9,24,7,7,7,26,11,7,24,14,20
2021년10월_남_100세 이상,12,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021년10월_여_총인구수,"183,643","7,966","4,970","10,918","11,485","10,677","6,559","11,429","11,109","11,737","8,920","12,091","5,380","5,801","9,645","8,691","8,749","5,639","14,954","6,365","10,558"
2021년10월_여_연령구간인구수,"183,643","7,966","4,970","10,918","11,485","10,677","6,559","11,429","11,109","11,737","8,920","12,091","5,380","5,801","9,645","8,691","8,749","5,639","14,954","6,365","10,558"
2021년10월_여_0~9세,"10,041",334,290,724,618,567,240,697,430,891,531,566,359,305,419,481,567,310,853,272,587
2021년10월_여_10~19세,"11,942",261,240,877,698,737,277,656,573,928,912,918,330,439,593,673,527,399,"1,198",219,487
2021년10월_여_20~29세,"26,532","1,967","1,013",995,"1,030","1,426","1,768","2,578","1,850","1,260",851,"1,277",672,569,"1,401",963,"1,756",706,"1,675","1,446","1,329"
2021년10월_여_30~39세,"23,127","1,199",804,"1,106","1,172","1,273","1,156","2,104","1,474","1,545",792,"1,114",804,586,"1,006",873,"1,299",504,"1,658","1,152","1,506"
2021년10월_여_40~49세,"24,819",790,701,"1,717","1,541","1,490",791,"1,502","1,489","1,861","1,452","1,661",736,817,"1,187","1,173","1,132",705,"2,037",756,"1,281"
2021년10월_여_50~59세,"29,260","1,105",767,"1,729","1,860","1,859",743,"1,377","1,557","1,934","1,654","2,270",766,"1,118","1,595","1,487","1,264",980,"2,756",819,"1,620"
2021년10월_여_60~69세,"30,446","1,209",685,"1,970","2,254","1,681",783,"1,256","1,860","1,754","1,489","2,255",941,"1,029","1,838","1,652","1,198","1,035","2,738",879,"1,940"
2021년10월_여_70~79세,"17,575",699,296,"1,191","1,498","1,021",510,786,"1,214","1,040",809,"1,228",519,601,"1,067",934,640,644,"1,245",505,"1,128"
2021년10월_여_80~89세,"8,657",357,140,529,708,554,253,408,590,466,375,685,226,298,474,391,326,322,693,272,590
2021년10월_여_90~99세,"1,198",45,33,79,103,66,37,62,71,55,52,115,27,39,65,59,40,34,99,44,73
2021년10월_여_100세 이상,46,0,1,1,3,3,1,3,1,3,3,2,0,0,0,5,0,0,2,1,17
