카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년01월_남_30~39세,"47,887","2,207","1,298","1,957","3,205","1,965","3,613","2,775","1,626","2,567","1,962","2,661","1,892","2,919","2,214","3,247",932,"1,829","3,225","1,512","2,225","2,056"
2021년01월_남_40~49세,"36,435","1,760","1,275","2,509","1,942","1,070","2,094","2,730",950,"1,820","1,192","1,512","1,237","1,983","1,537","1,425","1,487","1,209","2,413","1,801","2,416","2,073"
2021년01월_남_50~59세,"34,099","1,602","1,139","2,339","1,697",868,"1,983","2,385",911,"1,700","1,163","1,354","1,205","1,669","1,618",999,"1,292","1,271","2,006","2,107","2,404","2,387"
2021년01월_남_60~69세,"27,667","1,538",903,"1,755","1,471",645,"1,543","1,959",789,"1,348","1,014","1,156",990,"1,332","1,227",695,"1,001","1,083","1,207","1,917","2,146","1,948"
2021년01월_남_70~79세,"17,001",983,540,"1,088",936,443,"1,003","1,242",507,806,616,727,704,755,734,443,603,619,616,"1,186","1,270","1,180"
2021년01월_남_80~89세,"5,539",292,200,348,297,148,306,408,179,289,200,240,222,255,270,138,187,222,246,407,341,344
2021년01월_남_90~99세,418,22,21,42,23,14,30,17,13,26,11,14,12,10,12,9,18,19,14,45,26,20
2021년01월_남_100세 이상,69,1,3,4,6,2,7,6,2,3,0,1,5,2,5,1,6,0,3,5,6,1
2021년01월_여_총인구수,"246,322","12,516","7,945","15,624","15,050","8,416","18,255","17,371","8,015","13,413","9,495","11,099","9,146","10,737","11,346","10,433","8,017","8,653","9,376","11,779","15,898","13,738"
2021년01월_여_연령구간인구수,"246,322","12,516","7,945","15,624","15,050","8,416","18,255","17,371","8,015","13,413","9,495","11,099","9,146","10,737","11,346","10,433","8,017","8,653","9,376","11,779","15,898","13,738"
2021년01월_여_0~9세,"10,759",585,606,966,567,326,650,995,190,561,480,328,322,395,367,181,604,330,352,418,881,655
2021년01월_여_10~19세,"13,889",696,554,"1,400",695,432,849,"1,308",297,752,431,405,426,529,523,243,711,423,484,704,"1,151",876
2021년01월_여_20~29세,"55,747","2,438",876,"1,992","4,077","2,868","6,243","2,873","2,610","3,062","2,167","3,201","2,176","2,547","3,035","4,304",835,"2,207","2,480","1,341","2,422","1,993"
2021년01월_여_30~39세,"38,835","1,868","1,295","1,958","2,832","1,575","3,179","2,587","1,367","2,393","1,732","1,906","1,398","1,815","1,705","2,378",960,"1,442","1,547","1,141","2,068","1,689"
2021년01월_여_40~49세,"31,785","1,646","1,231","2,535","1,753",947,"1,954","2,553",795,"1,780","1,116","1,248","1,046","1,290","1,437","1,066","1,462","1,055","1,154","1,556","2,293","1,868"
2021년01월_여_50~59세,"33,925","1,799","1,187","2,465","1,782",792,"1,945","2,489",915,"1,794","1,387","1,460","1,227","1,470","1,622",773,"1,275","1,124","1,190","2,104","2,598","2,527"
2021년01월_여_60~69세,"31,800","1,789","1,092","2,147","1,710",704,"1,786","2,381",911,"1,594","1,232","1,370","1,260","1,453","1,374",767,"1,148","1,122","1,100","2,223","2,505","2,132"
2021년01월_여_70~79세,"20,250","1,173",691,"1,434","1,169",518,"1,165","1,520",633,"1,042",697,815,866,831,901,497,693,637,735,"1,494","1,380","1,359"
2021년01월_여_80~89세,"7,715",434,338,600,380,214,403,551,253,374,201,315,346,319,313,173,281,260,274,641,505,540
2021년01월_여_90~99세,"1,362",80,54,101,73,31,68,103,36,54,49,42,69,70,59,36,41,45,51,133,82,85
2021년01월_여_100세 이상,255,8,21,26,12,9,13,11,8,7,3,9,10,18,10,15,7,8,9,24,13,14
