카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년09월_남_80~89세,"5,408",275,306,173,202,266,168,169,236,319,261,335,294,171,523,323,280,255,225,162,465
2020년09월_남_90~99세,516,37,28,21,25,31,12,9,23,29,31,32,26,19,68,23,20,23,19,10,30
2020년09월_남_100세 이상,96,7,8,6,5,3,4,5,2,2,2,4,7,5,13,6,1,4,2,2,8
2020년09월_여_총인구수,"227,568","9,052","12,457","9,044","8,194","12,904","7,557","8,280","9,752","12,120","7,862","13,319","19,128","8,860","20,232","13,955","10,373","10,383","7,069","9,002","18,025"
2020년09월_여_연령구간인구수,"227,568","9,052","12,457","9,044","8,194","12,904","7,557","8,280","9,752","12,120","7,862","13,319","19,128","8,860","20,232","13,955","10,373","10,383","7,069","9,002","18,025"
2020년09월_여_0~9세,"14,402",427,570,294,447,"1,015",226,502,685,753,334,831,"1,980",700,"1,333","1,057",549,492,317,889,"1,001"
2020년09월_여_10~19세,"18,598",578,956,542,712,"1,423",426,501,936,919,500,"1,063","2,491",681,"1,720","1,372",745,773,457,709,"1,094"
2020년09월_여_20~29세,"34,729","1,507","2,361","3,038","1,124","1,519","2,401","1,421","1,163","1,607","1,378","1,577","1,835","1,112","2,761","1,595","2,055","1,468",975,"1,182","2,650"
2020년09월_여_30~39세,"30,427","1,333","1,709","1,352","1,002","1,645",916,"1,319","1,393","1,530",843,"1,765","2,648","1,325","2,658","1,823","1,330","1,128",802,"1,469","2,437"
2020년09월_여_40~49세,"35,801","1,345","1,927","1,064","1,182","2,422",831,"1,216","1,700","1,865","1,011","2,132","4,147","1,563","3,324","2,308","1,414","1,498",939,"1,386","2,527"
2020년09월_여_50~59세,"35,352","1,468","1,827",979,"1,441","2,103","1,046","1,355","1,437","1,960","1,218","2,165","2,433","1,394","3,170","2,160","1,517","2,022","1,221","1,367","3,069"
2020년09월_여_60~69세,"28,884","1,100","1,436",806,"1,160","1,426",789,994,"1,192","1,786","1,191","1,948","1,793","1,097","2,478","1,850","1,355","1,558","1,132","1,120","2,673"
2020년09월_여_70~79세,"18,954",784,"1,066",629,720,833,588,624,809,"1,124",872,"1,213","1,171",652,"1,669","1,199",907,933,805,599,"1,757"
2020년09월_여_80~89세,"8,624",402,502,278,350,419,278,278,372,477,421,512,513,279,920,500,416,438,332,226,711
2020년09월_여_90~99세,"1,513",101,77,50,48,91,46,59,53,83,87,94,98,44,169,73,75,63,63,43,96
2020년09월_여_100세 이상,284,7,26,12,8,8,10,11,12,16,7,19,19,13,30,18,10,10,26,12,10
