카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년01월_남_총인구수,"424,061","39,629","9,374","44,285","21,337","3,884","3,279","4,044","5,870","3,937","5,910","5,867","2,455","6,522","9,551","23,261","14,440","11,958","16,029","7,103","12,345","25,713","17,577","21,334","26,551","18,697","14,963","37,312","10,834"
2020년01월_남_연령구간인구수,"424,061","39,629","9,374","44,285","21,337","3,884","3,279","4,044","5,870","3,937","5,910","5,867","2,455","6,522","9,551","23,261","14,440","11,958","16,029","7,103","12,345","25,713","17,577","21,334","26,551","18,697","14,963","37,312","10,834"
2020년01월_남_0~9세,"54,043","4,271",539,"5,693","2,125",184,145,149,260,95,178,248,61,245,"1,719","2,424","1,514","1,367","2,288",772,"1,025","3,360","2,390","3,246","5,055","3,141","2,277","7,372","1,900"
2020년01월_남_10~19세,"47,557","4,825",744,"4,995","1,772",283,175,230,451,176,249,345,97,436,896,"2,057","1,659","2,035","1,974","1,021","1,247","3,624","3,257","2,755","4,220","1,906","1,417","3,826",885
2020년01월_남_20~29세,"52,211","5,003","1,101","5,297","3,034",474,365,472,602,366,656,615,262,827,"1,190","3,881","2,489","1,436","2,137",873,"1,762","3,733","1,818","3,015","2,066","1,866","2,009","3,595","1,267"
2020년01월_남_30~39세,"77,551","5,676","1,005","8,915","3,999",385,319,506,527,335,694,589,270,745,"2,215","5,308","2,433","1,630","2,952",829,"1,715","4,786","2,052","4,545","4,421","4,653","3,963","9,017","3,067"
2020년01월_남_40~49세,"83,593","8,025","1,661","9,101","3,646",600,433,672,860,519,"1,035",867,359,"1,107","1,773","4,248","2,658","2,671","3,028","1,447","2,241","5,310","4,289","4,330","6,778","3,753","2,744","7,546","1,892"
2020년01월_남_50~59세,"58,216","6,222","1,948","5,677","3,333",867,740,883,"1,262",951,"1,470","1,379",620,"1,432","1,163","2,909","1,985","1,616","2,090","1,150","2,169","3,264","2,365","2,002","2,719","1,884","1,523","3,569","1,024"
2020년01월_남_60~69세,"31,599","3,507","1,314","2,838","2,145",636,618,631,"1,019",857,"1,019","1,044",468,"1,028",473,"1,543","1,051",694,"1,103",622,"1,397","1,077",859,816,897,956,696,"1,719",572
2020년01월_남_70~79세,"14,079","1,598",753,"1,275",933,321,322,361,570,410,419,512,226,483,94,661,497,366,356,304,589,422,418,470,310,435,257,545,172
2020년01월_남_80~89세,"4,773",456,281,454,329,119,146,130,288,207,172,244,85,201,26,202,147,134,88,80,188,127,120,141,79,96,69,111,53
2020년01월_남_90~99세,405,42,25,35,21,13,14,10,31,18,18,19,7,16,2,27,7,9,12,4,10,10,8,14,6,7,7,11,2
2020년01월_남_100세 이상,34,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0
2020년01월_여_총인구수,"394,699","38,529","7,975","38,841","17,966","3,498","2,569","2,779","5,052","3,152","3,914","4,406","1,604","4,765","9,308","20,274","13,807","12,565","15,672","6,750","11,123","24,631","18,175","20,455","26,839","18,705","13,955","36,904","10,486"
2020년01월_여_연령구간인구수,"394,699","38,529","7,975","38,841","17,966","3,498","2,569","2,779","5,052","3,152","3,914","4,406","1,604","4,765","9,308","20,274","13,807","12,565","15,672","6,750","11,123","24,631","18,175","20,455","26,839","18,705","13,955","36,904","10,486"
2020년01월_여_0~9세,"51,567","4,316",489,"5,275","1,986",166,112,125,241,89,152,196,54,210,"1,745","2,329","1,397","1,366","2,262",709,958,"3,239","2,314","3,106","4,861","2,949","2,157","6,978","1,786"
2020년01월_여_10~19세,"45,651","4,832",728,"4,742","1,637",250,159,198,368,158,221,293,77,385,870,"2,018","1,601","1,988","1,881",926,"1,102","3,451","3,185","2,565","4,211","1,839","1,279","3,789",898
2020년01월_여_20~29세,"45,013","4,399",706,"4,407","2,207",373,250,254,408,196,352,393,148,486,"1,077","3,004","2,042","1,401","1,873",743,"1,310","3,419","1,798","2,641","2,129","2,092","2,011","3,611","1,283"
2020년01월_여_30~39세,"72,210","5,670",699,"7,123","2,848",305,187,245,375,208,337,325,121,388,"2,200","4,052","2,226","1,765","3,045",857,"1,462","4,843","2,543","4,288","5,674","4,646","3,528","9,426","2,824"
2020년01월_여_40~49세,"72,507","7,293","1,131","7,266","2,783",452,261,323,610,319,471,476,136,618,"1,666","3,401","2,527","2,782","2,791","1,360","1,819","5,216","4,430","4,050","6,149","3,395","2,413","6,660","1,709"
2020년01월_여_50~59세,"50,305","5,544","1,512","4,607","2,916",696,532,559,927,681,849,867,347,944,"1,141","2,674","1,936","1,482","2,193","1,005","1,993","2,633","2,083","1,830","2,258","1,872","1,407","3,727","1,090"
2020년01월_여_60~69세,"30,880","3,553","1,243","2,832","1,899",595,452,502,917,716,736,839,325,798,403,"1,574","1,128",894,"1,022",633,"1,379","1,089","1,002","1,104",960,"1,157",710,"1,811",607
2020년01월_여_70~79세,"16,211","1,871",842,"1,568",992,404,329,326,668,410,423,581,211,516,122,796,640,563,371,331,684,478,563,608,388,505,285,559,177
2020년01월_여_80~89세,"8,831",870,545,890,590,228,233,209,441,311,319,393,165,354,70,365,270,276,196,161,362,227,215,230,173,217,138,293,90
2020년01월_여_90~99세,"1,447",172,78,126,105,28,53,34,89,58,49,41,19,58,14,60,38,47,37,24,48,34,40,32,36,31,27,47,22
2020년01월_여_100세 이상,77,9,2,5,3,1,1,4,8,6,5,2,1,8,0,1,2,1,1,1,6,2,2,1,0,2,0,3,0
