,충청북도 충주시,충청북도 충주시 주덕읍,충청북도 충주시 살미면,충청북도 충주시 수안보면,충청북도 충주시 대소원면,충청북도 충주시 신니면,충청북도 충주시 노은면,충청북도 충주시 앙성면,충청북도 충주시 중앙탑면,충청북도 충주시 금가면,충청북도 충주시 동량면,충청북도 충주시 산척면,충청북도 충주시 엄정면,충청북도 충주시 소태면,충청북도 충주시 성내.충인동,충청북도 충주시 교현.안림동,충청북도 충주시 교현2동,충청북도 충주시 용산동,충청북도 충주시 지현동,충청북도 충주시 문화동,충청북도 충주시 호암.직동,충청북도 충주시 달천동,충청북도 충주시 봉방동,충청북도 충주시 칠금.금릉동,충청북도 충주시 연수동,충청북도 충주시 목행.용탄동
2020년08월_계_80~89세,"9,719",461,181,244,392,369,266,405,318,229,390,267,371,221,204,892,423,468,304,542,363,276,335,442,"1,135",221
2020년08월_계_90~99세,"1,251",45,31,48,48,37,34,52,52,25,63,32,48,21,38,104,44,56,36,81,51,27,40,55,150,33
2020년08월_계_100세 이상,70,3,1,1,7,3,4,4,1,3,2,2,6,1,3,5,3,4,4,6,0,1,2,1,1,2
2020년08월_남_총인구수,"106,345","2,507","1,037","1,545","4,866","1,559","1,175","2,060","6,664","1,999","1,882","1,185","1,663",995,"1,354","11,799","3,621","7,652","2,634","4,846","8,892","1,983","4,848","7,282","18,777","3,520"
2020년08월_남_연령구간인구수,"106,345","2,507","1,037","1,545","4,866","1,559","1,175","2,060","6,664","1,999","1,882","1,185","1,663",995,"1,354","11,799","3,621","7,652","2,634","4,846","8,892","1,983","4,848","7,282","18,777","3,520"
2020년08월_남_0~9세,"7,552",63,17,35,292,13,26,52,"1,006",150,48,33,46,29,54,868,140,621,130,192,"1,050",44,274,555,"1,474",340
2020년08월_남_10~19세,"9,908",111,34,68,233,60,60,82,467,144,81,42,103,44,79,"1,335",286,"1,084",247,367,"1,189",82,389,925,"2,032",364
2020년08월_남_20~29세,"13,953",240,74,131,869,111,80,170,858,329,152,87,105,62,160,"1,612",511,"1,052",328,577,"1,136",316,634,"1,040","2,874",445
2020년08월_남_30~39세,"12,716",179,57,94,850,105,74,116,"1,604",257,108,78,97,60,134,"1,277",374,843,245,489,"1,275",166,565,787,"2,429",453
2020년08월_남_40~49세,"15,997",294,103,156,695,160,128,193,"1,043",305,204,116,156,88,200,"1,845",522,"1,381",377,649,"1,658",257,772,"1,199","2,890",606
2020년08월_남_50~59세,"19,424",566,224,363,828,332,207,440,773,290,413,217,319,187,258,"2,188",684,"1,340",517,921,"1,371",415,949,"1,453","3,510",659
2020년08월_남_60~69세,"15,423",583,293,384,666,403,297,532,560,288,458,311,450,274,242,"1,599",606,797,416,915,783,394,726,781,"2,274",391
2020년08월_남_70~79세,"7,716",300,170,223,285,235,205,311,239,143,262,183,232,156,149,763,349,360,249,512,317,208,401,384,894,186
2020년08월_남_80~89세,"3,328",156,62,78,131,127,85,152,96,87,139,106,137,89,72,278,139,161,115,205,107,97,129,143,369,68
2020년08월_남_90~99세,312,13,3,13,14,12,12,12,18,5,16,11,16,6,5,33,10,13,9,18,6,4,9,15,31,8
2020년08월_남_100세 이상,16,2,0,0,3,1,1,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0
2020년08월_여_총인구수,"103,959","2,413","1,007","1,498","3,827","1,467","1,158","1,930","6,247","1,746","1,849","1,126","1,613",957,"1,401","11,760","3,592","7,972","2,640","4,829","8,930","1,700","4,556","7,479","19,043","3,219"
2020년08월_여_연령구간인구수,"103,959","2,413","1,007","1,498","3,827","1,467","1,158","1,930","6,247","1,746","1,849","1,126","1,613",957,"1,401","11,760","3,592","7,972","2,640","4,829","8,930","1,700","4,556","7,479","19,043","3,219"
2020년08월_여_0~9세,"7,334",48,26,44,275,15,31,30,969,172,62,22,37,35,57,790,155,648,121,191,"1,025",56,280,512,"1,442",291
2020년08월_여_10~19세,"9,162",116,31,49,179,57,38,63,466,137,93,39,71,35,78,"1,213",284,956,228,353,"1,123",70,394,862,"1,907",320
2020년08월_여_20~29세,"10,358",149,47,72,502,71,46,101,670,166,108,60,85,39,129,"1,167",385,861,257,475,932,186,479,889,"2,164",318
2020년08월_여_30~39세,"10,881",136,46,72,532,65,49,71,"1,325",207,79,48,76,52,93,"1,174",265,834,199,378,"1,293",102,475,731,"2,177",402
2020년08월_여_40~49세,"15,145",193,64,109,486,75,57,144,949,205,142,87,114,63,144,"1,873",452,"1,532",366,550,"1,672",153,636,"1,388","3,129",562
2020년08월_여_50~59세,"18,479",496,210,295,659,277,210,387,756,222,346,214,279,161,232,"2,187",642,"1,387",457,897,"1,396",314,818,"1,398","3,687",552
2020년08월_여_60~69세,"15,442",554,269,376,573,368,311,502,571,262,416,268,394,238,297,"1,672",637,868,452,984,782,340,758,845,"2,335",370
2020년08월_여_70~79세,"9,774",383,166,279,322,270,210,335,284,211,304,205,287,186,204,995,451,532,341,596,406,276,477,514,"1,316",224
2020년08월_여_80~89세,"6,391",305,119,166,261,242,181,253,222,142,251,161,234,132,132,614,284,307,189,337,256,179,206,299,766,153
2020년08월_여_90~99세,939,32,28,35,34,25,22,40,34,20,47,21,32,15,33,71,34,43,27,63,45,23,31,40,119,25
2020년08월_여_100세 이상,54,1,1,1,4,2,3,4,1,2,1,1,4,1,2,4,3,4,3,5,0,1,2,1,1,2
