카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2021년10월_여_0~9세,"4,839",178,61,35,20,26,66,43,39,18,24,27,20,9,15,3,83,105,55,958,642,420,"1,992"
2021년10월_여_10~19세,"5,624",209,53,60,46,47,59,50,83,30,40,29,19,17,150,15,174,176,103,"1,529",913,480,"1,342"
2021년10월_여_20~29세,"6,259",254,110,76,60,49,108,101,106,60,53,71,29,24,37,15,249,333,136,"1,650",939,633,"1,166"
2021년10월_여_30~39세,"6,910",273,88,89,55,69,85,67,85,37,48,43,21,20,45,12,205,266,114,"1,375",949,568,"2,396"
2021년10월_여_40~49세,"9,063",375,109,105,66,92,171,97,129,66,71,68,35,32,58,40,316,382,174,"2,062","1,481",874,"2,260"
2021년10월_여_50~59세,"11,245",720,227,250,206,256,328,260,319,171,179,222,102,86,158,86,464,628,299,"2,181","1,912",936,"1,255"
2021년10월_여_60~69세,"11,767",746,329,337,299,394,454,386,392,216,272,331,171,142,246,143,853,922,478,"1,497","1,730",820,609
2021년10월_여_70~79세,"7,504",485,251,255,207,319,347,265,252,154,178,279,175,132,194,95,534,633,375,830,901,421,222
2021년10월_여_80~89세,"5,621",375,186,250,183,326,272,188,215,160,196,266,164,136,206,111,308,356,231,576,555,235,126
2021년10월_여_90~99세,988,75,30,54,35,68,60,30,52,32,29,60,23,21,34,16,43,57,32,72,99,41,25
2021년10월_여_100세 이상,31,1,1,2,1,0,1,0,3,0,2,1,1,3,2,0,0,3,1,6,1,1,1
