카테고리,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2020년01월_남_총인구수,"171,964","15,728","12,768","15,372","9,336","14,235","14,720","19,242","16,468","10,592","4,884","7,152","12,092","9,299","10,076"
2020년01월_남_연령구간인구수,"171,964","15,728","12,768","15,372","9,336","14,235","14,720","19,242","16,468","10,592","4,884","7,152","12,092","9,299","10,076"
2020년01월_남_0~9세,"11,274",718,566,"1,032",671,"1,442","1,015","1,371","1,533",472,269,394,719,379,693
2020년01월_남_10~19세,"12,744",814,750,"1,033",898,"1,030","1,114","1,399","1,564",667,321,442,"1,025",684,"1,003"
2020년01월_남_20~29세,"27,708","2,783","2,294","2,369","1,224","1,919","2,006","2,530","2,036","1,338","1,385","1,437","2,740","2,301","1,346"
2020년01월_남_30~39세,"26,638","2,784","1,893","2,352","1,188","2,645","2,312","3,304","2,591","1,352",782,"1,181","1,652","1,285","1,317"
2020년01월_남_40~49세,"27,021","2,360","1,769","2,393","1,510","2,418","2,356","3,353","2,942","1,478",688,974,"1,798","1,320","1,662"
2020년01월_남_50~59세,"27,389","2,529","2,029","2,546","1,626","2,154","2,505","3,044","2,505","1,922",578,"1,178","1,714","1,356","1,703"
2020년01월_남_60~69세,"21,711","2,006","1,842","2,057","1,211","1,485","1,927","2,507","1,949","1,832",422,833,"1,356","1,023","1,261"
2020년01월_남_70~79세,"12,643","1,218","1,145","1,121",671,831,"1,107","1,339","1,050","1,118",290,503,814,644,792
2020년01월_남_80~89세,"4,294",460,423,414,309,268,346,353,265,365,132,185,231,272,271
2020년01월_남_90~99세,458,50,51,41,24,32,22,35,29,43,16,20,40,29,26
2020년01월_남_100세 이상,84,6,6,14,4,11,10,7,4,5,1,5,3,6,2
2020년01월_여_총인구수,"174,116","14,963","12,131","15,206","10,151","15,089","15,447","19,305","16,409","10,532","5,393","7,253","12,234","9,407","10,596"
2020년01월_여_연령구간인구수,"174,116","14,963","12,131","15,206","10,151","15,089","15,447","19,305","16,409","10,532","5,393","7,253","12,234","9,407","10,596"
2020년01월_여_0~9세,"10,724",675,531,972,675,"1,395",947,"1,306","1,430",451,256,347,668,385,686
2020년01월_여_10~19세,"12,343",710,697,"1,031",934,"1,002","1,106","1,306","1,379",594,393,420,"1,134",703,934
2020년01월_여_20~29세,"27,373","2,884","1,872","2,312","1,199","2,136","2,057","2,693","1,848","1,175","1,529","1,638","2,377","2,222","1,431"
2020년01월_여_30~39세,"24,690","2,446","1,508","2,115","1,210","2,909","2,192","3,119","2,574","1,159",739,994,"1,444",994,"1,287"
2020년01월_여_40~49세,"25,406","1,974","1,467","2,162","1,677","2,271","2,276","3,079","2,834","1,304",677,894,"1,819","1,278","1,694"
2020년01월_여_50~59세,"27,160","2,231","1,901","2,461","1,695","2,229","2,643","3,080","2,499","1,865",614,"1,118","1,816","1,295","1,713"
2020년01월_여_60~69세,"23,239","1,940","1,949","2,005","1,369","1,602","2,156","2,652","2,122","1,892",539,893,"1,529","1,181","1,410"
2020년01월_여_70~79세,"15,363","1,364","1,432","1,409",942,996,"1,365","1,442","1,182","1,365",407,625,977,869,988
2020년01월_여_80~89세,"6,538",614,661,614,398,459,603,508,440,609,188,275,403,381,385
2020년01월_여_90~99세,"1,079",109,95,99,47,71,92,105,90,93,41,46,60,70,61
2020년01월_여_100세 이상,201,16,18,26,5,19,10,15,11,25,10,3,7,29,7
