카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2020년09월_남_60~69세,"10,622",720,318,381,304,426,457,383,400,209,270,343,200,176,243,141,687,688,393,"1,306","1,383",673,521
2020년09월_남_70~79세,"5,841",377,189,204,177,253,301,231,211,136,163,229,120,87,175,64,457,427,275,572,721,314,158
2020년09월_남_80~89세,"2,653",174,126,108,69,148,136,90,103,82,79,112,69,53,93,50,155,216,133,239,288,88,42
2020년09월_남_90~99세,247,17,11,7,9,15,15,11,7,6,9,17,15,5,6,4,11,16,11,20,21,9,5
2020년09월_남_100세 이상,11,1,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,2,0,1,0,0
2020년09월_여_총인구수,"69,964","3,538","1,443","1,525","1,233","1,664","2,009","1,562","1,708",941,"1,131","1,431",796,631,"1,098",544,"3,341","3,943","2,061","12,596","10,279","5,404","11,086"
2020년09월_여_연령구간인구수,"69,964","3,538","1,443","1,525","1,233","1,664","2,009","1,562","1,708",941,"1,131","1,431",796,631,"1,098",544,"3,341","3,943","2,061","12,596","10,279","5,404","11,086"
2020년09월_여_0~9세,"5,109",181,57,35,25,29,68,42,41,20,29,27,19,11,17,5,98,115,64,"1,043",712,447,"2,024"
2020년09월_여_10~19세,"5,585",206,64,66,46,49,72,60,87,30,42,32,23,17,91,16,200,204,111,"1,483",955,494,"1,237"
2020년09월_여_20~29세,"6,426",235,108,96,70,67,120,122,115,75,59,88,31,28,43,16,263,349,155,"1,617",980,616,"1,173"
2020년09월_여_30~39세,"7,226",276,80,88,67,76,99,80,95,35,55,55,27,19,43,16,222,285,128,"1,410","1,032",577,"2,461"
2020년09월_여_40~49세,"9,171",370,111,117,77,90,189,112,144,67,81,74,47,42,69,37,323,384,181,"2,106","1,536",905,"2,109"
2020년09월_여_50~59세,"11,444",689,224,258,216,264,344,296,333,173,202,224,114,90,175,105,534,685,335,"2,120","1,961",929,"1,173"
2020년09월_여_60~69세,"11,022",681,324,307,296,368,425,362,382,199,251,316,166,135,225,134,820,911,450,"1,392","1,580",775,523
2020년09월_여_70~79세,"7,629",464,254,279,226,338,372,274,256,153,187,286,191,148,209,91,552,629,391,814,885,404,226
2020년09월_여_80~89세,"5,383",360,192,220,179,325,261,189,203,161,194,278,158,120,195,109,286,317,220,529,542,212,133
2020년09월_여_90~99세,924,75,29,54,30,57,56,24,49,27,29,51,19,19,28,13,43,59,25,75,94,43,25
2020년09월_여_100세 이상,45,1,0,5,1,1,3,1,3,1,2,0,1,2,3,2,0,5,1,7,2,2,2
