카테고리,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동
2020년11월_계_100세 이상,141,3,4,6,19,6,8,7,1,7,8,2,7,14,9,1,17,15,7
2020년11월_남_총인구수,"148,104",578,"1,972","4,787","6,952","7,302","5,371","8,380","5,574","5,435","16,133","6,759","13,277","6,727","9,831","6,191","15,757","25,810","1,268"
2020년11월_남_연령구간인구수,"148,104",578,"1,972","4,787","6,952","7,302","5,371","8,380","5,574","5,435","16,133","6,759","13,277","6,727","9,831","6,191","15,757","25,810","1,268"
2020년11월_남_0~9세,"12,016",18,79,188,361,457,408,459,514,217,"1,496",540,"1,251",523,821,558,"1,564","2,527",35
2020년11월_남_10~19세,"15,838",29,139,328,463,683,607,803,738,390,"2,173",630,"1,666",587,975,776,"2,225","2,573",53
2020년11월_남_20~29세,"20,116",79,253,699,999,"1,024",683,"1,272",753,822,"2,194",902,"1,752",841,"1,261",834,"1,932","3,699",117
2020년11월_남_30~39세,"20,925",83,242,638,"1,013",944,661,"1,049",719,815,"1,817","1,199","1,495","1,336","1,447","1,058","1,895","4,374",140
2020년11월_남_40~49세,"25,728",82,319,720,"1,024","1,220",910,"1,284","1,014",815,"2,904","1,187","2,499","1,239","1,747","1,128","3,024","4,474",138
2020년11월_남_50~59세,"24,889",137,372,911,"1,231","1,239",924,"1,464",934,"1,148","2,717","1,104","2,311","1,002","1,610",982,"2,437","4,096",270
2020년11월_남_60~69세,"17,836",95,320,744,"1,124","1,034",705,"1,267",578,825,"1,836",748,"1,501",703,"1,167",555,"1,725","2,608",301
2020년11월_남_70~79세,"7,994",44,185,416,568,523,369,582,245,276,741,360,622,331,541,211,730,"1,116",134
2020년11월_남_80~89세,"2,471",10,52,129,149,161,95,183,73,111,232,84,158,145,234,84,195,305,71
2020년11월_남_90~99세,255,1,10,11,15,15,8,16,6,13,20,5,21,17,27,5,26,32,7
2020년11월_남_100세 이상,36,0,1,3,5,2,1,1,0,3,3,0,1,3,1,0,4,6,2
2020년11월_여_총인구수,"151,988",521,"1,932","5,097","7,274","7,495","5,530","8,596","5,745","4,909","16,835","6,793","13,307","7,491","10,988","6,538","16,465","25,517",955
2020년11월_여_연령구간인구수,"151,988",521,"1,932","5,097","7,274","7,495","5,530","8,596","5,745","4,909","16,835","6,793","13,307","7,491","10,988","6,538","16,465","25,517",955
2020년11월_여_0~9세,"11,449",12,72,189,355,432,453,483,473,195,"1,422",527,"1,166",510,722,507,"1,525","2,375",31
2020년11월_여_10~19세,"14,932",17,120,292,475,626,566,773,692,338,"2,030",593,"1,600",548,933,714,"2,100","2,483",32
2020년11월_여_20~29세,"18,307",56,213,610,936,855,624,"1,117",702,722,"2,026",802,"1,527",858,"1,254",818,"1,756","3,343",88
2020년11월_여_30~39세,"20,544",63,195,547,877,870,648,940,749,600,"2,098","1,173","1,536","1,243","1,514","1,029","2,150","4,221",91
2020년11월_여_40~49세,"26,174",63,257,699,"1,001","1,182",954,"1,280","1,130",715,"3,267","1,162","2,568","1,237","1,797","1,253","3,240","4,280",89
2020년11월_여_50~59세,"25,099",111,349,989,"1,271","1,331",906,"1,612",939,990,"2,784","1,073","2,222","1,169","1,732","1,045","2,418","3,994",164
2020년11월_여_60~69세,"19,635",103,382,952,"1,296","1,191",764,"1,356",605,777,"1,900",846,"1,518",962,"1,403",643,"1,905","2,805",227
2020년11월_여_70~79세,"9,862",61,229,554,701,645,393,677,291,355,790,414,701,526,955,326,835,"1,288",121
2020년11월_여_80~89세,"4,993",24,101,229,301,312,184,301,135,179,432,176,380,365,573,176,432,599,94
2020년11월_여_90~99세,888,8,11,33,47,47,31,51,28,34,81,25,83,62,97,26,91,120,13
2020년11월_여_100세 이상,105,3,3,3,14,4,7,6,1,4,5,2,6,11,8,1,13,9,5
