,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년09월_계_80~89세,"368,251","26,382","7,871","7,903","5,317","5,291","25,765","6,476","5,937","13,352","14,833","14,530","7,238","7,292","20,638","7,737","14,786","4,646","15,189","8,746","6,443","34,948","15,889","9,254","9,805","2,062","5,122","20,069","4,308","9,539","7,923","4,389","6,246","29,915","7,789","12,074","10,052","15,101","7,066","7,817","11,226","15,454","9,008","7,718","6,845","5,613","2,943","3,809","6,624"
2021년09월_계_90~99세,"54,291","3,988","1,265","1,180",694,849,"4,197",872,849,"2,476","1,934","2,246","1,007","1,239","3,181","1,111","1,996",588,"2,236","1,297",939,"5,084","2,164","1,465","1,455",382,678,"2,852",542,"1,477","1,221",751,"1,093","4,379","1,217","1,761","1,401","2,177",976,"1,111","1,668","2,180","1,293","1,099",990,893,414,524,"1,030"
2021년09월_계_100세 이상,"2,350",212,64,62,47,39,202,60,61,81,74,91,43,48,156,39,94,23,96,53,43,186,95,44,47,11,52,143,27,107,47,23,55,149,39,65,45,77,33,40,54,80,56,44,38,31,26,36,48
2021년09월_남_총인구수,"6,816,449","596,543","137,328","184,206","92,230","182,779","461,496","119,231","108,053","234,212","228,451","270,954","119,850","151,104","401,051","145,398","290,020","46,661","335,574","179,537","156,037","528,911","237,936","145,945","145,030","34,275","95,966","362,614","119,558","267,334","133,641","81,403","156,333","535,936","134,369","218,135","183,432","242,418","115,995","97,955","243,017","456,841","197,265","119,717","78,653","57,058","22,453","32,167","60,791"
2021년09월_남_연령구간인구수,"6,816,449","596,543","137,328","184,206","92,230","182,779","461,496","119,231","108,053","234,212","228,451","270,954","119,850","151,104","401,051","145,398","290,020","46,661","335,574","179,537","156,037","528,911","237,936","145,945","145,030","34,275","95,966","362,614","119,558","267,334","133,641","81,403","156,333","535,936","134,369","218,135","183,432","242,418","115,995","97,955","243,017","456,841","197,265","119,717","78,653","57,058","22,453","32,167","60,791"
2021년09월_남_0~9세,"568,695","47,623","8,986","15,679","5,147","17,811","33,959","7,542","6,458","19,959","17,220","19,462","7,621","11,841","27,793","11,328","25,327","3,048","21,686","11,409","10,277","40,382","19,188","10,350","10,844","3,146","7,375","32,746","11,349","24,473","9,717","6,615","16,136","49,238","10,352","20,849","18,037","22,176","9,379","6,885","27,745","52,147","17,206","10,166","4,168","3,621","1,304","1,610","3,665"
2021년09월_남_10~19세,"681,172","59,899","14,535","16,936","7,106","21,322","43,935","8,636","8,191","27,108","21,600","26,506","9,547","16,959","35,065","15,387","27,791","4,250","31,848","17,096","14,752","52,558","21,093","14,764","16,701","3,465","9,010","40,223","12,731","25,828","13,310","7,276","13,936","62,797","13,837","25,900","23,060","25,581","12,251","9,441","25,205","50,982","17,501","12,396","6,243","4,859","1,623","2,369","5,306"
2021년09월_남_20~29세,"953,209","97,560","23,910","27,852","15,698","30,100","66,020","17,869","15,749","32,402","32,778","39,268","17,782","21,486","58,746","19,371","42,720","6,013","56,516","31,043","25,473","75,865","32,183","22,373","21,309","4,911","13,532","44,946","17,021","37,817","19,373","12,119","19,208","72,170","19,056","29,869","23,245","31,628","17,836","12,882","27,193","58,912","24,021","14,895","10,484","6,606","3,284","3,570","5,944"
2021년09월_남_30~39세,"981,765","92,775","17,166","29,824","14,649","31,136","68,998","18,621","16,726","33,651","30,678","39,710","17,649","22,061","58,154","20,563","46,601","5,230","46,623","23,921","22,702","70,989","34,571","18,864","17,554","4,912","12,743","44,204","20,532","41,869","19,372","11,781","26,249","70,075","17,841","28,230","24,004","35,777","16,593","12,527","37,231","79,007","29,077","14,575","8,194","5,909","2,347","3,039","5,431"
2021년09월_남_40~49세,"1,167,209","100,550","21,862","31,322","14,371","32,995","75,611","19,159","16,833","39,619","37,119","42,311","17,715","24,596","63,542","24,759","51,682","7,135","53,799","28,653","25,146","86,525","39,357","23,703","23,465","5,078","15,918","65,844","23,317","49,808","21,220","12,020","28,902","97,714","22,918","40,443","34,353","42,061","18,071","16,150","47,586","90,193","35,687","20,630","10,692","8,181","2,611","4,204","8,289"
2021년09월_남_50~59세,"1,145,469","98,212","24,426","30,321","15,838","27,627","77,605","20,448","18,896","38,261","39,826","46,635","21,038","25,597","70,392","24,491","47,340","8,651","65,169","35,172","29,997","96,390","41,583","27,475","27,332","5,847","17,173","61,720","17,735","47,064","23,125","14,077","22,434","86,236","22,603","34,808","28,825","39,574","18,480","16,799","35,137","64,801","33,118","20,550","15,995","10,534","3,770","5,905","10,684"
2021년09월_남_60~69세,"819,154","64,227","16,320","21,224","11,939","14,744","58,337","16,759","15,870","25,708","29,449","36,777","17,901","18,876","57,636","18,655","30,173","6,859","40,817","21,558","19,259","65,724","30,475","17,995","17,254","4,281","12,891","43,662","10,748","27,824","17,510","11,467","18,473","54,233","17,137","20,600","16,496","26,863","14,483","13,895","25,863","39,333","25,906","15,635","14,377","10,135","4,112","6,640","12,169"
2021년09월_남_70~79세,"351,452","25,421","6,924","8,043","5,375","5,079","26,221","7,632","7,003","11,586","13,770","14,702","7,770","6,932","21,959","8,010","12,613","3,626","13,611","7,481","6,130","26,444","13,099","6,688","6,657","1,775","5,204","20,945","4,404","9,196","6,852","4,333","8,491","29,718","7,487","11,774","10,457","12,693","6,065","6,342","12,366","15,405","11,010","7,701","5,750","4,891","2,220","3,214","6,500"
2021년09월_남_80~89세,"134,974","9,338","2,877","2,734","1,928","1,799","9,730","2,350","2,158","5,222","5,542","5,043","2,597","2,446","7,002","2,594","5,279","1,689","5,013","2,901","2,112","12,679","5,815","3,344","3,520",763,"1,916","7,633","1,604","3,131","2,827","1,537","2,251","12,580","2,871","5,167","4,542","5,504","2,599","2,799","4,282","5,586","3,455","2,924","2,491","2,103","1,063","1,465","2,552"
2021년09월_남_90~99세,"12,786",892,308,258,168,158,"1,034",199,158,677,455,517,219,298,723,231,468,156,470,291,179,"1,308",550,374,384,94,183,659,110,296,324,175,241,"1,151",259,483,409,542,230,228,395,456,271,234,244,211,111,137,240
2021년09월_남_100세 이상,564,46,14,13,11,8,46,16,11,19,14,23,11,12,39,9,26,4,22,12,10,47,22,15,10,3,21,32,7,28,11,3,12,24,8,12,4,19,8,7,14,19,13,11,15,8,8,14,11
2021년09월_여_총인구수,"6,725,835","588,211","135,297","180,465","90,695","181,754","470,264","116,299","105,227","248,738","235,111","277,120","119,506","157,614","408,032","149,497","267,430","46,818","318,696","172,263","146,433","551,876","243,954","153,983","153,939","35,457","97,444","366,050","110,837","244,566","135,866","82,312","155,826","544,091","127,184","223,825","193,082","235,401","107,487","91,792","242,630","422,038","189,036","116,311","69,781","55,093","20,389","30,167","60,206"
2021년09월_여_연령구간인구수,"6,725,835","588,211","135,297","180,465","90,695","181,754","470,264","116,299","105,227","248,738","235,111","277,120","119,506","157,614","408,032","149,497","267,430","46,818","318,696","172,263","146,433","551,876","243,954","153,983","153,939","35,457","97,444","366,050","110,837","244,566","135,866","82,312","155,826","544,091","127,184","223,825","193,082","235,401","107,487","91,792","242,630","422,038","189,036","116,311","69,781","55,093","20,389","30,167","60,206"
2021년09월_여_0~9세,"542,596","44,880","8,541","14,776","5,026","16,537","32,470","7,366","6,180","18,924","16,144","18,772","7,420","11,352","26,185","10,930","24,450","2,888","20,742","10,942","9,800","38,820","18,451","9,804","10,565","2,879","6,946","30,849","10,896","23,749","9,333","6,183","15,376","47,043","9,916","19,774","17,353","21,276","8,778","6,469","26,738","49,954","16,372","9,755","3,987","3,376","1,274","1,579","3,503"
2021년09월_여_10~19세,"644,209","56,028","13,397","15,702","6,754","20,175","41,816","8,257","7,694","25,865","20,166","24,626","8,747","15,879","33,349","14,434","26,154","4,193","30,041","16,305","13,736","50,157","20,100","14,019","16,038","3,297","8,452","38,046","12,154","24,524","12,352","6,899","13,616","59,369","12,453","24,596","22,320","24,302","11,158","8,717","24,266","48,921","16,717","11,919","5,637","4,594","1,434","2,192","4,679"
2021년09월_여_20~29세,"855,351","88,026","19,714","25,398","14,844","28,070","62,736","16,059","14,634","32,043","31,946","36,664","16,270","20,394","55,169","17,833","34,566","5,054","49,742","27,246","22,496","72,326","30,152","22,025","20,149","4,408","12,795","41,344","14,357","31,812","17,786","10,897","18,953","66,418","15,908","27,396","23,114","27,346","13,463","10,381","25,648","49,456","21,124","12,888","7,579","5,469","1,874","2,583","4,708"
2021년09월_여_30~39세,"917,355","84,369","15,397","26,824","12,273","29,875","66,379","16,222","14,263","35,894","29,324","37,475","15,713","21,762","54,726","19,889","38,171","4,785","38,621","20,059","18,562","71,616","34,020","19,421","18,175","4,968","12,553","45,386","17,238","36,333","17,839","11,074","25,702","71,636","15,720","29,449","26,467","32,129","14,212","10,347","38,617","71,972","26,968","13,719","6,438","5,276","1,763","2,532","5,298"
2021년09월_여_40~49세,"1,126,965","99,184","22,290","29,303","13,374","34,217","77,933","17,145","15,160","45,628","36,695","43,695","16,714","26,981","62,544","25,451","44,725","6,724","51,041","27,459","23,582","92,250","39,233","26,366","26,651","5,336","15,893","65,723","20,451","42,452","21,677","12,177","26,651","100,405","20,530","42,327","37,548","39,969","16,791","14,009","44,061","79,376","31,865","19,356","9,156","7,584","2,161","3,599","8,031"
2021년09월_여_50~59세,"1,115,447","98,547","24,453","31,136","15,349","27,609","77,334","19,511","18,281","39,542","41,149","49,410","21,878","27,532","74,764","24,616","42,452","7,729","62,775","34,027","28,748","100,118","42,111","29,026","28,981","6,312","17,759","59,177","16,122","42,563","24,380","15,278","22,362","83,597","21,204","34,218","28,175","36,176","17,024","14,931","33,649","55,716","31,725","18,678","13,127","9,526","3,190","5,179","10,082"
2021년09월_여_60~69세,"827,203","65,578","16,718","21,680","12,472","14,708","60,880","17,718","16,243","26,919","31,375","38,014","18,486","19,528","59,730","20,611","29,759","7,068","37,193","19,896","17,297","65,303","30,944","17,497","16,862","4,476","12,987","45,909","10,937","24,591","18,177","11,516","19,708","58,763","16,819","23,181","18,763","26,870","13,735","13,557","27,293","37,583","25,879","15,454","12,151","9,767","3,821","6,210","12,308"
2021년09월_여_70~79세,"420,141","31,293","8,786","9,506","6,652","6,349","31,362","9,178","8,252","13,932","17,482","17,180","8,817","8,363","25,354","9,680","16,050","4,969","16,525","9,437","7,088","35,102","17,182","8,795","9,125","2,186","6,327","24,876","5,526","10,874","8,293","4,840","8,568","36,172","8,727","14,646","12,799","16,043","7,088","7,447","14,101","17,407","11,768","8,850","6,583","5,286","2,671","3,540","6,698"
2021년09월_여_80~89세,"233,277","17,044","4,994","5,169","3,389","3,492","16,035","4,126","3,779","8,130","9,291","9,487","4,641","4,846","13,636","5,143","9,507","2,957","10,176","5,845","4,331","22,269","10,074","5,910","6,285","1,299","3,206","12,436","2,704","6,408","5,096","2,852","3,995","17,335","4,918","6,907","5,510","9,597","4,467","5,018","6,944","9,868","5,553","4,794","4,354","3,510","1,880","2,344","4,072"
2021년09월_여_90~99세,"41,505","3,096",957,922,526,691,"3,163",673,691,"1,799","1,479","1,729",788,941,"2,458",880,"1,528",432,"1,766","1,006",760,"3,776","1,614","1,091","1,071",288,495,"2,193",432,"1,181",897,576,852,"3,228",958,"1,278",992,"1,635",746,883,"1,273","1,724","1,022",865,746,682,303,387,790
2021년09월_여_100세 이상,"1,786",166,50,49,36,31,156,44,50,62,60,68,32,36,117,30,68,19,74,41,33,139,73,29,37,8,31,111,20,79,36,20,43,125,31,53,41,58,25,33,40,61,43,33,23,23,18,22,37
