카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2021년11월_남_70~79세,"54,493","21,571","5,578","5,587","5,686","4,720","7,686","5,588","2,032","2,973","2,820","1,223","2,553","2,498","3,876","1,673"
2021년11월_남_80~89세,"23,832","8,531","2,272","2,261","2,108","1,890","3,607","2,442","1,075","1,306","1,387",536,"1,243","1,223","1,686",796
2021년11월_남_90~99세,"2,067",710,214,175,162,159,316,193,112,147,111,43,97,103,162,73
2021년11월_남_100세 이상,52,16,3,3,4,6,9,7,0,1,2,0,5,3,6,3
2021년11월_여_총인구수,"786,758","420,900","97,617","96,922","131,815","94,546","103,525","65,552","15,830","24,897","23,013","17,404","40,441","17,930","43,290","13,976"
2021년11월_여_연령구간인구수,"786,758","420,900","97,617","96,922","131,815","94,546","103,525","65,552","15,830","24,897","23,013","17,404","40,441","17,930","43,290","13,976"
2021년11월_여_0~9세,"57,422","34,971","7,861","6,273","11,530","9,307","6,849","3,994",652,"1,179","1,036","1,410","3,605",588,"2,619",519
2021년11월_여_10~19세,"70,432","40,865","9,496","9,333","12,705","9,331","8,903","5,476",962,"1,760","1,536","1,604","4,030",908,"3,520",868
2021년11월_여_20~29세,"86,376","54,182","11,291","12,842","18,624","11,425","10,044","6,330",905,"1,787","1,690","1,787","3,869","1,049","3,873",860
2021년11월_여_30~39세,"89,019","55,856","11,484","10,616","19,565","14,191","10,444","5,828",928,"1,796","1,401","1,950","5,127",943,"3,917",829
2021년11월_여_40~49세,"114,283","66,913","15,367","15,010","21,223","15,313","14,666","8,605","1,394","2,792","2,289","2,513","6,304","1,512","5,903","1,392"
2021년11월_여_50~59세,"131,164","68,848","16,793","17,111","21,449","13,495","18,031","11,489","2,480","4,071","3,772","2,834","6,254","3,183","7,724","2,478"
2021년11월_여_60~69세,"119,915","53,718","13,295","13,929","15,211","11,283","17,177","12,167","3,565","5,108","4,703","2,674","5,510","4,320","7,694","3,279"
2021년11월_여_70~79세,"65,454","26,310","6,832","6,955","6,772","5,751","9,459","6,709","2,414","3,392","3,565","1,468","2,957","2,803","4,278","2,099"
2021년11월_여_80~89세,"44,987","16,355","4,409","4,128","4,021","3,797","6,870","4,274","2,126","2,534","2,588","1,015","2,389","2,236","3,175","1,425"
2021년11월_여_90~99세,"7,465","2,791",761,706,697,627,"1,054",643,390,466,420,147,387,376,574,217
2021년11월_여_100세 이상,241,91,28,19,18,26,28,37,14,12,13,2,9,12,13,10
