카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년02월_계_80~89세,"6,697",544,223,301,315,157,346,197,490,304,199,176,336,191,264,469,302,560,231,325,160,201,205,201
2020년02월_계_90~99세,899,71,34,36,47,18,39,18,80,28,15,29,32,28,31,68,42,86,37,49,21,20,26,44
2020년02월_계_100세 이상,77,5,4,4,3,2,7,4,7,2,0,6,9,5,0,4,3,6,2,2,0,2,0,0
2020년02월_남_총인구수,"114,262","5,660","2,786","2,478","4,432","4,908","6,857","2,742","4,118","2,998","3,198","1,677","2,556","1,782","4,909","8,964","5,205","8,880","6,461","8,574","2,591","5,444","4,930","12,112"
2020년02월_남_연령구간인구수,"114,262","5,660","2,786","2,478","4,432","4,908","6,857","2,742","4,118","2,998","3,198","1,677","2,556","1,782","4,909","8,964","5,205","8,880","6,461","8,574","2,591","5,444","4,930","12,112"
2020년02월_남_0~9세,"10,281",289,132,97,322,747,602,281,119,119,259,36,81,80,441,"1,085",523,845,518,737,245,593,496,"1,634"
2020년02월_남_10~19세,"13,170",423,200,149,519,572,851,251,247,189,324,80,126,137,559,"1,286",705,"1,105",681,"1,058",313,809,583,"2,003"
2020년02월_남_20~29세,"14,890",646,330,252,555,670,"1,030",280,428,321,405,117,411,193,629,"1,058",612,"1,038","1,132","1,430",289,769,731,"1,564"
2020년02월_남_30~39세,"14,391",635,309,256,568,894,835,449,386,296,399,165,206,181,595,"1,157",614,"1,098",988,"1,054",341,656,727,"1,582"
2020년02월_남_40~49세,"19,756",876,449,421,704,853,"1,192",459,606,474,532,298,406,295,848,"1,713",883,"1,507","1,180","1,365",456,943,819,"2,477"
2020년02월_남_50~59세,"18,465",946,474,461,722,587,"1,178",418,816,516,450,359,471,326,809,"1,284",765,"1,394","1,057","1,533",395,901,856,"1,747"
2020년02월_남_60~69세,"13,267",953,471,421,565,340,724,342,746,514,450,324,434,283,613,748,627,"1,143",581,944,331,470,460,783
2020년02월_남_70~79세,"7,622",673,351,316,363,197,335,191,572,426,308,220,322,212,309,463,360,587,253,330,163,218,184,269
2020년02월_남_80~89세,"2,220",201,66,91,106,45,101,69,177,136,68,72,94,65,102,151,112,143,64,109,54,82,67,45
2020년02월_남_90~99세,183,15,4,12,8,2,8,1,19,6,3,4,5,8,4,18,4,19,7,14,4,3,7,8
2020년02월_남_100세 이상,17,3,0,2,0,1,1,1,2,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0
2020년02월_여_총인구수,"114,973","5,617","2,720","2,459","4,596","5,030","7,023","2,789","3,955","2,734","3,280","1,480","2,174","1,662","4,911","9,288","5,294","9,313","6,099","8,596","2,572","5,834","5,217","12,330"
2020년02월_여_연령구간인구수,"114,973","5,617","2,720","2,459","4,596","5,030","7,023","2,789","3,955","2,734","3,280","1,480","2,174","1,662","4,911","9,288","5,294","9,313","6,099","8,596","2,572","5,834","5,217","12,330"
2020년02월_여_0~9세,"9,721",258,120,96,352,665,546,270,129,114,240,43,77,98,393,"1,047",451,803,465,696,272,547,486,"1,553"
2020년02월_여_10~19세,"12,469",404,179,165,462,578,821,249,220,180,329,75,110,134,528,"1,233",656,"1,023",559,978,256,845,546,"1,939"
2020년02월_여_20~29세,"12,767",541,251,218,510,660,830,284,357,235,375,103,184,142,532,876,518,877,"1,067","1,236",261,726,678,"1,306"
2020년02월_여_30~39세,"13,565",472,234,171,495,887,758,417,282,203,335,96,125,127,524,"1,271",617,"1,062",863,"1,001",334,752,677,"1,862"
2020년02월_여_40~49세,"18,673",659,299,249,676,867,"1,217",408,444,301,468,159,209,195,753,"1,681",876,"1,540","1,091","1,469",411,"1,126",922,"2,653"
2020년02월_여_50~59세,"18,428",921,455,413,786,616,"1,204",428,670,443,532,237,322,234,890,"1,257",852,"1,534",938,"1,674",399,957,956,"1,710"
2020년02월_여_60~69세,"14,440","1,146",580,459,649,415,822,340,775,586,541,344,427,288,698,941,700,"1,208",603,849,313,484,509,763
2020년02월_여_70~79세,"9,657",815,411,452,415,213,543,245,699,481,317,290,442,295,404,611,393,777,314,440,203,259,286,352
2020년02월_여_80~89세,"4,477",343,157,210,209,112,245,128,313,168,131,104,242,126,162,318,190,417,167,216,106,119,138,156
2020년02월_여_90~99세,716,56,30,24,39,16,31,17,61,22,12,25,27,20,27,50,38,67,30,35,17,17,19,36
2020년02월_여_100세 이상,60,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,5,2,2,0,2,0,0
