,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020년03월_여_0~9세,"37,478","7,556",23,53,50,230,59,110,108,225,381,"1,309",801,"2,312","1,895","7,486",344,55,190,729,378,385,"1,283","1,381",310,380,"2,051","12,124","1,126",391,"1,112",499,"3,055",353,"2,101",271,949,"1,062","1,205","10,312",799,"5,044",57,299,192,358,"2,257","1,306"
2020년03월_여_10~19세,"41,958","9,302",29,105,64,225,102,207,212,374,495,"1,913",973,"2,769","1,834","10,270",297,55,297,730,527,557,"2,029","2,087",493,546,"2,652","12,946","1,048",515,578,796,"3,164",578,"3,196",302,"1,199","1,169",401,"9,440",947,"3,488",102,408,292,469,"2,615","1,119"
2020년03월_여_20~29세,"54,117","10,605",78,150,148,327,134,375,441,504,663,"1,908",757,"2,970","2,150","13,314",509,87,442,874,"1,638","1,082","1,671","2,191",923,787,"3,110","18,697","1,379",652,955,"1,233","3,390","1,424","3,540",928,"1,904","2,440",852,"11,501",990,"3,687",146,957,490,728,"3,547",956
2020년03월_여_30~39세,"57,297","10,544",60,103,111,329,108,303,311,410,606,"1,726",893,"3,207","2,377","11,860",514,94,381,"1,087",925,756,"1,703","1,916",651,624,"3,209","19,606","1,815",555,"1,653",913,"4,319",815,"3,205",710,"1,722","2,243","1,656","15,287","1,066","7,202",102,679,389,548,"3,600","1,701"
2020년03월_여_40~49세,"67,721","14,725",69,171,157,398,163,387,399,632,792,"2,870","1,379","4,337","2,971","16,392",660,144,498,"1,052",940,928,"2,827","3,260",910,881,"4,292","21,382","1,753",748,"1,120","1,327","5,097","1,047","4,788",620,"1,884","2,197",801,"15,222","1,510","5,561",151,715,545,811,"4,271","1,658"
2020년03월_여_50~59세,"68,318","15,755",220,466,405,676,349,517,602,879,"1,007","2,610","1,033","4,018","2,973","17,859","1,057",272,792,"1,329","1,213","1,504","2,190","2,810","1,376","1,502","3,814","21,243","1,390",993,"1,302","1,907","3,460","1,598","4,959",759,"2,019","2,236",620,"13,461","1,663","3,181",394,"1,044",801,"1,017","4,212","1,149"
2020년03월_여_60~69세,"46,695","11,106",247,568,422,586,395,475,691,815,858,"1,746",623,"2,228","1,452","12,487",767,374,656,"1,005","1,098","1,289","1,063","1,340","1,208","1,134","2,553","13,172","1,113",733,928,"1,223","1,678","1,251","2,632",608,"1,171","1,455",380,"9,930","1,219","2,171",487,995,858,851,"2,542",807
2020년03월_여_70~79세,"25,752","6,719",181,462,318,352,337,365,447,542,594,"1,006",360,"1,090",665,"6,853",407,290,459,468,646,723,537,815,736,716,"1,056","6,459",668,403,509,586,766,661,"1,072",327,509,726,232,"5,721",827,"1,078",411,721,530,582,"1,136",436
2020년03월_여_80~89세,"15,253","4,027",150,357,250,292,300,205,254,287,260,465,188,631,388,"3,874",340,258,262,278,250,367,318,471,358,405,567,"3,832",449,302,371,351,406,303,545,153,297,470,185,"3,520",569,725,312,407,273,294,663,277
2020년03월_여_90~99세,"2,560",697,31,69,36,42,52,29,45,60,42,77,31,121,62,668,43,48,40,57,38,59,58,83,64,67,111,619,75,47,60,64,69,40,85,17,59,87,16,576,100,129,46,49,44,41,115,52
2020년03월_여_100세 이상,140,45,2,8,1,4,3,4,5,4,1,4,2,4,3,36,2,3,4,5,4,4,3,2,5,1,3,31,2,3,3,5,5,2,4,0,3,2,2,28,6,3,5,3,2,1,5,3
