카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2021년02월_남_40~49세,"38,082",969,453,"1,400",387,"3,294","2,188",828,"1,430",738,"1,999","3,790","1,970","2,796","8,721","2,562",115,115,348,127,145,"3,707"
2021년02월_남_50~59세,"33,378",973,572,"1,255",404,"2,293","2,512","1,111","1,562",779,"2,672","3,932","1,596","2,784","5,242","1,709",233,191,438,239,188,"2,693"
2021년02월_남_60~69세,"16,969",634,428,713,298,"1,521","1,775",727,888,364,"1,252","1,526",554,"1,181","1,882",972,257,204,421,249,215,908
2021년02월_남_70~79세,"7,429",366,350,444,210,615,700,267,361,180,363,466,281,508,705,282,163,170,273,174,150,401
2021년02월_남_80~89세,"2,296",115,106,124,54,174,189,78,105,55,150,182,68,175,152,68,83,49,91,75,97,106
2021년02월_남_90~99세,221,9,11,18,7,11,15,8,8,6,11,12,7,20,14,10,6,3,15,7,11,12
2021년02월_남_100세 이상,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2021년02월_여_총인구수,"200,961","5,489","3,275","7,772","2,333","16,067","13,821","5,571","7,925","3,448","13,976","21,672","9,262","16,031","39,402","11,702","1,048",937,"1,837","1,105","1,035","17,253"
2021년02월_여_연령구간인구수,"200,961","5,489","3,275","7,772","2,333","16,067","13,821","5,571","7,925","3,448","13,976","21,672","9,262","16,031","39,402","11,702","1,048",937,"1,837","1,105","1,035","17,253"
2021년02월_여_0~9세,"19,154",324,150,691,150,"1,885","1,105",348,529,320,982,"1,839","1,008","1,422","4,914","1,494",35,19,66,28,17,"1,828"
2021년02월_여_10~19세,"25,333",561,190,753,200,"1,814","1,036",547,968,358,"1,731","2,716","1,400","1,884","6,793","1,538",50,35,75,59,42,"2,583"
2021년02월_여_20~29세,"27,442",765,449,"1,006",282,"1,790","2,013",866,"1,153",396,"2,466","3,704","1,209","2,315","4,585","1,455",71,70,174,59,68,"2,546"
2021년02월_여_30~39세,"26,707",562,389,"1,054",243,"2,651","1,977",585,846,430,"1,688","2,828","1,238","2,003","5,578","1,821",50,49,169,54,58,"2,434"
2021년02월_여_40~49세,"38,370",909,377,"1,316",353,"2,807","1,993",855,"1,445",622,"2,406","4,266","1,988","3,021","9,342","2,314",69,71,154,86,81,"3,895"
2021년02월_여_50~59세,"30,836",881,535,"1,222",380,"2,276","2,411","1,147","1,486",592,"2,837","3,740","1,275","2,775","4,585","1,637",159,130,239,145,137,"2,247"
2021년02월_여_60~69세,"16,860",706,516,805,345,"1,571","1,630",697,860,330,"1,076","1,367",599,"1,315","2,090",883,205,205,373,215,158,914
2021년02월_여_70~79세,"9,778",526,429,600,249,770,920,313,411,224,463,703,352,846,"1,010",323,190,199,309,201,228,512
2021년02월_여_80~89세,"5,459",217,204,271,101,423,619,183,192,155,263,435,163,398,418,199,177,138,224,218,211,250
2021년02월_여_90~99세,960,35,30,48,25,75,114,30,33,21,63,69,28,48,85,34,42,19,50,38,33,40
2021년02월_여_100세 이상,62,3,6,6,5,5,3,0,2,0,1,5,2,4,2,4,0,2,4,2,2,4
