카테고리,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2020년01월_남_연령구간인구수,"810,129","423,099","89,423","100,492","133,146","100,038","106,633","67,326","16,535","25,693","24,060","19,376","42,476","19,640","50,268","15,023"
2020년01월_남_0~9세,"65,809","39,169","7,654","7,934","12,576","11,005","7,739","4,717",805,"1,452","1,329","1,831","3,979",701,"3,422",665
2020년01월_남_10~19세,"80,132","45,939","10,132","11,449","14,133","10,225","10,221","6,337","1,183","2,150","1,887","1,804","4,157","1,149","4,203","1,102"
2020년01월_남_20~29세,"110,927","64,913","12,540","15,943","21,996","14,434","14,010","8,438","1,446","2,605","2,616","2,638","5,154","1,931","5,751","1,425"
2020년01월_남_30~39세,"105,134","62,457","10,667","12,605","21,405","17,780","12,921","7,071","1,314","2,132","1,891","2,733","6,171","1,504","5,779","1,161"
2020년01월_남_40~49세,"126,507","69,226","14,442","16,105","21,886","16,793","16,267","9,778","1,957","3,527","3,115","3,116","7,166","2,337","8,067","1,951"
2020년01월_남_50~59세,"140,777","68,462","15,798","17,349","21,260","14,055","19,474","12,453","3,329","4,862","4,558","3,190","7,329","4,077","9,956","3,087"
2020년01월_남_60~69세,"104,145","44,157","10,715","11,522","12,562","9,358","14,781","10,648","3,304","4,793","4,397","2,364","4,842","4,239","7,515","3,105"
2020년01월_남_70~79세,"53,219","20,537","5,241","5,393","5,346","4,557","7,694","5,552","2,039","2,793","2,821","1,190","2,483","2,515","3,855","1,740"
2020년01월_남_80~89세,"21,406","7,561","2,020","2,021","1,838","1,682","3,202","2,142","1,041","1,243","1,309",463,"1,105","1,087","1,535",718
2020년01월_남_90~99세,"1,922",630,204,156,137,133,308,167,116,129,128,44,86,93,160,61
2020년01월_남_100세 이상,151,48,10,15,7,16,16,23,1,7,9,3,4,7,25,8
2020년01월_여_총인구수,"789,262","416,948","90,203","102,021","129,358","95,366","104,173","67,033","16,364","25,294","24,463","18,048","38,749","18,811","44,738","14,641"
2020년01월_여_연령구간인구수,"789,262","416,948","90,203","102,021","129,358","95,366","104,173","67,033","16,364","25,294","24,463","18,048","38,749","18,811","44,738","14,641"
2020년01월_여_0~9세,"62,984","37,656","7,352","7,715","12,089","10,500","7,521","4,580",749,"1,306","1,226","1,758","3,759",682,"3,133",614
2020년01월_여_10~19세,"73,583","42,183","9,312","10,429","12,968","9,474","9,361","5,912","1,042","1,921","1,780","1,658","3,765","1,094","3,862","1,005"
2020년01월_여_20~29세,"88,974","54,151","10,597","13,452","18,536","11,566","10,504","6,803","1,072","1,991","2,110","1,948","3,803","1,399","4,180","1,013"
2020년01월_여_30~39세,"94,188","57,539","10,344","12,161","19,483","15,551","11,149","6,552","1,056","1,990","1,702","2,248","5,158","1,156","4,625","1,013"
2020년01월_여_40~49세,"117,344","67,805","14,605","16,649","21,333","15,218","15,348","9,177","1,543","2,924","2,543","2,651","5,906","1,673","6,217","1,557"
2020년01월_여_50~59세,"133,248","68,181","15,651","17,921","21,112","13,497","18,521","11,969","2,730","4,326","4,164","2,897","6,129","3,514","8,040","2,777"
2020년01월_여_60~69세,"104,300","45,994","10,951","12,339","12,930","9,774","14,830","10,811","3,202","4,553","4,328","2,314","4,664","3,904","6,778","2,922"
2020년01월_여_70~79세,"65,919","25,718","6,680","6,839","6,471","5,728","9,778","6,768","2,574","3,396","3,648","1,491","2,971","2,971","4,401","2,203"
2020년01월_여_80~89세,"41,699","15,068","3,987","3,815","3,805","3,461","6,248","3,817","2,020","2,458","2,515",961,"2,233","2,076","2,970","1,333"
2020년01월_여_90~99세,"6,635","2,514",679,668,598,569,862,597,354,409,425,114,348,322,502,188
2020년01월_여_100세 이상,388,139,45,33,33,28,51,47,22,20,22,8,13,20,30,16
