카테고리,충청남도 아산시,충청남도 아산시 염치읍,충청남도 아산시 배방읍,충청남도 아산시 송악면,충청남도 아산시 탕정면,충청남도 아산시 음봉면,충청남도 아산시 둔포면,충청남도 아산시 영인면,충청남도 아산시 인주면,충청남도 아산시 선장면,충청남도 아산시 도고면,충청남도 아산시 신창면,충청남도 아산시 온양1동,충청남도 아산시 온양2동,충청남도 아산시 온양3동,충청남도 아산시 온양4동,충청남도 아산시 온양5동,충청남도 아산시 온양6동
2020년01월_남_총인구수,"162,713","3,497","37,727","2,204","11,233","10,665","11,801","2,982","3,673","1,706","2,332","10,608","5,046","3,592","18,536","9,272","13,380","14,459"
2020년01월_남_연령구간인구수,"162,713","3,497","37,727","2,204","11,233","10,665","11,801","2,982","3,673","1,706","2,332","10,608","5,046","3,592","18,536","9,272","13,380","14,459"
2020년01월_남_0~9세,"17,883",205,"5,019",117,"1,627","1,410","1,267",77,164,42,57,951,495,138,"2,290",845,"1,425","1,754"
2020년01월_남_10~19세,"17,664",272,"4,665",186,"1,473",856,694,169,225,61,100,"1,086",381,317,"2,461","1,297","1,600","1,821"
2020년01월_남_20~29세,"19,917",340,"4,802",191,"1,445","1,205","1,475",295,365,131,219,"1,318",586,566,"2,347","1,170","1,974","1,488"
2020년01월_남_30~39세,"26,920",416,"7,248",153,"2,115","2,143","2,771",246,451,120,195,"1,423","1,052",330,"2,807","1,070","2,140","2,240"
2020년01월_남_40~49세,"30,026",546,"7,310",345,"2,476","1,969","2,077",377,618,200,263,"1,924",842,495,"3,508","1,760","2,434","2,882"
2020년01월_남_50~59세,"24,402",647,"4,848",442,"1,286","1,451","1,694",619,786,322,502,"1,798",714,786,"2,712","1,601","1,974","2,220"
2020년01월_남_60~69세,"14,585",547,"2,323",380,455,"1,001","1,117",610,559,366,476,"1,161",548,523,"1,387",862,"1,061","1,209"
2020년01월_남_70~79세,"7,728",335,"1,075",265,242,450,487,368,311,287,329,659,297,302,722,461,555,583
2020년01월_남_80~89세,"3,278",173,393,114,104,167,202,202,176,162,180,265,117,121,276,179,206,241
2020년01월_남_90~99세,279,14,38,11,10,13,17,17,17,10,11,22,9,12,24,26,10,18
2020년01월_남_100세 이상,31,2,6,0,0,0,0,2,1,5,0,1,5,2,2,1,1,3
2020년01월_여_총인구수,"151,525","3,228","35,739","2,077","9,673","9,186","9,325","2,658","2,988","1,555","2,221","9,811","4,602","3,544","18,654","8,849","12,655","14,760"
2020년01월_여_연령구간인구수,"151,525","3,228","35,739","2,077","9,673","9,186","9,325","2,658","2,988","1,555","2,221","9,811","4,602","3,544","18,654","8,849","12,655","14,760"
2020년01월_여_0~9세,"16,917",208,"4,729",113,"1,556","1,416","1,175",78,165,23,63,893,472,147,"2,135",749,"1,304","1,691"
2020년01월_여_10~19세,"16,668",250,"4,428",170,"1,337",776,683,125,203,69,105,"1,036",343,268,"2,428","1,164","1,448","1,835"
2020년01월_여_20~29세,"16,260",248,"4,293",124,"1,087",793,"1,016",167,203,92,163,"1,061",537,443,"2,132",869,"1,586","1,446"
2020년01월_여_30~39세,"23,709",279,"6,801",127,"2,039","1,744","1,827",159,245,60,140,"1,229",817,267,"2,845","1,018","1,888","2,224"
2020년01월_여_40~49세,"25,096",401,"6,509",262,"1,794","1,348","1,209",231,359,99,176,"1,617",645,502,"3,325","1,681","2,251","2,687"
2020년01월_여_50~59세,"20,949",546,"4,303",356,854,"1,227","1,351",469,547,246,385,"1,462",632,720,"2,541","1,406","1,876","2,028"
2020년01월_여_60~69세,"15,040",555,"2,462",378,480,942,970,562,507,390,444,"1,129",552,591,"1,633",957,"1,149","1,339"
2020년01월_여_70~79세,"9,807",395,"1,348",287,302,507,616,450,384,286,410,831,364,379,"1,014",594,741,899
2020년01월_여_80~89세,"6,081",295,757,223,189,364,400,353,330,249,293,480,190,186,529,356,343,544
2020년01월_여_90~99세,919,49,104,33,34,67,75,62,42,37,39,66,43,33,67,48,59,61
2020년01월_여_100세 이상,79,2,5,4,1,2,3,2,3,4,3,7,7,8,5,7,10,6
