,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동
2020년07월_남_30~39세,"73,076","17,998","2,148","1,618","1,271","2,115",440,455,"1,286","1,722","3,790","2,354",799,"30,015","3,295","2,413","1,677","4,097","1,036","1,983","1,385","2,341","2,121","2,055","1,562","1,112","1,483","1,430","2,025","25,063","3,325","2,995","1,924","3,365","1,676","3,791","3,319","2,103","2,565"
2020년07월_남_40~49세,"99,364","22,972","3,144","2,405","1,838","2,205",615,627,"1,680","2,041","3,923","3,435","1,059","41,403","3,386","2,979","1,380","3,631","1,283","3,256","1,907","2,248","3,781","2,675","3,826","2,953","2,442","2,186","3,470","34,989","3,024","4,454","3,770","5,309","1,503","4,700","4,489","3,167","4,573"
2020년07월_남_50~59세,"82,843","22,193","3,049","2,504","1,932","1,569",863,903,"1,756","2,086","3,094","3,134","1,303","33,090","3,174","2,366","1,292","3,257","1,231","2,554","1,685","1,543","2,810","2,465","2,319","2,235","1,329","2,142","2,688","27,560","2,723","3,051","2,941","4,250","1,416","3,467","3,558","2,492","3,662"
2020년07월_남_60~69세,"48,937","15,028","1,757","1,767","1,357","1,348",831,941,"1,312","1,384","1,780","1,575",976,"18,670","1,872","1,165",781,"1,665",597,"1,526","1,177",860,"1,860","1,706",877,914,826,"1,229","1,615","15,239","1,645","1,146","1,534","2,294",819,"2,183","1,856","1,357","2,405"
2020년07월_남_70~79세,"29,873","7,370",814,888,663,768,472,450,576,644,860,791,444,"11,847","1,036",533,358,878,403,"1,009",689,348,"1,406","1,266",581,558,765,666,"1,351","10,656","1,023",695,"1,264","1,474",492,"1,199","1,286","1,145","2,078"
2020년07월_남_80~89세,"11,110","2,652",334,316,246,212,169,229,204,239,287,282,134,"4,461",421,139,210,251,175,356,226,120,569,511,241,202,306,240,494,"3,997",385,367,501,634,178,379,485,410,658
2020년07월_남_90~99세,"1,047",256,20,24,22,27,22,23,25,22,26,24,21,429,42,13,46,22,8,38,13,9,43,54,28,20,30,18,45,362,37,33,31,58,27,34,38,46,58
2020년07월_남_100세 이상,36,12,0,2,1,0,0,1,1,5,2,0,0,16,3,0,1,1,1,2,0,1,1,2,0,2,1,0,1,8,2,2,0,0,0,0,2,0,2
2020년07월_여_총인구수,"541,196","125,251","16,000","12,275","9,867","11,572","3,921","4,173","9,169","12,086","22,058","17,757","6,373","223,242","19,540","15,460","8,792","21,223","6,547","16,931","10,704","12,538","20,411","16,601","17,082","13,956","11,998","12,812","18,647","192,703","18,565","21,437","19,684","29,547","9,433","24,897","25,319","17,604","26,217"
2020년07월_여_연령구간인구수,"541,196","125,251","16,000","12,275","9,867","11,572","3,921","4,173","9,169","12,086","22,058","17,757","6,373","223,242","19,540","15,460","8,792","21,223","6,547","16,931","10,704","12,538","20,411","16,601","17,082","13,956","11,998","12,812","18,647","192,703","18,565","21,437","19,684","29,547","9,433","24,897","25,319","17,604","26,217"
2020년07월_여_0~9세,"50,681","10,596","1,170",924,815,"1,577",168,103,631,808,"2,412","1,634",354,"21,569","1,743","1,790",953,"2,156",468,"1,506",958,"1,644","1,701","1,346","1,847","1,324","1,459","1,001","1,673","18,516","1,398","2,422","1,842","2,642",760,"2,813","2,468","1,683","2,488"
2020년07월_여_10~19세,"59,986","12,596","1,796","1,133",870,915,271,480,"1,193","1,069","2,180","2,152",537,"24,887","1,784","1,736",623,"1,719",661,"2,116","1,019","1,208","2,353","1,511","2,813","2,304","1,462","1,372","2,206","22,503","1,834","2,871","2,588","3,612",777,"2,586","3,103","2,071","3,061"
2020년07월_여_20~29세,"65,697","15,568","2,032","1,434",897,958,332,356,"1,029","2,069","3,366","2,236",859,"27,038","2,588","1,766","1,176","3,414",922,"1,957","1,153","1,999","2,064","2,011","1,718","1,499","1,130","1,648","1,993","23,091","2,655","2,499","1,969","3,892","1,404","2,750","3,281","1,956","2,685"
2020년07월_여_30~39세,"75,031","16,195","1,849","1,476","1,089","2,161",302,287,"1,007","1,452","3,685","2,263",624,"31,227","3,026","2,488","1,582","4,014",872,"2,062","1,413","2,330","2,299","2,148","1,969","1,468","1,710","1,510","2,336","27,609","2,930","3,416","2,243","3,798","1,661","4,272","3,659","2,344","3,286"
2020년07월_여_40~49세,"101,520","20,529","2,901","2,005","1,526","1,772",470,409,"1,405","1,844","3,785","3,423",989,"42,992","3,346","3,058","1,365","3,469","1,169","3,339","1,909","2,122","4,065","2,793","4,169","3,416","2,507","2,387","3,878","37,999","3,208","4,683","4,345","5,778","1,571","4,811","4,949","3,457","5,197"
2020년07월_여_50~59세,"79,719","20,680","2,721","2,091","1,765","1,560",759,737,"1,629","2,079","3,189","2,857","1,293","32,328","3,039","2,326","1,412","3,179","1,038","2,474","1,747","1,651","2,898","2,571","2,115","1,911","1,294","2,153","2,520","26,711","2,680","2,647","2,701","4,318","1,446","3,389","3,453","2,492","3,585"
2020년07월_여_60~69세,"54,322","15,019","1,765","1,692","1,461","1,431",787,795,"1,180","1,464","1,884","1,621",939,"21,546","1,993","1,320",849,"1,786",651,"1,749","1,373",898,"2,408","1,967","1,154",992,"1,143","1,403","1,860","17,757","1,898","1,244","1,868","2,657",923,"2,343","2,174","1,673","2,977"
2020년07월_여_70~79세,"35,428","8,541","1,075",967,838,747,461,524,606,807,999,"1,014",503,"14,299","1,338",606,385,"1,004",514,"1,175",734,453,"1,777","1,524",880,671,893,859,"1,486","12,588","1,294","1,049","1,498","1,865",559,"1,345","1,526","1,350","2,102"
2020년07월_여_80~89세,"15,697","4,604",600,462,493,372,312,406,389,410,454,484,222,"6,159",585,310,346,397,220,471,325,200,690,625,356,310,349,400,575,"4,934",573,529,531,834,273,468,567,479,680
2020년07월_여_90~99세,"2,958",865,90,86,106,74,55,72,91,77,97,70,47,"1,146",93,58,100,79,31,76,70,32,151,101,59,58,51,74,113,947,84,74,97,146,58,116,131,93,148
2020년07월_여_100세 이상,157,58,1,5,7,5,4,4,9,7,7,3,6,51,5,2,1,6,1,6,3,1,5,4,2,3,0,5,7,48,11,3,2,5,1,4,8,6,8
