카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년04월_남_0~9세,"52,644","4,054",473,"5,486","2,118",137,120,139,227,83,167,211,56,210,"1,973","2,195","1,769","1,190","2,135",642,886,"3,141","2,125","2,924","4,526","3,234","2,418","7,396","2,609"
2021년04월_남_10~19세,"50,022","4,897",735,"5,238","1,839",256,177,215,431,155,241,331,87,400,"1,077","2,001","1,786","1,955","2,072",920,"1,186","3,538","3,293","2,754","4,561","2,180","1,644","4,799","1,254"
2021년04월_남_20~29세,"57,918","5,514","1,080","5,788","3,410",458,354,491,579,351,651,633,272,842,"1,215","4,134","3,123","1,543","2,121",936,"1,781","4,392","1,912","3,524","2,107","2,587","2,363","4,355","1,402"
2021년04월_남_30~39세,"78,384","5,774",944,"8,898","4,196",366,313,512,546,308,692,575,257,779,"2,341","4,987","3,011","1,415","2,824",789,"1,600","4,854","1,821","4,296","3,816","5,415","3,994","9,276","3,785"
2021년04월_남_40~49세,"88,836","8,222","1,629","9,791","3,943",528,438,692,816,494,969,846,337,"1,024","2,225","4,427","2,954","2,559","3,126","1,349","2,181","5,130","4,260","4,343","6,815","4,348","3,400","9,125","2,865"
2021년04월_남_50~59세,"63,091","6,676","2,025","6,229","3,571",837,702,879,"1,222",919,"1,514","1,345",593,"1,465","1,313","3,134","2,253","1,730","2,204","1,198","2,162","3,577","2,551","2,254","3,067","2,212","1,837","4,358","1,264"
2021년04월_남_60~69세,"37,385","4,169","1,494","3,419","2,563",708,699,703,"1,171",956,"1,141","1,184",537,"1,173",650,"1,799","1,295",803,"1,325",692,"1,550","1,233",975,941,"1,038","1,198",879,"2,297",793
2021년04월_남_70~79세,"15,099","1,759",760,"1,325","1,043",327,320,367,584,420,423,510,215,489,129,679,537,404,370,326,638,455,437,506,341,498,270,730,237
2021년04월_남_80~89세,"5,345",547,304,504,353,138,153,135,287,213,188,264,91,205,41,241,185,146,95,96,191,147,156,169,86,130,78,140,62
2021년04월_남_90~99세,443,47,29,38,34,12,15,10,35,19,21,17,7,15,4,18,10,8,8,5,12,12,4,19,6,11,9,14,4
2021년04월_남_100세 이상,17,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0
2021년04월_여_총인구수,"415,503","40,363","7,908","40,477","19,159","3,332","2,523","2,787","5,017","3,175","3,923","4,363","1,533","4,803","10,872","20,121","15,990","12,393","15,923","6,617","10,872","24,847","18,049","20,389","26,573","21,495","15,714","42,246","14,039"
2021년04월_여_연령구간인구수,"415,503","40,363","7,908","40,477","19,159","3,332","2,523","2,787","5,017","3,175","3,923","4,363","1,533","4,803","10,872","20,121","15,990","12,393","15,923","6,617","10,872","24,847","18,049","20,389","26,573","21,495","15,714","42,246","14,039"
2021년04월_여_0~9세,"50,427","4,107",411,"5,085","1,971",130,99,110,223,83,145,164,39,192,"2,037","2,113","1,607","1,153","2,078",612,852,"3,073","2,023","2,739","4,378","3,051","2,323","7,101","2,528"
2021년04월_여_10~19세,"47,915","4,944",701,"4,987","1,738",216,145,178,355,134,224,269,74,339,"1,095","1,900","1,699","1,969","1,925",861,"1,035","3,350","3,283","2,557","4,452","2,084","1,533","4,608","1,260"
2021년04월_여_20~29세,"48,757","4,801",698,"4,717","2,346",347,242,259,411,195,323,408,124,508,"1,133","2,981","2,485","1,463","1,930",779,"1,319","3,715","1,830","2,864","2,102","2,711","2,281","4,346","1,439"
2021년04월_여_30~39세,"72,035","5,569",628,"6,893","3,002",268,189,249,352,208,324,322,113,389,"2,411","3,778","2,700","1,485","2,847",721,"1,303","4,701","2,240","3,922","5,023","5,235","3,645","9,756","3,762"
2021년04월_여_40~49세,"77,834","7,641","1,118","7,788","2,960",393,252,304,593,306,481,446,136,583,"2,009","3,418","2,829","2,767","2,937","1,287","1,750","5,131","4,488","4,117","6,479","3,980","2,900","8,306","2,435"
2021년04월_여_50~59세,"54,139","5,935","1,500","4,942","2,998",662,481,544,888,661,780,790,302,934,"1,380","2,809","2,244","1,610","2,306","1,076","1,957","2,926","2,241","2,017","2,481","2,115","1,648","4,562","1,350"
2021년04월_여_60~69세,"35,926","4,158","1,364","3,340","2,315",632,488,540,995,779,837,936,349,898,574,"1,789","1,370",996,"1,256",721,"1,501","1,189","1,089","1,198","1,017","1,426",871,"2,428",870
2021년04월_여_70~79세,"17,191","2,009",847,"1,631","1,074",406,325,342,646,418,419,572,199,519,132,859,714,610,376,370,706,495,591,669,413,570,321,717,241
2021년04월_여_80~89세,"9,529","1,006",553,952,610,241,236,217,445,325,324,410,174,363,87,407,287,293,227,159,387,231,231,265,188,272,156,357,126
2021년04월_여_90~99세,"1,687",181,85,140,140,37,65,40,102,64,62,46,22,73,14,66,55,46,40,30,57,35,31,40,40,49,35,64,28
2021년04월_여_100세 이상,63,12,3,2,5,0,1,4,7,2,4,0,1,5,0,1,0,1,1,1,5,1,2,1,0,2,1,1,0
