,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동
2020년03월_계_90~99세,"3,943","1,088",109,111,126,95,73,87,111,99,119,90,68,"1,562",132,73,141,104,38,119,75,51,186,164,76,78,74,94,157,"1,293",115,108,129,196,79,142,181,142,201
2020년03월_계_100세 이상,182,69,1,7,7,5,4,8,7,11,10,3,6,60,6,0,2,7,2,7,4,2,5,7,2,4,1,4,7,53,13,5,3,5,1,4,9,5,8
2020년03월_남_총인구수,"528,764","130,255","17,042","13,507","10,309","11,729","4,328","4,529","9,635","12,293","22,039","18,016","6,828","216,733","19,547","15,242","8,410","20,980","6,982","16,593","10,463","12,961","19,078","15,887","15,851","13,482","11,165","12,216","17,876","181,776","18,337","20,718","18,648","27,681","9,225","22,865","23,772","16,741","23,789"
2020년03월_남_연령구간인구수,"528,764","130,255","17,042","13,507","10,309","11,729","4,328","4,529","9,635","12,293","22,039","18,016","6,828","216,733","19,547","15,242","8,410","20,980","6,982","16,593","10,463","12,961","19,078","15,887","15,851","13,482","11,165","12,216","17,876","181,776","18,337","20,718","18,648","27,681","9,225","22,865","23,772","16,741","23,789"
2020년03월_남_0~9세,"53,448","11,195","1,272","1,067",835,"1,591",176,135,686,813,"2,591","1,647",382,"23,130","1,806","1,873",958,"2,318",561,"1,713",979,"1,677","1,841","1,491","1,872","1,489","1,567","1,118","1,867","19,123","1,525","2,512","1,881","2,760",826,"2,760","2,480","1,843","2,536"
2020년03월_남_10~19세,"62,777","13,087","1,991","1,214",972,857,306,276,996,"1,167","2,331","2,314",663,"26,434","1,949","1,842",671,"1,800",686,"2,246","1,152","1,221","2,541","1,604","2,898","2,439","1,526","1,518","2,341","23,256","2,009","3,010","2,755","3,682",851,"2,616","3,200","2,217","2,916"
2020년03월_남_20~29세,"69,299","18,132","2,581","1,779","1,188","1,049",438,489,"1,254","2,277","3,479","2,546","1,052","28,259","2,613","1,943","1,210","3,171","1,030","2,007","1,311","2,601","2,184","2,078","1,696","1,561","1,052","1,735","2,067","22,908","2,802","2,461","2,102","3,842","1,410","2,677","3,029","1,930","2,655"
2020년03월_남_30~39세,"73,115","18,106","2,166","1,665","1,294","2,149",429,468,"1,262","1,692","3,789","2,376",816,"30,123","3,297","2,438","1,594","4,132","1,052","1,993","1,384","2,385","2,125","2,090","1,566","1,138","1,482","1,435","2,012","24,886","3,261","3,017","1,913","3,435","1,703","3,534","3,341","2,149","2,533"
2020년03월_남_40~49세,"99,398","22,872","3,143","2,341","1,864","2,157",632,626,"1,661","2,048","3,894","3,437","1,069","41,694","3,426","3,034","1,347","3,627","1,280","3,271","1,924","2,256","3,825","2,674","3,871","3,000","2,449","2,210","3,500","34,832","3,088","4,468","3,806","5,370","1,504","4,375","4,552","3,173","4,496"
2020년03월_남_50~59세,"81,689","22,078","3,021","2,505","1,908","1,601",865,920,"1,700","2,053","3,088","3,097","1,320","32,426","3,138","2,317","1,270","3,204","1,226","2,487","1,635","1,529","2,748","2,431","2,247","2,181","1,296","2,106","2,611","27,185","2,744","3,016","2,902","4,235","1,425","3,285","3,527","2,503","3,548"
2020년03월_남_60~69세,"47,848","14,689","1,723","1,742","1,329","1,334",827,923,"1,285","1,348","1,720","1,515",943,"18,276","1,852","1,132",758,"1,604",573,"1,492","1,157",825,"1,841","1,692",872,894,804,"1,195","1,585","14,883","1,537","1,133","1,515","2,238",816,"2,084","1,851","1,344","2,365"
2020년03월_남_70~79세,"29,415","7,211",796,860,643,753,467,442,554,636,845,784,431,"11,686","1,008",518,349,855,403,"1,004",690,344,"1,384","1,280",571,556,716,650,"1,358","10,518",978,717,"1,260","1,468",488,"1,149","1,274","1,135","2,049"
2020년03월_남_80~89세,"10,727","2,630",326,312,253,215,165,229,216,232,276,274,132,"4,275",415,131,207,245,163,339,219,112,548,491,235,201,248,230,491,"3,822",354,346,484,599,174,355,476,401,633
2020년03월_남_90~99세,"1,013",242,23,20,22,23,23,20,20,22,23,26,20,415,41,14,45,23,7,39,12,10,40,54,23,21,24,19,43,356,37,36,30,52,28,30,40,46,57
2020년03월_남_100세 이상,35,13,0,2,1,0,0,1,1,5,3,0,0,15,2,0,1,1,1,2,0,1,1,2,0,2,1,0,1,7,2,2,0,0,0,0,2,0,1
2020년03월_여_총인구수,"536,849","123,961","15,933","12,243","9,818","11,487","3,919","3,910","8,669","12,011","21,832","17,735","6,404","222,057","19,527","15,450","8,549","21,177","6,559","16,780","10,649","12,451","20,403","16,548","17,041","13,917","11,700","12,728","18,578","190,831","18,411","21,556","19,671","29,517","9,445","23,578","25,280","17,636","25,737"
2020년03월_여_연령구간인구수,"536,849","123,961","15,933","12,243","9,818","11,487","3,919","3,910","8,669","12,011","21,832","17,735","6,404","222,057","19,527","15,450","8,549","21,177","6,559","16,780","10,649","12,451","20,403","16,548","17,041","13,917","11,700","12,728","18,578","190,831","18,411","21,556","19,671","29,517","9,445","23,578","25,280","17,636","25,737"
2020년03월_여_0~9세,"51,182","10,741","1,203",958,811,"1,564",184,107,628,816,"2,412","1,686",372,"21,968","1,760","1,826",944,"2,169",482,"1,548",991,"1,652","1,754","1,367","1,880","1,372","1,474","1,025","1,724","18,473","1,433","2,478","1,869","2,729",760,"2,577","2,474","1,672","2,481"
2020년03월_여_10~19세,"59,489","11,973","1,751","1,134",870,890,247,223,851,"1,077","2,200","2,189",541,"24,934","1,835","1,742",615,"1,741",668,"2,101","1,027","1,168","2,383","1,532","2,825","2,294","1,420","1,387","2,196","22,582","1,888","2,903","2,613","3,625",792,"2,497","3,152","2,094","3,018"
2020년03월_여_20~29세,"64,605","15,339","2,021","1,430",898,963,343,346,965,"2,051","3,244","2,219",859,"26,565","2,564","1,745","1,106","3,393",923,"1,900","1,147","1,995","2,051","1,969","1,695","1,444","1,086","1,594","1,953","22,701","2,623","2,507","1,946","3,810","1,396","2,621","3,260","1,943","2,595"
2020년03월_여_30~39세,"75,413","16,341","1,885","1,512","1,087","2,175",310,290,"1,006","1,436","3,690","2,299",651,"31,651","3,073","2,535","1,534","4,079",885,"2,089","1,430","2,365","2,378","2,163","2,012","1,493","1,736","1,516","2,363","27,421","2,877","3,429","2,272","3,863","1,686","3,988","3,637","2,394","3,275"
2020년03월_여_40~49세,"101,494","20,525","2,922","1,996","1,547","1,704",482,411,"1,387","1,857","3,772","3,438","1,009","43,086","3,382","3,098","1,341","3,473","1,190","3,324","1,901","2,077","4,060","2,798","4,184","3,450","2,491","2,425","3,892","37,883","3,277","4,704","4,378","5,829","1,583","4,559","4,989","3,485","5,079"
2020년03월_여_50~59세,"78,379","20,517","2,696","2,065","1,769","1,574",765,769,"1,604","2,083","3,138","2,775","1,279","31,644","2,958","2,275","1,388","3,133","1,020","2,389","1,724","1,656","2,884","2,532","2,030","1,857","1,260","2,098","2,440","26,218","2,668","2,643","2,673","4,229","1,443","3,245","3,392","2,451","3,474"
2020년03월_여_60~69세,"53,173","14,656","1,733","1,651","1,395","1,429",761,778,"1,130","1,409","1,844","1,604",922,"21,123","1,979","1,281",800,"1,736",644,"1,744","1,328",868,"2,344","1,981","1,142",974,"1,087","1,369","1,846","17,394","1,742","1,246","1,837","2,656",910,"2,216","2,168","1,672","2,947"
2020년03월_여_70~79세,"34,703","8,389","1,047",941,828,740,463,512,608,793,975,981,501,"13,989","1,314",586,397,972,499,"1,153",714,436,"1,737","1,495",868,668,820,840,"1,490","12,325","1,258","1,036","1,467","1,818",549,"1,292","1,500","1,345","2,060"
2020년03월_여_80~89세,"15,334","4,578",588,460,503,371,310,400,393,406,454,477,216,"5,905",567,303,327,394,216,447,320,192,662,596,350,306,276,395,554,"4,851",556,535,514,809,274,467,560,479,657
2020년03월_여_90~99세,"2,930",846,86,91,104,72,50,67,91,77,96,64,48,"1,147",91,59,96,81,31,80,63,41,146,110,53,57,50,75,114,937,78,72,99,144,51,112,141,96,144
2020년03월_여_100세 이상,147,56,1,5,6,5,4,7,6,6,7,3,6,45,4,0,1,6,1,5,4,1,4,5,2,2,0,4,6,46,11,3,3,5,1,4,7,5,7
