카테고리,전라남도 나주시,전라남도 나주시 남평읍,전라남도 나주시 세지면,전라남도 나주시 왕곡면,전라남도 나주시 반남면,전라남도 나주시 공산면,전라남도 나주시 동강면,전라남도 나주시 다시면,전라남도 나주시 문평면,전라남도 나주시 노안면,전라남도 나주시 금천면,전라남도 나주시 산포면,전라남도 나주시 다도면,전라남도 나주시 봉황면,전라남도 나주시 송월동,전라남도 나주시 영강동,전라남도 나주시 금남동,전라남도 나주시 성북동,전라남도 나주시 영산동,전라남도 나주시 이창동,전라남도 나주시 빛가람동
2021년02월_남_0~9세,"5,158",560,22,33,7,40,18,30,14,59,69,39,18,55,308,69,124,387,64,55,"3,187"
2021년02월_남_10~19세,"4,924",408,82,78,28,63,52,96,27,84,114,67,24,116,417,119,217,486,116,106,"2,224"
2021년02월_남_20~29세,"6,585",627,112,147,63,90,111,139,69,200,224,178,63,184,648,187,301,716,151,227,"2,148"
2021년02월_남_30~39세,"7,583",817,72,112,52,68,69,135,52,159,198,147,58,132,509,131,197,466,123,176,"3,910"
2021년02월_남_40~49세,"9,270",976,161,173,78,143,131,204,105,259,274,240,98,247,600,222,325,699,197,259,"3,879"
2021년02월_남_50~59세,"9,448",994,280,325,147,216,220,330,206,520,461,403,227,452,666,231,450,744,377,386,"1,813"
2021년02월_남_60~69세,"8,298",975,301,344,160,272,314,441,231,582,461,370,255,479,389,192,424,495,328,343,942
2021년02월_남_70~79세,"5,040",512,212,213,130,181,211,280,150,347,331,223,154,359,185,123,324,320,224,212,349
2021년02월_남_80~89세,"2,008",170,91,103,46,84,103,133,89,168,128,95,72,156,72,51,122,107,88,66,64
2021년02월_남_90~99세,217,22,5,5,7,5,12,12,9,23,12,13,9,16,8,4,13,13,15,6,8
2021년02월_남_100세 이상,11,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,5,1
2021년02월_여_총인구수,"57,806","5,986","1,326","1,388",748,"1,152","1,255","1,796","1,010","2,264","2,059","1,645",917,"2,048","3,854","1,359","2,454","4,420","1,650","1,650","18,825"
2021년02월_여_연령구간인구수,"57,806","5,986","1,326","1,388",748,"1,152","1,255","1,796","1,010","2,264","2,059","1,645",917,"2,048","3,854","1,359","2,454","4,420","1,650","1,650","18,825"
2021년02월_여_0~9세,"4,970",547,24,26,9,41,26,34,21,39,56,45,12,52,299,77,98,346,47,64,"3,107"
2021년02월_여_10~19세,"4,621",372,72,53,30,60,32,63,24,81,94,62,29,83,439,100,136,428,143,99,"2,221"
2021년02월_여_20~29세,"5,825",558,85,108,37,56,64,99,51,149,169,135,49,126,512,143,228,576,123,166,"2,391"
2021년02월_여_30~39세,"6,967",766,55,54,18,50,49,65,39,106,115,101,39,102,423,126,179,451,96,125,"4,008"
2021년02월_여_40~49세,"7,446",741,67,84,44,80,60,109,49,128,172,122,57,118,604,172,283,672,120,157,"3,607"
2021년02월_여_50~59세,"7,870",975,191,207,111,144,163,266,142,366,304,272,148,281,629,212,399,713,255,230,"1,862"
2021년02월_여_60~69세,"8,064",947,270,290,163,242,261,392,205,510,413,354,191,429,434,220,446,569,319,334,"1,075"
2021년02월_여_70~79세,"6,511",612,284,268,151,250,310,384,232,433,419,283,209,463,300,171,420,401,301,255,365
2021년02월_여_80~89세,"4,674",403,223,254,156,201,254,324,212,370,260,238,158,339,187,110,220,215,207,178,165
2021년02월_여_90~99세,802,62,50,41,29,24,36,57,33,77,50,33,25,53,25,28,41,47,35,32,24
2021년02월_여_100세 이상,56,3,5,3,0,4,0,3,2,5,7,0,0,2,2,0,4,2,4,10,0
