카테고리,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2020년12월_남_40~49세,"41,456","4,022","1,004",707,"2,312",679,"1,198",798,207,484,0,50,0,6,0,"1,776","2,906","2,252","4,170","4,372","6,207","8,306"
2020년12월_남_50~59세,"38,174","3,612","1,456","1,205","3,082",811,"1,491","1,290",438,664,0,51,0,19,0,"2,387","2,667","2,420","3,680","3,432","3,687","5,782"
2020년12월_남_60~69세,"24,559","2,514","1,215","1,065","2,285",648,"1,077","1,244",406,655,0,53,0,17,0,"1,547","1,288","1,564","2,029","1,955","1,961","3,036"
2020년12월_남_70~79세,"12,650","1,510",636,600,"1,130",280,555,622,269,423,0,41,0,17,0,811,723,767,938,903,970,"1,455"
2020년12월_남_80~89세,"5,172",652,305,222,461,115,251,228,132,151,0,15,0,10,0,278,293,340,387,341,406,585
2020년12월_남_90~99세,534,85,39,31,43,11,26,31,11,16,0,2,0,2,0,31,27,28,34,32,40,45
2020년12월_남_100세 이상,60,14,11,3,5,0,1,4,6,0,0,0,0,0,0,7,2,2,1,2,2,0
2020년12월_여_총인구수,"229,568","23,722","6,231","5,081","14,801","3,289","6,082","5,207","1,869","3,497",0,277,0,74,0,"10,526","16,896","13,275","20,703","23,382","32,082","42,574"
2020년12월_여_연령구간인구수,"229,568","23,722","6,231","5,081","14,801","3,289","6,082","5,207","1,869","3,497",0,277,0,74,0,"10,526","16,896","13,275","20,703","23,382","32,082","42,574"
2020년12월_여_0~9세,"21,660","2,429",275,153,889,95,311,238,45,283,0,12,0,3,0,558,"1,617","1,148","1,920","2,456","4,354","4,874"
2020년12월_여_10~19세,"23,826","2,313",385,333,"1,363",127,473,292,93,225,0,22,0,9,0,718,"2,048","1,319","2,657","2,922","3,730","4,797"
2020년12월_여_20~29세,"26,746","2,617",590,518,"1,724",803,622,487,136,350,0,26,0,0,0,"1,508","2,115","1,711","2,123","2,834","3,558","5,024"
2020년12월_여_30~39세,"31,611","3,419",570,384,"1,370",399,596,421,113,380,0,24,0,5,0,"1,156","2,208","1,679","2,585","3,332","5,961","7,009"
2020년12월_여_40~49세,"39,384","3,541",693,532,"2,185",278,934,547,147,355,0,23,0,9,0,"1,529","3,161","2,090","4,221","4,522","6,172","8,445"
2020년12월_여_50~59세,"34,678","3,323","1,103",985,"2,821",507,"1,096","1,023",346,559,0,49,0,10,0,"1,832","2,549","2,261","3,170","3,423","3,772","5,849"
2020년12월_여_60~69세,"24,859","2,733","1,098",970,"2,214",518,929,984,392,570,0,42,0,16,0,"1,557","1,532","1,535","1,970","2,054","2,307","3,438"
2020년12월_여_70~79세,"16,131","2,002",842,678,"1,346",289,618,624,317,482,0,55,0,15,0,"1,025","1,035",941,"1,224","1,158","1,451","2,029"
2020년12월_여_80~89세,"8,996","1,159",547,448,755,228,410,471,226,232,0,23,0,7,0,544,534,512,683,575,665,977
2020년12월_여_90~99세,"1,541",171,97,71,124,41,86,110,49,59,0,1,0,0,0,91,88,77,139,99,112,126
2020년12월_여_100세 이상,136,15,31,9,10,4,7,10,5,2,0,0,0,0,0,8,9,2,11,7,0,6
