카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021년10월_남_40~49세,"35,377","1,761","2,295","2,361","2,863","2,346",329,"3,492","1,624","2,006","1,600","1,703","1,271","1,403","1,352","1,926","3,646","1,869","1,530"
2021년10월_남_50~59세,"31,095","1,455","1,727","2,432","2,555","2,339",448,"2,430","1,206","1,834","1,384","1,748","1,119","1,404","1,460","1,760","2,986","1,659","1,149"
2021년10월_남_60~69세,"22,228","1,133","1,221","1,782","1,482","1,352",205,"1,519",645,"1,055","1,064","1,055",971,"1,280","1,330","1,131","2,559","1,269","1,175"
2021년10월_남_70~79세,"12,564",624,691,"1,056",893,631,113,833,403,592,587,578,612,769,724,719,"1,405",614,720
2021년10월_남_80~89세,"4,466",207,241,367,382,227,59,249,162,226,198,271,232,258,263,329,400,164,231
2021년10월_남_90~99세,469,31,24,35,43,29,7,26,6,31,27,29,25,23,29,17,53,13,21
2021년10월_남_100세 이상,30,0,3,5,3,3,0,1,4,1,1,0,4,1,0,1,1,1,1
2021년10월_여_총인구수,"216,613","10,658","13,533","16,814","15,850","13,932","2,285","17,644","8,221","11,635","10,163","11,238","8,994","10,396","9,715","12,785","22,578","11,051","9,121"
2021년10월_여_연령구간인구수,"216,613","10,658","13,533","16,814","15,850","13,932","2,285","17,644","8,221","11,635","10,163","11,238","8,994","10,396","9,715","12,785","22,578","11,051","9,121"
2021년10월_여_0~9세,"15,645",648,"1,186",842,"1,348",961,85,"1,617",801,902,778,702,526,554,637,811,"1,709",617,921
2021년10월_여_10~19세,"21,956",911,"1,132","1,207","1,989","1,632",356,"1,887","1,444","1,471","1,096","1,506",618,816,899,"1,433","2,110",794,655
2021년10월_여_20~29세,"27,386","1,484","1,863","2,996","1,793","1,736",288,"2,278",685,"1,208","1,138","1,392","1,247","1,296","1,099","1,702","2,617","1,670",894
2021년10월_여_30~39세,"32,509","1,832","2,690","2,944","1,984","1,869",181,"3,000",828,"1,367","1,392","1,314","1,542","1,631","1,317","1,875","3,307","2,066","1,370"
2021년10월_여_40~49세,"40,151","1,952","2,502","2,678","3,311","2,817",466,"3,575","1,993","2,484","1,985","2,168","1,468","1,601","1,573","2,394","3,876","1,803","1,505"
2021년10월_여_50~59세,"31,705","1,541","1,724","2,505","2,319","2,250",435,"2,125",998,"1,783","1,540","1,738","1,343","1,658","1,637","1,892","3,246","1,690","1,281"
2021년10월_여_60~69세,"25,955","1,259","1,394","1,980","1,654","1,500",238,"1,796",730,"1,253","1,269","1,246","1,202","1,599","1,455","1,330","3,251","1,430","1,369"
2021년10월_여_70~79세,"14,288",682,758,"1,106",968,736,171,953,515,759,652,734,722,875,729,889,"1,627",679,733
2021년10월_여_80~89세,"5,671",287,231,463,389,343,55,330,185,323,250,358,279,293,298,381,650,232,324
2021년10월_여_90~99세,"1,268",61,51,88,82,84,6,75,40,75,61,73,46,70,67,77,179,67,66
2021년10월_여_100세 이상,79,1,2,5,13,4,4,8,2,10,2,7,1,3,4,1,6,3,3
