카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년06월_남_20~29세,"27,382","1,506","2,719","1,840","1,631","3,008","1,307","1,800","1,206","1,678","1,660","1,091",687,719,"1,469","1,464",968,962,"1,667"
2020년06월_남_30~39세,"34,774","1,758","3,676","2,456","2,206","3,872","1,766","2,932","2,223","2,621","1,710","1,318",601,863,"1,491","1,734",823,902,"1,822"
2020년06월_남_40~49세,"28,687","1,668","2,086","2,617","1,537","2,529","1,495","2,978","1,519","1,726","1,342","1,325",635,836,"1,270","1,670",913,876,"1,665"
2020년06월_남_50~59세,"28,717","1,919","2,252","2,456","1,553","2,239","1,567","2,096","1,071","1,594","1,370","1,489",811,946,"1,370","1,568","1,161","1,094","2,161"
2020년06월_남_60~69세,"22,294","1,596","1,790","1,916","1,253","1,776","1,118","1,648",804,"1,088","1,086","1,145",733,742,"1,167",991,929,824,"1,688"
2020년06월_남_70~79세,"12,378",845,785,"1,201",665,902,690,955,521,484,660,626,359,403,638,489,612,630,913
2020년06월_남_80~89세,"4,424",268,229,603,260,344,244,348,158,180,270,182,134,108,231,161,187,218,299
2020년06월_남_90~99세,425,38,31,74,23,40,22,42,17,18,19,16,12,7,14,15,13,7,17
2020년06월_남_100세 이상,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020년06월_여_총인구수,"188,444","10,565","12,409","18,175","10,578","19,563","9,164","16,511","8,959","11,264","8,649","8,660","4,419","5,766","9,196","10,227","6,392","6,361","11,586"
2020년06월_여_연령구간인구수,"188,444","10,565","12,409","18,175","10,578","19,563","9,164","16,511","8,959","11,264","8,649","8,660","4,419","5,766","9,196","10,227","6,392","6,361","11,586"
2020년06월_여_0~9세,"12,536",750,620,"1,523",594,"1,357",494,"1,617",602,858,321,576,166,418,522,998,233,244,643
2020년06월_여_10~19세,"11,722",633,389,"1,461",513,"1,147",476,"1,423",512,776,447,574,285,387,497,836,350,318,698
2020년06월_여_20~29세,"30,703","1,313","3,472","2,104","1,952","4,301","1,426","1,981","1,510","1,981","1,728","1,117",596,715,"1,593","1,407","1,008",939,"1,560"
2020년06월_여_30~39세,"32,713","1,589","2,879","2,936","2,010","4,141","1,576","3,146","2,065","2,449","1,272","1,216",493,771,"1,422","1,786",650,780,"1,532"
2020년06월_여_40~49세,"27,168","1,530","1,395","2,917","1,412","2,618","1,317","2,864","1,341","1,702","1,134","1,249",577,828,"1,243","1,653",864,853,"1,671"
2020년06월_여_50~59세,"27,708","1,783","1,340","2,648","1,537","2,458","1,426","2,010","1,028","1,477","1,225","1,487",820,992,"1,441","1,597","1,151","1,122","2,166"
2020년06월_여_60~69세,"23,541","1,533","1,160","2,153","1,364","1,887","1,168","1,857",957,"1,070","1,185","1,275",730,909,"1,326","1,090","1,054","1,024","1,799"
2020년06월_여_70~79세,"14,491",960,747,"1,479",771,"1,019",831,"1,059",597,614,869,778,489,483,748,541,737,757,"1,012"
2020년06월_여_80~89세,"6,562",393,328,802,356,519,381,461,283,289,388,329,218,212,335,269,284,276,439
2020년06월_여_90~99세,"1,095",69,59,130,57,94,59,77,56,44,63,54,36,40,61,40,49,45,62
2020년06월_여_100세 이상,205,12,20,22,12,22,10,16,8,4,17,5,9,11,8,10,12,3,4
