카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년08월_계_80~89세,"13,733",530,415,321,366,836,434,429,860,353,632,570,391,475,675,554,338,956,789,751,418,783,840,"1,017"
2020년08월_계_90~99세,"1,787",55,48,49,50,99,41,51,103,30,81,91,50,68,110,81,50,133,99,102,62,109,116,109
2020년08월_계_100세 이상,100,6,2,8,1,2,2,2,6,5,7,6,2,3,7,8,4,5,2,4,3,3,5,7
2020년08월_남_총인구수,"206,555","7,884","7,622","7,887","9,297","11,459","5,805","10,766","8,779","5,971","7,199","11,761","5,413","5,896","8,209","6,319","7,040","10,892","9,167","5,406","7,613","15,446","13,995","16,729"
2020년08월_남_연령구간인구수,"206,555","7,884","7,622","7,887","9,297","11,459","5,805","10,766","8,779","5,971","7,199","11,761","5,413","5,896","8,209","6,319","7,040","10,892","9,167","5,406","7,613","15,446","13,995","16,729"
2020년08월_남_0~9세,"15,610",690,519,979,828,984,287,823,653,612,451,"1,043",289,402,571,536,487,561,585,192,550,"1,178","1,017","1,373"
2020년08월_남_10~19세,"27,454","1,037",952,"1,001","2,211","1,353",684,"2,611","1,070",886,725,"2,178",440,419,675,563,587,"1,116",970,373,962,"2,484","1,869","2,288"
2020년08월_남_20~29세,"30,104","1,103","1,197","1,081","1,035","1,653","1,057","1,489","1,194",669,"1,116","1,492",867,800,"1,101",708,"1,226","1,784","1,367",763,"1,069","2,412","2,214","2,707"
2020년08월_남_30~39세,"21,161",723,966,962,572,"1,178",653,643,821,542,752,922,700,812,"1,071",807,944,"1,229",971,511,768,"1,390","1,512","1,712"
2020년08월_남_40~49세,"33,573","1,342","1,219","1,532","2,102","1,751",804,"1,990","1,478","1,191",988,"2,184",875,970,"1,212",967,"1,108","1,488","1,321",668,"1,194","2,510","2,123","2,556"
2020년08월_남_50~59세,"36,611","1,445","1,283","1,277","1,447","2,000","1,054","1,813","1,550",931,"1,388","2,097",958,"1,029","1,426",966,"1,322","1,963","1,671","1,004","1,331","2,861","2,525","3,270"
2020년08월_남_60~69세,"24,147",818,850,603,603,"1,396",718,789,987,637,965,"1,113",690,804,"1,233",917,861,"1,545","1,351","1,089","1,116","1,641","1,661","1,760"
2020년08월_남_70~79세,"12,479",483,459,310,351,785,389,432,674,360,533,517,417,452,673,637,370,871,620,581,478,658,727,702
2020년08월_남_80~89세,"4,975",224,165,123,135,334,152,161,323,135,248,195,165,188,232,202,124,309,282,203,133,285,315,342
2020년08월_남_90~99세,415,18,12,16,12,25,6,14,28,7,32,17,12,20,15,15,10,26,28,21,11,25,30,15
2020년08월_남_100세 이상,26,1,0,3,1,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2020년08월_여_총인구수,"219,882","8,615","8,095","8,605","9,687","12,023","5,793","9,786","10,172","6,297","8,167","12,755","5,871","6,037","8,748","6,744","7,383","11,992","10,220","6,436","8,094","16,396","14,156","17,810"
2020년08월_여_연령구간인구수,"219,882","8,615","8,095","8,605","9,687","12,023","5,793","9,786","10,172","6,297","8,167","12,755","5,871","6,037","8,748","6,744","7,383","11,992","10,220","6,436","8,094","16,396","14,156","17,810"
2020년08월_여_0~9세,"14,696",666,523,994,714,922,251,588,692,537,462,"1,035",282,369,492,521,473,521,534,198,545,"1,128","1,025","1,224"
2020년08월_여_10~19세,"24,532","1,124",856,"1,041","2,032","1,235",538,"1,385","1,178",873,748,"2,103",448,386,647,451,584,836,923,353,861,"2,328","1,536","2,066"
2020년08월_여_20~29세,"25,820",974,"1,172","1,023",838,"1,358",839,"1,031","1,079",580,"1,042","1,247",917,713,"1,028",556,"1,053","1,555","1,217",666,879,"2,087","1,691","2,275"
2020년08월_여_30~39세,"22,392",862,"1,047","1,215",731,"1,279",563,833,878,645,779,"1,123",701,794,"1,026",806,951,"1,114","1,022",464,768,"1,488","1,486","1,817"
2020년08월_여_40~49세,"40,103","1,614","1,422","1,727","2,598","2,045",945,"2,600","1,779","1,292","1,310","2,777",914,957,"1,301","1,000","1,239","1,789","1,586",718,"1,418","3,243","2,549","3,280"
2020년08월_여_50~59세,"38,810","1,472","1,358","1,298","1,289","2,113","1,073","1,577","1,666",899,"1,549","2,113",992,"1,004","1,515","1,110","1,438","2,317","2,012","1,232","1,533","3,063","2,642","3,545"
2020년08월_여_60~69세,"27,159",919,921,663,719,"1,544",813,878,"1,296",756,"1,147","1,255",808,898,"1,364","1,193",950,"1,887","1,545","1,277","1,246","1,622","1,716","1,742"
2020년08월_여_70~79세,"16,166",636,508,408,497,949,453,588,987,470,691,650,543,578,830,682,438,"1,214",802,896,506,854,897,"1,089"
2020년08월_여_80~89세,"8,758",306,250,198,231,502,282,268,537,218,384,375,226,287,443,352,214,647,507,548,285,498,525,675
2020년08월_여_90~99세,"1,372",37,36,33,38,74,35,37,75,23,49,74,38,48,95,66,40,107,71,81,51,84,86,94
2020년08월_여_100세 이상,74,5,2,5,0,2,1,1,5,4,6,3,2,3,7,7,3,5,1,3,2,1,3,3
