카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년09월_남_30~39세,"4,776",223,164,87,68,134,56,56,61,85,99,109,69,72,34,66,"1,028",113,930,142,527,334,155,164
2020년09월_남_40~49세,"7,910",377,263,144,120,180,102,107,128,148,226,148,96,153,62,130,"1,625",251,"1,616",207,802,516,258,251
2020년09월_남_50~59세,"9,966",500,467,340,218,255,158,202,204,272,343,270,155,240,136,228,"1,545",294,"1,717",271,842,498,426,385
2020년09월_남_60~69세,"8,271",484,401,300,198,311,190,183,208,267,334,319,172,221,158,234,936,219,"1,165",286,560,423,353,349
2020년09월_남_70~79세,"5,773",380,268,202,188,219,168,138,176,203,264,275,149,176,95,176,520,143,727,210,338,305,203,250
2020년09월_남_80~89세,"2,648",170,129,119,102,111,73,63,101,107,157,124,81,104,43,94,162,62,254,104,128,109,102,149
2020년09월_남_90~99세,252,24,7,9,7,10,5,8,12,12,27,12,13,5,4,9,15,4,22,13,8,9,8,9
2020년09월_남_100세 이상,21,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,1,1,1
2020년09월_여_총인구수,"54,966","2,872","2,134","1,454","1,038","1,400",911,912,"1,064","1,310","1,750","1,409",854,"1,156",615,"1,074","8,686","1,535","10,679","1,800","5,261","3,019","2,158","1,875"
2020년09월_여_연령구간인구수,"54,966","2,872","2,134","1,454","1,038","1,400",911,912,"1,064","1,310","1,750","1,409",854,"1,156",615,"1,074","8,686","1,535","10,679","1,800","5,261","3,019","2,158","1,875"
2020년09월_여_0~9세,"3,197",131,95,30,25,36,20,24,19,35,33,27,29,52,19,32,720,88,838,88,469,223,96,68
2020년09월_여_10~19세,"4,563",154,128,78,33,57,39,47,41,67,76,28,34,57,21,51,949,141,"1,355",128,561,255,160,103
2020년09월_여_20~29세,"4,787",172,175,76,48,48,46,63,44,71,106,61,39,64,29,54,996,164,"1,183",152,546,287,191,172
2020년09월_여_30~39세,"4,228",167,143,65,47,78,33,35,43,62,51,61,39,39,16,38,917,119,994,133,578,306,144,120
2020년09월_여_40~49세,"7,114",287,212,99,66,79,53,68,57,96,135,82,52,106,33,84,"1,564",227,"1,836",177,913,434,258,196
2020년09월_여_50~59세,"8,605",426,383,235,149,191,116,163,141,181,255,188,129,152,112,141,"1,409",252,"1,673",292,864,488,371,294
2020년09월_여_60~69세,"8,390",514,360,257,199,291,182,169,199,248,363,343,156,215,119,205,984,191,"1,295",334,616,450,385,315
2020년09월_여_70~79세,"7,597",556,315,299,225,317,210,165,248,277,352,303,189,253,151,245,690,199,889,300,442,366,296,310
2020년09월_여_80~89세,"5,485",404,272,265,212,262,171,150,234,239,335,269,153,188,94,194,388,134,513,142,231,167,224,244
2020년09월_여_90~99세,910,53,46,50,32,38,39,27,37,31,43,43,33,27,20,29,57,18,92,41,35,41,30,48
2020년09월_여_100세 이상,90,8,5,0,2,3,2,1,1,3,1,4,1,3,1,1,12,2,11,13,6,2,3,5
