카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동
2020년02월_계_90~99세,"1,846",191,145,93,99,56,25,70,56,58,133,111,59,39,97,43,55,90,54,21,120,129,28,74
2020년02월_계_100세 이상,233,47,11,4,9,5,2,5,3,3,16,17,5,5,13,11,22,11,14,3,9,13,1,4
2020년02월_남_총인구수,"266,206","14,002","22,346","14,232","13,534","6,253","2,005","8,857","3,585","2,871","22,400","13,287","9,792","6,304","10,967","3,390","2,883","11,613","5,540","2,147","38,031","26,180","12,780","13,207"
2020년02월_남_연령구간인구수,"266,206","14,002","22,346","14,232","13,534","6,253","2,005","8,857","3,585","2,871","22,400","13,287","9,792","6,304","10,967","3,390","2,883","11,613","5,540","2,147","38,031","26,180","12,780","13,207"
2020년02월_남_0~9세,"24,859",827,"2,111","1,055","2,195",267,62,978,188,91,"1,648",761,"1,157",376,847,278,101,617,298,66,"5,033","2,903","1,841","1,159"
2020년02월_남_10~19세,"27,408",895,"3,060","1,089","1,474",460,120,738,271,169,"2,756","1,305",893,478,"1,145",259,162,953,385,123,"4,376","3,339","1,544","1,414"
2020년02월_남_20~29세,"37,723","1,702","3,010","1,871","1,216",916,205,"1,290",404,263,"3,779","2,067","1,314","1,222","1,621",511,371,"2,065",876,332,"5,128","3,731","1,678","2,151"
2020년02월_남_30~39세,"41,768","1,694","3,150","2,631","2,513",880,235,"1,547",377,240,"2,947","1,780","1,667","1,236","1,345",602,370,"1,632",882,241,"7,395","4,083","2,429","1,892"
2020년02월_남_40~49세,"48,150","2,208","4,465","3,033","2,842","1,005",289,"1,536",540,391,"3,931","2,301","1,870","1,099","1,940",594,486,"1,839",823,310,"7,349","4,490","2,632","2,177"
2020년02월_남_50~59세,"44,010","2,807","3,641","2,394","1,566","1,169",410,"1,350",763,615,"4,049","2,505","1,603",963,"2,064",541,535,"2,175","1,036",449,"5,133","4,135","1,693","2,414"
2020년02월_남_60~69세,"25,002","2,062","1,745","1,309","1,002",895,380,824,553,561,"2,017","1,482",822,550,"1,223",346,442,"1,352",696,340,"2,341","2,186",643,"1,231"
2020년02월_남_70~79세,"12,053","1,182",818,624,534,486,207,413,331,373,916,748,333,269,521,163,272,690,388,210,926,882,238,529
2020년02월_남_80~89세,"4,673",564,308,206,168,162,91,165,136,155,316,291,115,101,226,79,118,261,137,68,322,392,76,216
2020년02월_남_90~99세,487,46,37,20,23,12,5,14,22,13,33,39,16,9,28,12,17,26,15,8,25,37,6,24
2020년02월_남_100세 이상,73,15,1,0,1,1,1,2,0,0,8,8,2,1,7,5,9,3,4,0,3,2,0,0
2020년02월_여_총인구수,"250,881","13,409","21,330","9,766","12,083","5,182","1,649","8,124","3,210","2,592","21,570","13,026","8,994","5,649","11,024","3,463","2,872","11,168","5,236","1,977","37,096","26,474","11,872","13,115"
2020년02월_여_연령구간인구수,"250,881","13,409","21,330","9,766","12,083","5,182","1,649","8,124","3,210","2,592","21,570","13,026","8,994","5,649","11,024","3,463","2,872","11,168","5,236","1,977","37,096","26,474","11,872","13,115"
2020년02월_여_0~9세,"23,728",747,"2,161","1,058","1,985",265,62,"1,006",158,83,"1,539",749,"1,095",376,873,262,83,561,316,68,"4,706","2,773","1,702","1,100"
2020년02월_여_10~19세,"25,628",823,"2,950",941,"1,421",398,92,719,242,143,"2,547","1,236",920,505,"1,100",220,154,882,348,107,"4,131","2,926","1,451","1,372"
2020년02월_여_20~29세,"31,562","1,253","2,600","1,049",938,611,146,927,321,198,"3,046","1,720","1,115",926,"1,343",413,317,"1,787",701,253,"4,936","3,572","1,494","1,896"
2020년02월_여_30~39세,"35,599","1,303","2,713","1,405","2,427",516,144,"1,382",257,171,"2,493","1,397","1,503",899,"1,322",512,240,"1,285",648,156,"6,925","3,974","2,260","1,667"
2020년02월_여_40~49세,"42,896","1,760","4,291","1,650","2,086",732,165,"1,232",363,239,"3,972","2,083","1,561",901,"1,804",540,335,"1,693",793,254,"7,015","4,843","2,379","2,205"
2020년02월_여_50~59세,"40,064","2,387","3,065","1,428","1,277",965,305,"1,251",595,461,"3,886","2,471","1,448",866,"2,037",507,494,"2,128",912,401,"5,012","4,265","1,446","2,457"
2020년02월_여_60~69세,"25,528","2,375","1,721","1,100",972,823,314,786,542,535,"2,078","1,671",698,579,"1,267",484,520,"1,424",732,367,"2,434","2,205",666,"1,235"
2020년02월_여_70~79세,"15,636","1,643","1,077",648,537,514,237,467,391,404,"1,216","1,075",380,391,810,337,443,904,474,241,"1,188","1,218",294,747
2020년02월_여_80~89세,"8,721",941,634,410,356,310,163,295,304,310,685,543,228,172,393,151,235,432,263,114,648,595,157,382
2020년02월_여_90~99세,"1,359",145,108,73,76,44,20,56,34,45,100,72,43,30,69,31,38,64,39,13,95,92,22,50
2020년02월_여_100세 이상,160,32,10,4,8,4,1,3,3,3,8,9,3,4,6,6,13,8,10,3,6,11,1,4
