카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2021년06월_남_100세 이상,5,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"110,799","5,180","2,531","2,296","4,846","5,198","6,464","2,516","3,712","2,543","3,062","1,305","1,915","1,494","4,584","8,593","5,460","10,864","5,719","8,259","2,381","5,917","4,307","11,653"
2021년06월_여_연령구간인구수,"110,799","5,180","2,531","2,296","4,846","5,198","6,464","2,516","3,712","2,543","3,062","1,305","1,915","1,494","4,584","8,593","5,460","10,864","5,719","8,259","2,381","5,917","4,307","11,653"
2021년06월_여_0~9세,"8,330",199,96,81,341,710,424,195,96,88,190,26,58,68,298,820,436,865,373,598,190,550,327,"1,301"
2021년06월_여_10~19세,"11,728",349,154,153,496,594,704,226,200,151,307,53,99,111,493,"1,172",710,"1,151",503,878,232,796,396,"1,800"
2021년06월_여_20~29세,"12,295",460,208,171,555,610,750,256,300,218,323,82,145,118,470,793,523,"1,190","1,081","1,180",260,707,584,"1,311"
2021년06월_여_30~39세,"11,857",388,194,139,461,904,609,328,243,158,274,68,95,101,430,995,584,"1,163",721,941,254,760,490,"1,557"
2021년06월_여_40~49세,"17,754",588,273,223,742,928,"1,054",375,393,260,419,122,155,164,686,"1,582",954,"1,807",949,"1,363",387,"1,141",686,"2,503"
2021년06월_여_50~59세,"17,816",815,396,347,829,636,"1,171",388,589,375,488,194,257,205,804,"1,255",820,"1,799",926,"1,601",367,959,849,"1,746"
2021년06월_여_60~69세,"15,501","1,142",584,454,737,459,896,357,775,566,544,326,401,273,747,"1,007",782,"1,501",639,988,344,572,537,870
2021년06월_여_70~79세,"9,842",817,428,456,412,225,542,235,709,504,351,283,422,285,423,610,399,850,315,438,203,283,280,372
2021년06월_여_80~89세,"4,883",362,160,240,236,110,284,142,332,197,148,128,254,147,210,317,206,459,182,232,119,125,138,155
2021년06월_여_90~99세,759,58,37,30,36,22,30,12,71,25,18,22,27,22,23,39,41,76,27,38,25,24,20,36
2021년06월_여_100세 이상,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
