카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2020년10월_계_100세 이상,112,8,5,0,2,5,2,1,1,3,2,4,1,3,1,0,19,3,16,15,7,3,5,6
2020년10월_남_총인구수,"53,960","2,721","2,152","1,443","1,061","1,420",891,922,"1,055","1,287","1,716","1,394",843,"1,208",623,"1,077","8,911","1,502","9,929","1,645","5,156","3,023","2,017","1,964"
2020년10월_남_연령구간인구수,"53,960","2,721","2,152","1,443","1,061","1,420",891,922,"1,055","1,287","1,716","1,394",843,"1,208",623,"1,077","8,911","1,502","9,929","1,645","5,156","3,023","2,017","1,964"
2020년10월_남_0~9세,"3,307",126,83,31,37,37,30,29,23,45,44,25,21,42,17,30,759,72,822,82,536,238,106,72
2020년10월_남_10~19세,"5,177",227,156,82,45,49,39,57,61,53,80,40,35,94,28,44,"1,081",155,"1,389",142,759,263,175,123
2020년10월_남_20~29세,"5,866",216,218,129,76,110,67,81,78,100,145,77,50,95,46,66,"1,228",179,"1,281",198,651,328,235,212
2020년10월_남_30~39세,"4,757",218,160,86,70,131,56,55,60,80,99,110,69,76,33,64,"1,034",117,929,134,523,338,151,164
2020년10월_남_40~49세,"7,869",374,260,144,120,184,101,106,127,149,224,144,96,150,58,125,"1,613",250,"1,610",203,808,519,256,248
2020년10월_남_50~59세,"9,968",500,461,338,215,255,160,204,203,271,341,266,157,243,139,232,"1,559",295,"1,716",272,837,491,428,385
2020년10월_남_60~69세,"8,301",484,412,303,200,310,194,181,211,267,332,321,172,224,160,234,932,225,"1,172",279,564,423,353,348
2020년10월_남_70~79세,"5,772",382,267,202,186,218,168,138,178,201,264,272,148,177,93,178,521,142,723,216,341,304,201,252
2020년10월_남_80~89세,"2,665",170,127,119,105,114,71,63,102,108,159,127,80,102,45,95,164,62,260,104,128,108,102,150
2020년10월_남_90~99세,257,24,8,9,7,10,5,8,12,13,27,12,15,5,4,9,14,4,22,13,8,10,9,9
2020년10월_남_100세 이상,21,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,1,5,2,1,1,1,1
2020년10월_여_총인구수,"54,901","2,868","2,133","1,446","1,038","1,399",915,911,"1,062","1,300","1,752","1,407",847,"1,145",612,"1,078","8,693","1,544","10,665","1,787","5,263","3,021","2,147","1,868"
2020년10월_여_연령구간인구수,"54,901","2,868","2,133","1,446","1,038","1,399",915,911,"1,062","1,300","1,752","1,407",847,"1,145",612,"1,078","8,693","1,544","10,665","1,787","5,263","3,021","2,147","1,868"
2020년10월_여_0~9세,"3,158",131,92,29,24,37,20,22,19,35,33,29,28,50,17,32,713,87,830,83,467,221,92,67
2020년10월_여_10~19세,"4,555",151,126,74,32,57,38,47,41,64,76,28,33,53,22,52,950,142,"1,359",130,564,257,155,104
2020년10월_여_20~29세,"4,800",179,176,77,50,48,47,64,45,69,109,61,39,65,30,54,997,167,"1,180",148,544,289,193,169
2020년10월_여_30~39세,"4,177",167,141,62,48,78,33,33,42,60,55,62,37,40,16,39,913,119,972,130,566,306,139,119
2020년10월_여_40~49세,"7,100",282,208,98,66,76,54,69,57,91,139,79,52,101,32,85,"1,568",229,"1,828",179,923,436,257,191
2020년10월_여_50~59세,"8,573",422,383,232,147,193,111,161,139,183,248,183,126,153,113,139,"1,409",252,"1,683",289,856,482,377,292
2020년10월_여_60~69세,"8,434",512,363,262,199,292,187,172,199,248,361,343,155,214,119,209,"1,000",192,"1,294",336,626,450,382,319
2020년10월_여_70~79세,"7,614",559,322,297,226,314,212,165,244,278,356,304,188,252,149,245,681,200,897,300,448,369,298,310
2020년10월_여_80~89세,"5,490",405,273,266,213,259,171,151,238,237,331,270,155,187,94,194,391,136,514,139,230,167,223,246
2020년10월_여_90~99세,909,52,44,49,31,42,40,26,37,32,43,44,33,27,19,29,58,18,97,40,33,42,27,46
2020년10월_여_100세 이상,91,8,5,0,2,3,2,1,1,3,1,4,1,3,1,0,13,2,11,13,6,2,4,5
