카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021년11월_남_50~59세,"28,714","1,898","2,210","2,524","1,546","2,308","1,560","2,136","1,094","1,569","1,322","1,424",995,868,"1,478","1,493","1,228","1,028","2,033"
2021년11월_남_60~69세,"23,436","1,687","1,834","1,988","1,290","1,876","1,192","1,666",784,"1,121","1,124","1,196",917,771,"1,250","1,090","1,033",850,"1,767"
2021년11월_남_70~79세,"12,365",851,758,"1,164",641,931,665,985,462,475,619,635,437,417,661,499,660,587,918
2021년11월_남_80~89세,"4,852",303,255,644,283,363,246,362,184,183,298,207,153,116,248,189,231,247,340
2021년11월_남_90~99세,413,34,28,78,20,33,22,36,18,20,20,14,13,7,13,14,9,12,22
2021년11월_남_100세 이상,17,0,0,1,1,5,1,3,1,0,1,0,2,0,0,0,2,0,0
2021년11월_여_총인구수,"191,001","10,361","13,866","17,532","10,353","19,898","8,794","16,692","9,271","11,354","8,484","8,417","6,202","5,472","9,796","10,016","7,313","6,067","11,113"
2021년11월_여_연령구간인구수,"191,001","10,361","13,866","17,532","10,353","19,898","8,794","16,692","9,271","11,354","8,484","8,417","6,202","5,472","9,796","10,016","7,313","6,067","11,113"
2021년11월_여_0~9세,"12,152",673,590,"1,358",506,"1,309",436,"1,578",598,775,282,543,430,390,563,983,406,190,542
2021년11월_여_10~19세,"11,344",586,406,"1,430",468,"1,142",424,"1,426",505,701,389,529,371,363,527,789,370,284,634
2021년11월_여_20~29세,"31,552","1,323","4,421","1,991","1,873","4,299","1,382","1,873","1,653","2,112","1,704","1,088",752,646,"1,695","1,351","1,009",918,"1,462"
2021년11월_여_30~39세,"34,006","1,529","3,360","2,684","2,071","4,330","1,501","3,159","2,289","2,593","1,334","1,220",887,713,"1,537","1,668",924,728,"1,479"
2021년11월_여_40~49세,"26,899","1,439","1,500","2,851","1,351","2,641","1,199","2,988","1,380","1,618","1,054","1,152",898,754,"1,294","1,639",931,732,"1,478"
2021년11월_여_50~59세,"27,528","1,727","1,320","2,627","1,437","2,507","1,382","2,115",979,"1,468","1,182","1,402","1,014",937,"1,556","1,507","1,283","1,061","2,024"
2021년11월_여_60~69세,"24,814","1,605","1,205","2,218","1,422","1,995","1,230","1,913",954,"1,149","1,224","1,316",989,935,"1,449","1,159","1,169","1,018","1,864"
2021년11월_여_70~79세,"14,506",970,679,"1,400",781,"1,047",768,"1,033",583,585,848,761,551,472,748,584,832,782,"1,082"
2021년11월_여_80~89세,"7,036",432,322,843,374,535,404,521,279,303,409,348,271,225,368,290,324,309,479
2021년11월_여_90~99세,"1,116",70,63,124,68,91,67,79,48,48,55,54,38,36,58,44,64,43,66
2021년11월_여_100세 이상,48,7,0,6,2,2,1,7,3,2,3,4,1,1,1,2,1,2,3
