,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년05월_계_80~89세,"12,661",193,814,171,473,658,608,379,338,379,868,205,702,313,726,684,741,658,769,598,826,627,391,540
2021년05월_계_90~99세,"1,460",32,115,28,49,70,51,47,39,44,112,19,101,32,95,91,82,81,87,48,84,41,48,64
2021년05월_계_100세 이상,67,1,2,2,5,4,2,1,1,0,17,1,3,1,1,6,1,2,1,2,4,1,8,1
2021년05월_남_총인구수,"218,036","2,367","11,282","2,247","9,294","9,763","4,664","5,384","4,723","4,494","9,236","4,188","14,787","3,293","18,739","18,532","11,246","12,193","17,816","8,502","13,262","13,990","6,231","11,803"
2021년05월_남_연령구간인구수,"218,036","2,367","11,282","2,247","9,294","9,763","4,664","5,384","4,723","4,494","9,236","4,188","14,787","3,293","18,739","18,532","11,246","12,193","17,816","8,502","13,262","13,990","6,231","11,803"
2021년05월_남_0~9세,"16,897",170,"1,131",89,"1,079",895,132,283,145,158,561,96,"1,205",148,"1,827","2,311",685,821,"1,294",455,855,"1,165",297,"1,095"
2021년05월_남_10~19세,"22,062",163,"1,023",117,"1,162","1,142",232,457,233,267,589,184,"1,630",207,"2,010","1,604",917,"1,277","2,564",819,"1,303","2,246",303,"1,613"
2021년05월_남_20~29세,"33,417",287,"1,407",285,"1,096","1,268",573,911,"1,393",720,"1,736","1,414","2,349",411,"2,257","2,075","2,071","1,938","2,878","1,323","2,287","2,216",744,"1,778"
2021년05월_남_30~39세,"27,891",357,"1,826",282,"1,264","1,105",429,624,703,652,"1,167",646,"1,993",468,"2,455","3,138","1,448","1,473","1,710",901,"1,660","1,339",897,"1,354"
2021년05월_남_40~49세,"34,993",367,"2,006",267,"1,773","1,619",627,696,591,581,"1,379",466,"2,271",470,"3,541","3,348","1,538","1,898","3,038","1,216","1,695","2,515",896,"2,195"
2021년05월_남_50~59세,"38,669",404,"1,597",454,"1,381","1,693",956,"1,042",627,782,"1,456",596,"2,485",574,"3,362","2,867","2,039","2,226","3,607","1,717","2,582","2,818","1,220","2,184"
2021년05월_남_60~69세,"27,065",335,"1,276",489,890,"1,157",980,834,587,739,"1,275",494,"1,881",602,"2,056","2,126","1,576","1,601","1,782","1,356","1,879","1,050","1,125",975
2021년05월_남_70~79세,"12,306",218,682,204,438,634,509,403,314,434,738,209,711,298,958,843,676,701,677,517,701,420,580,441
2021년05월_남_80~89세,"4,428",57,309,50,194,235,218,121,118,155,304,77,253,110,261,208,279,243,246,190,278,209,153,160
2021년05월_남_90~99세,295,9,24,9,17,15,8,13,12,6,25,5,9,5,12,11,17,15,20,8,21,12,14,8
2021년05월_남_100세 이상,13,0,1,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,1,0,2,0
2021년05월_여_총인구수,"219,856","2,545","12,076","1,962","9,918","10,400","4,744","5,603","4,364","4,076","9,014","3,499","15,110","3,330","17,983","18,559","11,139","12,699","18,346","8,376","13,436","14,798","5,749","12,130"
2021년05월_여_연령구간인구수,"219,856","2,545","12,076","1,962","9,918","10,400","4,744","5,603","4,364","4,076","9,014","3,499","15,110","3,330","17,983","18,559","11,139","12,699","18,346","8,376","13,436","14,798","5,749","12,130"
2021년05월_여_0~9세,"16,066",186,"1,177",82,"1,058",816,116,291,129,135,577,77,"1,146",148,"1,648","2,149",638,764,"1,318",431,783,"1,073",307,"1,017"
2021년05월_여_10~19세,"20,400",184,"1,000",82,"1,125","1,097",199,424,218,203,555,174,"1,490",191,"1,886","1,545",805,"1,165","2,331",738,"1,111","2,097",309,"1,471"
2021년05월_여_20~29세,"28,395",268,"1,487",197,"1,020","1,090",409,725,"1,184",533,"1,137",969,"1,975",309,"1,985","1,784","1,841","1,747","2,470","1,066","1,976","1,911",602,"1,710"
2021년05월_여_30~39세,"25,180",327,"1,820",188,"1,433","1,172",306,514,441,387,923,394,"1,836",334,"2,312","3,080","1,177","1,237","1,717",697,"1,376","1,483",641,"1,385"
2021년05월_여_40~49세,"36,265",320,"2,035",210,"1,924","1,837",487,739,434,436,"1,230",359,"2,525",402,"3,392","3,092","1,559","2,038","3,587","1,237","2,009","3,288",708,"2,417"
2021년05월_여_50~59세,"39,218",370,"1,672",411,"1,412","1,765",903,"1,187",606,756,"1,456",598,"2,721",606,"2,992","3,054","2,125","2,470","3,645","1,782","2,829","2,722","1,090","2,046"
2021년05월_여_60~69세,"28,708",442,"1,381",431,"1,047","1,296","1,055",918,670,870,"1,474",518,"1,977",712,"2,124","2,223","1,623","1,842","1,727","1,350","1,831","1,060","1,142",995
2021년05월_여_70~79세,"16,172",288,907,220,583,845,834,512,434,494,"1,000",268,896,397,"1,095","1,071",843,953,960,625,907,716,672,652
2021년05월_여_80~89세,"8,233",136,505,121,279,423,390,258,220,224,564,128,449,203,465,476,462,415,523,408,548,418,238,380
2021년05월_여_90~99세,"1,165",23,91,19,32,55,43,34,27,38,87,14,92,27,83,80,65,66,67,40,63,29,34,56
2021년05월_여_100세 이상,54,1,1,1,5,4,2,1,1,0,11,0,3,1,1,5,1,2,1,2,3,1,6,1
