카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년12월_남_연령구간인구수,"189,152","15,976","6,497","21,823","13,390","11,974","14,051","15,753","10,950","13,112","12,122","6,899","7,138","18,458","11,388","9,621"
2020년12월_남_0~9세,"12,528",982,179,"1,462","1,161",630,865,"1,208",426,925,"1,083",394,560,"1,145",774,734
2020년12월_남_10~19세,"14,308","1,038",298,"1,649",974,852,"1,038","1,111",473,922,883,394,508,"2,050","1,243",875
2020년12월_남_20~29세,"32,124","2,938","1,217","4,970","2,044","1,955","2,193","2,688","2,266","1,757","1,586","1,165","1,084","3,070","1,637","1,554"
2020년12월_남_30~39세,"31,422","2,924","1,124","3,121","2,279","2,183","2,522","2,253","2,432","2,224","1,977","1,268","1,322","2,659","1,525","1,609"
2020년12월_남_40~49세,"29,511","2,265",854,"3,257","2,158","1,820","2,220","2,514","1,511","1,987","1,960","1,077","1,164","3,202","1,915","1,607"
2020년12월_남_50~59세,"27,980","2,275","1,095","2,966","1,980","1,845","2,097","2,500","1,404","2,000","1,724",968,"1,032","2,930","1,864","1,300"
2020년12월_남_60~69세,"22,624","1,970",932,"2,456","1,537","1,416","1,755","1,870","1,341","1,756","1,612",880,838,"1,878","1,385",998
2020년12월_남_70~79세,"13,332","1,096",552,"1,373",864,934,997,"1,099",829,"1,110",963,564,466,"1,067",759,659
2020년12월_남_80~89세,"4,756",433,222,497,344,312,324,446,256,381,305,173,151,400,258,254
2020년12월_남_90~99세,476,45,20,62,40,22,36,48,11,36,22,16,12,51,27,28
2020년12월_남_100세 이상,91,10,4,10,9,5,4,16,1,14,7,0,1,6,1,3
2020년12월_여_총인구수,"202,068","16,076","6,172","23,316","14,466","13,095","14,892","16,638","12,121","14,126","12,890","7,522","7,564","20,337","12,272","10,581"
2020년12월_여_연령구간인구수,"202,068","16,076","6,172","23,316","14,466","13,095","14,892","16,638","12,121","14,126","12,890","7,522","7,564","20,337","12,272","10,581"
2020년12월_여_0~9세,"12,036",958,163,"1,457","1,105",603,819,"1,161",410,870,"1,044",348,513,"1,118",756,711
2020년12월_여_10~19세,"13,513",965,273,"1,554",934,818,883,"1,044",420,732,752,360,485,"2,172","1,282",839
2020년12월_여_20~29세,"34,421","2,653","1,125","4,874","2,255","2,273","2,400","2,462","2,990","1,924","1,810","1,355","1,140","3,417","1,772","1,971"
2020년12월_여_30~39세,"30,674","2,500",788,"3,186","2,404","2,025","2,320","2,302","2,217","2,263","2,150","1,230","1,279","2,768","1,568","1,674"
2020년12월_여_40~49세,"29,401","2,087",699,"3,312","2,154","1,874","2,169","2,396","1,436","2,061","1,867",997,"1,173","3,424","2,110","1,642"
2020년12월_여_50~59세,"30,363","2,431","1,055","3,387","2,141","2,030","2,315","2,744","1,686","2,191","1,921","1,133","1,154","2,906","1,865","1,404"
2020년12월_여_60~69세,"26,538","2,257","1,053","2,822","1,760","1,770","2,043","2,149","1,678","2,112","1,813","1,120",965,"2,290","1,546","1,160"
2020년12월_여_70~79세,"16,423","1,373",662,"1,730","1,083","1,121","1,270","1,455",943,"1,333","1,081",671,551,"1,437",893,820
2020년12월_여_80~89세,"7,139",708,287,808,511,489,583,738,280,522,365,249,237,662,404,296
2020년12월_여_90~99세,"1,338",124,59,157,99,83,82,149,55,99,72,53,55,125,70,56
2020년12월_여_100세 이상,222,20,8,29,20,9,8,38,6,19,15,6,12,18,6,8
