카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년06월_계_80~89세,"132,774","15,015","6,571","8,444","12,785","7,979","9,518","7,896","6,710","6,868","8,245","5,344","9,032","2,588","6,042","2,424","1,710","3,701","4,216","2,621","3,440","4,306","4,881","3,186","3,771",496
2020년06월_계_90~99세,"18,046","2,084",865,"1,219","1,661","1,130","1,417","1,122",969,758,"1,229",777,"1,022",318,786,307,234,490,578,301,457,605,640,476,609,76
2020년06월_계_100세 이상,956,101,51,50,93,52,63,49,57,41,59,57,67,16,43,21,26,26,20,7,26,40,35,28,18,11
2020년06월_남_총인구수,"1,332,780","254,995","119,491","135,504","127,101","70,596","78,470","214,220","51,573","51,636","48,175","35,101","132,471","11,971","25,518","12,616","8,277","17,423","20,857","16,267","22,471","60,161","27,401","16,024","24,430","5,026"
2020년06월_남_연령구간인구수,"1,332,780","254,995","119,491","135,504","127,101","70,596","78,470","214,220","51,573","51,636","48,175","35,101","132,471","11,971","25,518","12,616","8,277","17,423","20,857","16,267","22,471","60,161","27,401","16,024","24,430","5,026"
2020년06월_남_0~9세,"100,566","21,200","9,371","11,829","8,490","5,527","5,719","21,971","3,282","2,946","2,777","2,140","10,792",388,"1,047",526,399,873,798,746,982,"5,115","2,373",757,"1,498",220
2020년06월_남_10~19세,"120,877","24,876","11,347","13,529","11,161","6,550","7,248","23,890","4,737","3,611","4,110","3,141","11,945",538,"1,253",671,500,"1,094","1,198","1,139","1,340","6,137","2,368","1,017","2,111",242
2020년06월_남_20~29세,"161,678","32,581","15,593","16,988","15,353","8,324","9,043","31,433","5,772","6,110","4,851","3,457","19,786",953,"1,871","1,071",671,"1,474","1,728","1,499","2,099","6,904","2,316","1,221","2,658",503
2020년06월_남_30~39세,"158,961","32,089","14,925","17,164","13,803","8,217","8,094","35,637","4,718","5,194","4,164","3,179","18,044",783,"1,868","1,039",565,"1,311","1,559","1,327","1,850","8,640","2,830","1,111","2,395",544
2020년06월_남_40~49세,"202,091","39,036","18,542","20,494","19,459","10,309","11,700","37,069","7,289","7,053","6,260","4,776","21,316","1,316","2,803","1,411","1,060","2,256","2,526","2,239","2,903","11,150","3,901","1,949","3,487",823
2020년06월_남_50~59세,"238,496","45,662","21,754","23,908","24,136","12,498","13,587","35,447","9,279","9,741","8,972","6,238","22,443","2,460","4,823","2,521","1,630","3,298","3,920","3,374","4,729","10,562","4,260","3,163","4,679","1,074"
2020년06월_남_60~69세,"196,269","37,395","17,681","19,714","19,623","10,475","12,032","19,187","8,570","9,029","8,717","6,303","16,464","2,718","5,747","2,687","1,661","3,456","4,716","3,194","4,684","6,829","4,502","3,455","3,895",930
2020년06월_남_70~79세,"106,451","16,904","8,020","8,884","10,708","5,814","7,447","6,932","5,355","5,494","5,464","4,017","8,351","1,863","3,934","1,766","1,173","2,391","2,973","1,809","2,657","3,263","3,077","2,123","2,467",469
2020년06월_남_80~89세,"43,477","4,844","2,102","2,742","4,020","2,640","3,264","2,438","2,351","2,254","2,610","1,684","3,098",886,"1,989",854,553,"1,169","1,317",868,"1,114","1,416","1,656","1,111","1,146",195
2020년06월_남_90~99세,"3,709",381,141,240,326,232,320,209,207,191,240,151,221,65,175,65,59,94,121,68,107,138,114,112,92,21
2020년06월_남_100세 이상,205,27,15,12,22,10,16,7,13,13,10,15,11,1,8,5,6,7,1,4,6,7,4,5,2,5
2020년06월_여_총인구수,"1,313,713","249,466","112,346","137,120","126,657","70,055","80,056","203,260","52,430","49,965","50,026","36,582","130,563","11,480","26,624","12,612","8,471","19,298","21,696","15,497","21,017","55,184","28,349","15,799","24,413","4,213"
2020년06월_여_연령구간인구수,"1,313,713","249,466","112,346","137,120","126,657","70,055","80,056","203,260","52,430","49,965","50,026","36,582","130,563","11,480","26,624","12,612","8,471","19,298","21,696","15,497","21,017","55,184","28,349","15,799","24,413","4,213"
2020년06월_여_0~9세,"94,393","19,661","8,684","10,977","8,101","5,158","5,161","20,575","3,072","2,872","2,580","1,959","10,303",333,946,481,368,889,765,726,963,"4,801","2,314",702,"1,464",199
2020년06월_여_10~19세,"108,571","22,433","10,171","12,262","10,154","5,605","6,578","21,776","4,336","3,102","3,659","2,687","11,025",447,"1,135",593,461,"1,028","1,135",979,"1,024","5,483","2,054",882,"1,749",246
2020년06월_여_20~29세,"124,729","24,417","10,983","13,434","11,760","6,469","7,466","25,626","4,063","4,175","3,523","2,690","16,205",621,"1,373",695,492,"1,060","1,192","1,110","1,496","5,417","1,818",870,"1,852",339
2020년06월_여_30~39세,"139,355","28,890","12,847","16,043","12,170","7,323","7,557","31,325","4,077","4,301","3,508","2,781","15,685",607,"1,488",721,488,"1,238","1,359","1,074","1,530","7,106","2,813",933,"2,006",375
2020년06월_여_40~49세,"184,712","38,683","17,375","21,308","17,749","9,188","10,764","36,334","6,800","5,802","5,515","4,134","20,310",913,"1,963","1,045",718,"1,752","1,997","1,738","1,937","9,453","3,209","1,357","2,845",506
2020년06월_여_50~59세,"223,334","45,315","20,173","25,142","22,708","11,478","13,059","33,944","8,954","8,554","8,139","5,913","22,225","1,907","4,098","2,258","1,371","2,981","3,572","2,649","3,918","8,856","3,860","2,746","4,015",814
2020년06월_여_60~69세,"200,196","38,748","18,018","20,730","20,281","10,909","12,820","18,356","9,326","9,067","9,141","6,796","17,266","2,495","5,769","2,702","1,686","3,792","4,704","2,934","4,343","6,356","4,644","3,187","4,057",817
2020년06월_여_70~79세,"134,038","19,371","8,866","10,505","13,563","7,646","9,253","8,911","6,637","6,883","7,288","5,294","10,753","2,187","5,153","2,289","1,535","3,611","3,597","2,298","3,110","4,322","3,855","2,660","3,267",555
2020년06월_여_80~89세,"89,297","10,171","4,469","5,702","8,765","5,339","6,254","5,458","4,359","4,614","5,635","3,660","5,934","1,702","4,053","1,570","1,157","2,532","2,899","1,753","2,326","2,890","3,225","2,075","2,625",301
2020년06월_여_90~99세,"14,337","1,703",724,979,"1,335",898,"1,097",913,762,567,989,626,801,253,611,242,175,396,457,233,350,467,526,364,517,55
2020년06월_여_100세 이상,751,74,36,38,71,42,47,42,44,28,49,42,56,15,35,16,20,19,19,3,20,33,31,23,16,6
