카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년11월_여_총인구수,"223,334","8,827","12,004","9,003","7,830","12,609","7,446","7,959","9,435","11,887","7,567","12,903","18,660","8,654","19,595","13,663","10,109","12,428","6,949","8,062","17,744"
2021년11월_여_연령구간인구수,"223,334","8,827","12,004","9,003","7,830","12,609","7,446","7,959","9,435","11,887","7,567","12,903","18,660","8,654","19,595","13,663","10,109","12,428","6,949","8,062","17,744"
2021년11월_여_0~9세,"13,457",379,487,269,396,941,207,471,660,685,265,702,"1,772",689,"1,216",957,466,864,279,822,930
2021년11월_여_10~19세,"17,761",548,877,529,623,"1,396",391,476,854,841,437,991,"2,530",665,"1,615","1,316",690,908,421,658,995
2021년11월_여_20~29세,"34,249","1,469","2,311","3,053","1,061","1,449","2,523","1,366","1,132","1,613","1,366","1,583","1,754","1,081","2,628","1,574","2,012","1,664",990,"1,027","2,593"
2021년11월_여_30~39세,"29,309","1,289","1,641","1,358",977,"1,552",900,"1,235","1,271","1,490",788,"1,566","2,336","1,250","2,468","1,768","1,284","1,624",872,"1,288","2,352"
2021년11월_여_40~49세,"34,304","1,309","1,744","1,022","1,091","2,255",768,"1,145","1,623","1,737",901,"2,056","4,067","1,485","3,153","2,235","1,353","1,849",854,"1,270","2,387"
2021년11월_여_50~59세,"35,125","1,451","1,861",984,"1,377","2,153",974,"1,282","1,440","1,979","1,186","2,161","2,505","1,406","3,195","2,114","1,493","2,167","1,172","1,248","2,977"
2021년11월_여_60~69세,"30,061","1,112","1,430",845,"1,196","1,494",807,"1,040","1,210","1,843","1,273","2,005","1,862","1,147","2,563","1,916","1,421","1,833","1,201","1,022","2,841"
2021년11월_여_70~79세,"18,364",752,"1,024",589,687,817,542,596,790,"1,078",817,"1,184","1,197",599,"1,633","1,182",882,985,744,481,"1,785"
2021년11월_여_80~89세,"9,118",419,547,298,366,445,285,293,393,530,448,548,531,280,952,528,434,466,364,211,780
2021년11월_여_90~99세,"1,528",95,73,51,51,104,47,52,60,89,83,105,102,51,168,73,73,67,50,31,103
2021년11월_여_100세 이상,58,4,9,5,5,3,2,3,2,2,3,2,4,1,4,0,1,1,2,4,1
