,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2020년07월_여_연령구간인구수,"322,625","127,858","11,837","1,921","2,152","2,117","1,566","1,066","2,897","1,000","2,630","1,735","4,264","4,616","8,825","12,317","22,168","28,018","18,729","194,767","11,922","10,556","8,853","4,048","7,699","11,976","7,216","19,465","9,901","20,441","34,923","20,810","26,957"
2020년07월_여_0~9세,"31,076","10,249",876,70,60,76,43,30,135,15,85,45,192,151,525,"1,128","2,383","3,040","1,395","20,827",646,994,678,158,382,492,434,"1,784",771,"2,923","5,202","1,789","4,574"
2020년07월_여_10~19세,"33,276","12,806","1,342",118,81,124,91,40,164,30,142,93,293,329,678,"1,608","2,822","3,442","1,409","20,470","1,107","1,189",886,265,568,681,625,"2,403","1,108","2,714","4,562","1,933","2,429"
2020년07월_여_20~29세,"45,686","16,658","1,229",144,173,152,111,84,261,51,250,238,490,506,"1,371","1,333","2,873","3,445","3,947","29,028","1,231","1,137",966,369,"1,104","3,228","1,241","2,860","1,297","2,474","4,445","4,615","4,061"
2020년07월_여_30~39세,"50,186","16,187","1,229",132,135,140,78,60,227,42,205,158,409,362,"1,114","1,454","3,357","4,349","2,736","33,999","1,022","1,417","1,080",267,934,"2,232",895,"2,666","1,238","3,731","7,624","3,677","7,216"
2020년07월_여_40~49세,"54,269","21,025","2,210",180,211,243,127,73,318,57,296,199,598,663,"1,429","2,315","4,490","5,113","2,503","33,244","1,740","1,932","1,519",476,"1,119","1,645",988,"3,650","1,727","3,848","7,085","3,420","4,095"
2020년07월_여_50~59세,"49,902","21,496","2,027",354,419,401,288,190,585,190,465,310,853,934,"1,621","2,068","3,326","4,212","3,253","28,406","1,977","1,679","1,575",813,"1,460","1,656","1,421","3,492","1,847","2,792","4,012","2,995","2,687"
2020년07월_여_60~69세,"30,319","14,959","1,377",407,453,443,338,227,523,225,582,328,721,783,"1,159","1,263","1,611","2,460","2,059","15,360","1,934","1,123","1,046",778,"1,120","1,160",947,"1,515",951,"1,157","1,202","1,316","1,111"
2020년07월_여_70~79세,"16,438","8,389",852,254,310,269,253,182,356,193,384,228,418,542,590,702,766,"1,189",901,"8,049","1,351",649,646,523,660,549,412,655,550,470,472,652,460
2020년07월_여_80~89세,"9,709","5,140",606,225,261,224,200,158,265,158,188,120,243,299,280,381,470,628,434,"4,569",773,370,399,334,308,271,208,389,344,284,258,355,276
2020년07월_여_90~99세,"1,640",886,89,37,47,44,35,20,56,36,26,14,40,44,51,63,68,132,84,754,120,64,54,52,39,56,44,49,67,47,59,56,47
2020년07월_여_100세 이상,124,63,0,0,2,1,2,2,7,3,7,2,7,3,7,2,2,8,8,61,21,2,4,13,5,6,1,2,1,1,2,2,1
