,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년04월_계_80~89세,"12,037",608,570,493,526,753,532,762,728,725,522,383,606,486,757,483,491,584,608,829,591
2020년04월_계_90~99세,"1,950",114,112,70,67,113,105,110,124,98,87,64,106,68,146,69,80,78,117,129,93
2020년04월_계_100세 이상,124,5,11,1,10,8,3,14,11,2,15,9,3,1,6,1,4,4,4,8,4
2020년04월_남_총인구수,"264,348","15,790","18,002","14,406","7,977","11,572","11,334","14,519","14,667","7,740","12,374","9,212","10,787","8,081","12,409","10,338","19,864","11,160","16,450","16,806","20,860"
2020년04월_남_연령구간인구수,"264,348","15,790","18,002","14,406","7,977","11,572","11,334","14,519","14,667","7,740","12,374","9,212","10,787","8,081","12,409","10,338","19,864","11,160","16,450","16,806","20,860"
2020년04월_남_0~9세,"22,903","1,749","1,962",887,417,744,910,890,987,403,967,727,806,391,850,911,"3,207",727,"1,531","1,405","2,432"
2020년04월_남_10~19세,"26,147","1,480","2,368",872,636,881,"1,143","1,102","1,217",577,"1,251",889,"1,077",540,"1,248","1,184","1,877","1,101","1,905","1,840","2,959"
2020년04월_남_20~29세,"37,277","2,106","2,298","2,916","1,161","1,702","1,563","2,169","2,238","1,015","1,767","1,322","1,617","1,239","1,868","1,324","1,996","1,646","2,285","2,491","2,554"
2020년04월_남_30~39세,"38,901","2,467","2,238","3,020","1,036","1,815","1,476","2,105","2,260","1,033","1,675","1,283","1,557","1,104","1,578","1,307","3,976","1,266","2,491","2,586","2,628"
2020년04월_남_40~49세,"45,856","2,903","3,293","2,424","1,289","1,861","2,043","2,372","2,314","1,229","2,131","1,496","1,666","1,210","1,874","1,796","3,764","1,845","3,013","2,988","4,345"
2020년04월_남_50~59세,"44,895","2,509","2,941","2,153","1,628","2,031","1,905","2,760","2,621","1,534","2,116","1,664","1,847","1,555","2,395","1,699","2,315","2,253","2,758","2,771","3,440"
2020년04월_남_60~69세,"30,342","1,663","1,830","1,335","1,073","1,471","1,384","1,913","1,916","1,169","1,554","1,167","1,394","1,228","1,650","1,352","1,835","1,470","1,611","1,641","1,686"
2020년04월_남_70~79세,"13,547",695,830,588,547,803,689,899,837,558,708,524,607,625,689,567,734,636,630,779,602
2020년04월_남_80~89세,"4,052",197,210,188,177,252,183,278,250,205,182,125,188,181,231,181,149,199,205,275,196
2020년04월_남_90~99세,399,21,28,23,12,11,37,25,25,17,19,11,28,8,26,17,10,15,20,28,18
2020년04월_남_100세 이상,29,0,4,0,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년04월_여_총인구수,"267,178","16,605","18,487","14,427","7,730","11,854","11,187","14,457","14,628","8,300","12,836","9,099","11,227","7,960","13,011","10,446","20,196","10,580","16,289","16,486","21,373"
2020년04월_여_연령구간인구수,"267,178","16,605","18,487","14,427","7,730","11,854","11,187","14,457","14,628","8,300","12,836","9,099","11,227","7,960","13,011","10,446","20,196","10,580","16,289","16,486","21,373"
2020년04월_여_0~9세,"21,585","1,694","1,805",765,362,642,850,884,926,377,960,677,807,338,783,885,"3,050",706,"1,480","1,303","2,291"
2020년04월_여_10~19세,"24,974","1,575","2,175",880,543,827,"1,018","1,125","1,193",542,"1,271",849,995,534,"1,225","1,099","1,698",933,"1,820","1,668","3,004"
2020년04월_여_20~29세,"34,795","2,136","2,099","3,451","1,036","1,625","1,388","2,035","2,128",986,"1,592","1,223","1,396","1,032","1,688","1,144","2,059","1,318","1,996","2,146","2,317"
2020년04월_여_30~39세,"36,882","2,646","2,524","2,501",811,"1,554","1,443","1,892","1,986",926,"1,566","1,109","1,406",864,"1,462","1,293","4,186","1,148","2,273","2,187","3,105"
2020년04월_여_40~49세,"44,248","2,711","3,545","2,089","1,123","1,731","1,901","2,109","2,261","1,108","2,143","1,436","1,789","1,016","2,066","1,758","3,420","1,688","2,895","2,842","4,617"
2020년04월_여_50~59세,"46,201","2,683","2,932","2,227","1,568","2,152","1,911","2,735","2,718","1,589","2,324","1,673","2,057","1,632","2,600","1,844","2,643","2,156","2,782","2,811","3,164"
2020년04월_여_60~69세,"32,373","1,839","2,029","1,437","1,161","1,690","1,475","2,006","1,897","1,291","1,750","1,199","1,555","1,404","1,647","1,417","1,936","1,438","1,710","1,839","1,653"
2020년04월_여_70~79세,"16,489",812,927,724,713,"1,023",782,"1,094",933,878,811,617,723,774,888,651,789,743,830,"1,029",748
2020년04월_여_80~89세,"7,985",411,360,305,349,501,349,484,478,520,340,258,418,305,526,302,342,385,403,554,395
2020년04월_여_90~99세,"1,551",93,84,47,55,102,68,85,99,81,68,53,78,60,120,52,70,63,97,101,75
2020년04월_여_100세 이상,95,5,7,1,9,7,2,8,9,2,11,5,3,1,6,1,3,2,3,6,4
