카테고리,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2020년08월_남_100세 이상,106,5,7,16,10,4,4,2,5,15,8,2,6,3,9,3,7
2020년08월_여_총인구수,"118,959","9,146","5,275","2,991","10,592","8,356","7,607","5,395","6,474","9,570","15,105","4,646","3,650","4,987","11,031","6,923","7,211"
2020년08월_여_연령구간인구수,"118,959","9,146","5,275","2,991","10,592","8,356","7,607","5,395","6,474","9,570","15,105","4,646","3,650","4,987","11,031","6,923","7,211"
2020년08월_여_0~9세,"6,638",487,185,104,368,671,471,378,393,450,"1,349",271,127,210,575,391,208
2020년08월_여_10~19세,"7,791",591,283,123,559,415,784,382,413,436,"1,472",244,147,267,576,751,348
2020년08월_여_20~29세,"17,384","1,265",752,511,"2,533","1,415",994,864,981,"1,548","1,543",506,496,685,"1,394",913,984
2020년08월_여_30~39세,"19,085","1,381",870,483,"1,469","1,887","1,035",933,"1,029","1,961","2,080",753,526,846,"2,058",796,978
2020년08월_여_40~49세,"18,267","1,431",700,389,"1,402","1,269","1,214",848,957,"1,327","2,771",630,466,746,"1,754","1,315","1,048"
2020년08월_여_50~59세,"18,519","1,503",791,484,"1,565","1,106","1,188",816,"1,011","1,529","2,353",753,599,702,"1,697","1,119","1,303"
2020년08월_여_60~69세,"14,854","1,192",801,408,"1,291",855,916,543,837,"1,119","1,550",729,592,693,"1,476",705,"1,147"
2020년08월_여_70~79세,"9,783",773,510,293,895,460,590,377,558,719,"1,101",444,391,505,928,490,749
2020년08월_여_80~89세,"5,283",400,299,142,408,212,353,209,231,370,723,254,234,261,439,382,366
2020년08월_여_90~99세,"1,093",98,68,38,78,52,52,33,56,83,137,50,56,61,108,58,65
2020년08월_여_100세 이상,262,25,16,16,24,14,10,12,8,28,26,12,16,11,26,3,15
