카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년05월_남_총인구수,"221,431","14,918","14,666","10,563","12,527","20,653","10,588","10,279","8,112","8,892","7,340","6,776","9,900","10,013","9,623","24,143","16,163","12,074","14,201"
2021년05월_남_연령구간인구수,"221,431","14,918","14,666","10,563","12,527","20,653","10,588","10,279","8,112","8,892","7,340","6,776","9,900","10,013","9,623","24,143","16,163","12,074","14,201"
2021년05월_남_0~9세,"15,860","1,454",857,676,642,"1,753",494,712,449,691,476,759,534,934,641,"1,916",842,"1,056",974
2021년05월_남_10~19세,"26,098","2,514","1,298",828,"1,759","4,062",659,878,577,852,678,597,673,"1,502","1,533","2,866","1,184","1,875","1,763"
2021년05월_남_20~29세,"29,934","1,617","2,429","1,675","2,197","2,286","1,374","1,334","1,058","1,118","1,059",793,"1,365","1,232","1,254","3,217","2,497","1,606","1,823"
2021년05월_남_30~39세,"28,107","1,357","2,666","1,955","1,370","1,687","1,501","1,507","1,066","1,180","1,078","1,289","1,386",885,851,"2,989","2,633","1,207","1,500"
2021년05월_남_40~49세,"37,255","3,093","2,213","1,507","1,980","3,967","1,600","1,661","1,207","1,531","1,130","1,096","1,489","1,890","1,712","4,097","2,544","2,121","2,417"
2021년05월_남_50~59세,"37,872","2,601","2,285","1,632","2,377","3,499","1,982","1,613","1,578","1,361","1,203",974,"1,727","1,775","1,815","4,155","2,567","2,163","2,565"
2021년05월_남_60~69세,"28,360","1,439","1,859","1,426","1,332","2,137","1,854","1,513","1,368","1,306","1,064",814,"1,636","1,086","1,158","2,903","2,221","1,324","1,920"
2021년05월_남_70~79세,"13,618",648,814,643,673,939,891,839,621,662,505,370,793,511,483,"1,513","1,261",543,909
2021년05월_남_80~89세,"3,919",170,223,200,176,280,217,206,178,171,139,79,275,176,158,445,384,148,294
2021년05월_남_90~99세,394,23,22,20,18,43,15,15,9,20,8,5,19,22,18,42,29,31,35
2021년05월_남_100세 이상,14,2,0,1,3,0,1,1,1,0,0,0,3,0,0,0,1,0,1
2021년05월_여_총인구수,"230,110","16,151","15,462","11,564","13,150","20,949","10,064","10,688","7,285","9,272","7,515","7,002","10,317","10,507","10,020","25,390","16,850","12,749","15,175"
2021년05월_여_연령구간인구수,"230,110","16,151","15,462","11,564","13,150","20,949","10,064","10,688","7,285","9,272","7,515","7,002","10,317","10,507","10,020","25,390","16,850","12,749","15,175"
2021년05월_여_0~9세,"15,012","1,446",806,608,720,"1,541",462,688,369,708,477,708,485,870,643,"1,823",739,"1,001",918
2021년05월_여_10~19세,"23,986","2,519","1,172",699,"1,519","3,353",636,895,540,756,577,624,654,"1,432","1,414","2,721","1,121","1,737","1,617"
2021년05월_여_20~29세,"28,938","1,679","2,531","1,807","1,921","2,099","1,273","1,277",946,"1,036","1,069",780,"1,224","1,160","1,193","3,017","2,730","1,507","1,689"
2021년05월_여_30~39세,"28,834","1,859","2,566","2,006","1,382","2,146","1,209","1,429",895,"1,214",970,"1,279","1,217","1,148",951,"3,107","2,310","1,505","1,641"
2021년05월_여_40~49세,"40,685","3,722","2,381","1,662","2,466","4,971","1,433","1,615",969,"1,488","1,151","1,080","1,417","2,128","2,010","4,388","2,603","2,577","2,624"
2021년05월_여_50~59세,"38,314","2,350","2,548","1,958","2,475","3,222","1,789","1,674","1,302","1,474","1,304","1,047","1,811","1,699","1,712","4,323","2,776","2,218","2,632"
2021년05월_여_60~69세,"30,804","1,524","2,060","1,643","1,421","2,210","1,835","1,811","1,170","1,472","1,142",908,"1,849","1,159","1,143","3,352","2,595","1,372","2,138"
2021년05월_여_70~79세,"15,197",672,893,723,805,825,975,895,750,733,555,402,"1,031",559,614,"1,728","1,399",483,"1,155"
2021년05월_여_80~89세,"7,023",317,435,395,376,462,367,338,301,346,226,144,554,275,283,776,500,277,651
2021년05월_여_90~99세,"1,262",61,67,59,58,116,81,65,42,42,44,25,75,75,54,148,73,71,106
2021년05월_여_100세 이상,55,2,3,4,7,4,4,1,1,3,0,5,0,2,3,7,4,1,4
