,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년10월_남_50~59세,"25,345",249,795,166,"1,819",592,686,271,106,89,265,358,250,359,362,529,304,472,980,570,"1,630","1,791","1,225",994,769,"3,101","3,135","2,406",647,282,143
2021년10월_남_60~69세,"20,766",311,798,227,"1,383",656,788,337,182,81,277,426,258,412,396,586,346,535,989,660,"1,502","1,461",938,705,757,"1,772","1,739","1,540",332,254,118
2021년10월_남_70~79세,"11,541",242,468,183,625,466,485,274,143,83,157,354,246,330,339,456,277,446,640,378,652,691,423,297,487,732,623,616,212,144,72
2021년10월_남_80~89세,"3,830",119,190,79,263,220,209,124,65,30,60,92,92,97,107,127,96,158,183,103,213,201,114,74,137,188,151,178,58,60,42
2021년10월_남_90~99세,299,10,18,13,20,20,24,11,6,6,4,8,4,6,7,8,6,7,7,6,15,14,6,6,5,10,15,22,4,8,3
2021년10월_남_100세 이상,4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"135,783","1,314","4,108",980,"9,938","2,982","3,106","1,353",671,398,893,"2,301","1,557","2,136","1,914","2,900","1,861","2,590","5,611","3,394","9,562","10,657","5,436","5,108","5,214","15,689","18,302","10,153","4,050","1,052",553
2021년10월_여_연령구간인구수,"135,783","1,314","4,108",980,"9,938","2,982","3,106","1,353",671,398,893,"2,301","1,557","2,136","1,914","2,900","1,861","2,590","5,611","3,394","9,562","10,657","5,436","5,108","5,214","15,689","18,302","10,153","4,050","1,052",553
2021년10월_여_0~9세,"9,746",25,249,16,944,116,61,29,7,7,31,123,57,67,37,80,83,90,320,197,585,861,280,365,511,"1,301","2,227",575,467,25,10
2021년10월_여_10~19세,"12,428",45,329,30,"1,009",135,118,59,17,19,35,143,91,119,105,131,113,131,427,299,902,"1,127",493,564,465,"1,811","2,079",997,543,57,35
2021년10월_여_20~29세,"14,167",74,307,62,923,181,220,47,29,21,55,193,179,167,150,265,174,185,507,304,"1,064","1,192",716,637,473,"2,117","2,058","1,317",425,82,43
2021년10월_여_30~39세,"13,799",42,351,39,"1,216",186,149,40,16,12,49,195,124,137,109,207,126,193,466,291,929,"1,202",487,496,654,"1,812","2,749",902,539,63,18
2021년10월_여_40~49세,"19,213",66,525,47,"1,516",243,213,74,23,29,59,226,138,224,161,285,182,212,681,438,"1,335","1,742",769,852,732,"2,690","3,287","1,511",823,99,31
2021년10월_여_50~59세,"22,769",207,606,141,"1,682",390,491,166,79,46,172,320,199,323,270,469,278,355,"1,000",566,"1,789","1,693","1,015",973,751,"2,894","3,011","2,147",475,175,86
2021년10월_여_60~69세,"21,381",298,826,230,"1,289",631,641,309,135,83,227,508,319,533,444,684,432,659,"1,160",719,"1,672","1,479",820,726,836,"1,795","1,741","1,481",387,214,103
2021년10월_여_70~79세,"13,434",313,544,208,753,573,635,346,172,91,144,389,306,398,426,519,298,508,719,405,792,837,518,336,500,771,680,707,250,180,116
2021년10월_여_80~89세,"7,419",208,313,169,520,425,479,240,152,74,97,171,129,145,191,221,142,222,284,152,415,426,295,132,243,408,390,427,120,138,91
2021년10월_여_90~99세,"1,387",35,57,35,81,101,95,43,40,15,23,33,14,22,21,37,33,35,43,21,78,97,43,26,47,84,80,88,21,19,20
2021년10월_여_100세 이상,40,1,1,3,5,1,4,0,1,1,1,0,1,1,0,2,0,0,4,2,1,1,0,1,2,6,0,1,0,0,0
