,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년05월_계_80~89세,"336,198","24,262","7,287","7,326","4,723","4,926","24,249","6,063","5,530","12,656","13,411","13,911","6,827","7,084","19,311","7,705","13,585","4,164","14,016","8,010","6,006","31,810","14,384","8,468","8,958","1,812","4,718","17,753","3,846","8,430","7,327","4,174","5,431","26,481","7,251","10,431","8,799","13,528","6,554","7,349","9,930","13,953","7,899","6,761","6,277","5,160","2,731","3,577","6,083"
2020년05월_계_90~99세,"49,854","3,821","1,198","1,126",713,784,"4,048",906,872,"2,270","1,794","2,062",951,"1,111","2,990","1,135","1,899",584,"2,030","1,184",846,"4,526","1,986","1,302","1,238",368,669,"2,503",477,"1,227","1,137",700,959,"3,991","1,112","1,581","1,298","1,952",932,972,"1,413","1,947","1,208",945,958,773,396,507,931
2020년05월_계_100세 이상,"4,152",307,87,94,88,38,469,201,179,89,210,173,82,91,245,141,239,80,115,62,53,324,209,60,55,51,77,212,48,96,73,52,118,191,69,69,53,192,66,56,69,109,95,66,74,43,48,46,67
2020년05월_남_총인구수,"6,703,603","600,154","139,181","187,053","88,354","185,566","465,640","118,761","110,836","236,043","224,100","276,997","121,248","155,749","410,257","155,249","269,109","46,946","335,253","178,049","157,204","527,304","234,171","145,689","147,444","29,872","98,734","351,990","117,796","250,780","137,001","81,782","141,301","531,727","131,298","217,566","182,863","231,256","112,430","95,278","224,224","432,499","192,894","114,236","78,242","56,545","22,930","32,175","58,902"
2020년05월_남_연령구간인구수,"6,703,603","600,154","139,181","187,053","88,354","185,566","465,640","118,761","110,836","236,043","224,100","276,997","121,248","155,749","410,257","155,249","269,109","46,946","335,253","178,049","157,204","527,304","234,171","145,689","147,444","29,872","98,734","351,990","117,796","250,780","137,001","81,782","141,301","531,727","131,298","217,566","182,863","231,256","112,430","95,278","224,224","432,499","192,894","114,236","78,242","56,545","22,930","32,175","58,902"
2020년05월_남_0~9세,"599,029","52,248","9,995","17,355","5,061","19,837","36,214","7,883","7,173","21,158","17,970","21,059","8,273","12,786","30,772","12,816","24,754","3,437","23,375","12,283","11,092","43,021","19,946","11,015","12,060","2,557","8,165","34,190","12,542","23,853","11,174","7,005","15,367","53,156","11,086","22,868","19,202","22,741","10,054","7,458","26,734","54,253","18,411","10,080","4,668","3,929","1,471","1,745","3,810"
2020년05월_남_10~19세,"690,849","62,566","15,372","17,733","7,372","22,089","45,849","9,041","8,870","27,938","22,142","28,012","10,158","17,854","37,388","16,516","27,255","4,435","34,187","18,080","16,107","55,057","21,597","15,728","17,732","3,300","9,665","39,933","12,733","25,459","14,104","7,738","12,405","63,375","13,765","26,427","23,183","24,966","11,966","9,675","23,303","48,271","17,259","12,200","6,633","5,052","1,739","2,547","5,119"
2020년05월_남_20~29세,"941,023","98,615","24,174","28,667","14,909","30,865","67,883","17,947","16,404","33,532","32,216","41,441","18,320","23,121","61,401","21,309","38,709","6,057","56,302","30,554","25,748","77,217","32,566","22,590","22,061","4,412","14,067","43,591","16,683","36,322","20,151","12,236","17,327","70,247","18,378","28,759","23,110","29,232","16,630","12,092","25,254","53,969","23,479","14,396","10,414","6,644","3,458","3,521","5,748"
2020년05월_남_30~39세,"985,963","94,620","17,489","31,220","13,442","32,469","70,072","18,609","16,947","34,516","30,453","40,627","17,902","22,725","61,032","22,506","42,252","5,339","46,885","23,911","22,974","70,632","33,842","18,730","18,060","4,196","13,783","44,578","21,329","39,587","20,368","11,737","24,288","73,229","18,010","30,109","25,110","35,579","16,415","12,648","35,044","78,297","30,735","14,179","8,214","6,159","2,449","3,185","5,546"
2020년05월_남_40~49세,"1,165,260","103,224","23,134","31,907","14,319","33,864","78,438","19,535","17,855","41,048","37,280","44,057","18,280","25,777","66,184","26,876","48,330","7,477","55,949","29,709","26,240","89,464","39,742","24,758","24,964","4,483","16,505","65,237","22,496","46,710","22,309","12,377","25,865","99,347","22,847","41,570","34,930","40,644","18,040","16,047","43,108","85,052","34,624","20,007","11,314","8,355","2,742","4,312","8,407"
2020년05월_남_50~59세,"1,124,992","98,264","24,740","30,857","15,650","27,017","77,796","20,552","19,721","37,523","39,108","48,438","21,803","26,635","72,990","25,993","44,608","8,672","65,490","35,002","30,488","95,743","41,048","27,337","27,358","5,230","17,721","58,801","17,077","44,889","23,741","14,450","20,257","82,353","22,168","32,762","27,423","37,034","18,203","16,434","32,883","59,751","31,931","19,558","16,240","10,577","3,916","6,098","10,746"
2020년05월_남_60~69세,"721,909","56,477","14,475","18,730","10,500","12,772","53,507","15,274","14,816","23,417","26,108","33,841","16,354","17,487","52,442","18,136","25,646","6,170","35,012","18,371","16,641","57,340","26,711","15,597","15,032","3,380","11,722","38,456","9,263","22,594","15,643","10,418","15,985","48,347","14,820","18,479","15,048","23,083","12,544","12,008","22,267","33,062","22,825","13,670","12,532","8,966","3,748","6,009","10,708"
2020년05월_남_70~79세,"340,450","24,798","6,894","7,808","5,221","4,875","25,868","7,497","6,889","11,482","13,423","14,249","7,488","6,761","20,956","8,242","12,241","3,639","12,968","7,219","5,749","26,082","12,941","6,535","6,606","1,571","5,186","19,987","4,162","8,353","6,599","4,227","7,660","29,661","7,296","11,781","10,584","12,458","5,946","6,102","11,552","14,483","10,380","7,366","5,712","4,769","2,288","3,233","6,289"
2020년05월_남_80~89세,"121,136","8,401","2,600","2,501","1,688","1,612","8,889","2,146","1,936","4,807","4,921","4,736","2,429","2,307","6,370","2,554","4,739","1,535","4,629","2,655","1,974","11,484","5,217","3,046","3,221",647,"1,724","6,579","1,399","2,734","2,583","1,421","1,902","10,946","2,664","4,377","3,905","4,973","2,390","2,602","3,724","4,915","2,959","2,545","2,265","1,914",991,"1,374","2,291"
2020년05월_남_90~99세,"11,883",863,287,249,170,157,995,216,178,601,433,486,215,271,663,264,503,167,429,251,178,"1,179",506,334,339,87,172,577,98,252,306,157,212,"1,031",252,418,361,487,223,200,337,413,269,225,222,164,112,133,224
2020년05월_남_100세 이상,"1,109",78,21,26,22,9,129,61,47,21,46,51,26,25,59,37,72,18,27,14,13,85,55,19,11,9,24,61,14,27,23,16,33,35,12,16,7,59,19,12,18,33,22,10,28,16,16,18,14
2020년05월_여_총인구수,"6,620,438","591,864","137,136","183,634","87,042","184,052","474,879","115,941","107,949","250,989","230,759","282,795","120,857","161,938","415,836","159,164","253,002","47,151","318,794","171,181","147,613","548,875","239,151","153,613","156,111","30,918","100,149","354,454","109,953","228,588","138,901","82,368","140,039","539,260","124,431","222,708","192,121","224,215","105,117","89,740","222,814","401,879","183,859","110,833","69,839","54,689","20,759","30,391","58,554"
2020년05월_여_연령구간인구수,"6,620,438","591,864","137,136","183,634","87,042","184,052","474,879","115,941","107,949","250,989","230,759","282,795","120,857","161,938","415,836","159,164","253,002","47,151","318,794","171,181","147,613","548,875","239,151","153,613","156,111","30,918","100,149","354,454","109,953","228,588","138,901","82,368","140,039","539,260","124,431","222,708","192,121","224,215","105,117","89,740","222,814","401,879","183,859","110,833","69,839","54,689","20,759","30,391","58,554"
2020년05월_여_0~9세,"570,627","49,089","9,314","16,407","4,952","18,416","34,417","7,687","6,688","20,042","16,866","20,270","8,008","12,262","29,260","12,255","23,729","3,182","22,585","11,902","10,683","41,449","19,276","10,543","11,630","2,334","7,659","32,293","11,999","22,812","10,631","6,488","14,736","51,000","10,679","21,761","18,560","21,827","9,462","7,074","25,592","51,678","17,425","9,662","4,334","3,698","1,394","1,784","3,643"
2020년05월_여_10~19세,"650,670","58,506","14,127","16,386","7,027","20,966","43,592","8,539","8,361","26,692","20,866","26,157","9,365","16,792","35,310","15,618","25,527","4,372","32,055","17,128","14,927","52,154","20,549","14,621","16,984","3,062","8,993","37,602","12,118","23,995","13,333","7,274","11,866","59,635","12,200","24,883","22,552","23,329","10,791","8,827","22,383","46,232","16,349","11,661","6,057","4,699","1,500","2,247","4,560"
2020년05월_여_20~29세,"847,756","88,350","20,020","26,303","13,669","28,358","64,475","16,174","15,065","33,236","30,999","38,287","16,697","21,590","57,523","19,433","32,203","5,093","49,685","26,938","22,747","73,822","30,379","22,366","21,077","3,957","13,503","40,098","14,226","30,592","18,401","10,883","16,426","65,233","15,419","26,835","22,979","26,354","12,859","9,897","23,424","46,312","20,954","12,411","7,527","5,474","1,981","2,673","4,701"
2020년05월_여_30~39세,"930,618","87,922","16,162","28,576","11,470","31,714","68,241","16,232","14,683","37,326","29,294","38,450","16,032","22,418","57,975","21,942","35,815","5,011","39,325","20,322","19,003","72,154","33,336","19,871","18,947","4,128","13,415","46,277","18,224","34,245","18,970","11,119","23,931","75,415","16,285","31,439","27,691","31,120","14,324","10,611","36,380","72,556","28,111","13,313","6,707","5,610","1,869","2,732","5,432"
2020년05월_여_40~49세,"1,128,827","101,628","23,455","29,856","13,520","34,797","80,296","17,312","16,001","46,983","37,271","46,146","17,621","28,525","65,311","27,356","42,979","7,078","54,234","29,047","25,187","95,404","39,346","27,513","28,545","4,888","16,677","64,225","20,004","40,530","23,093","12,781","23,324","101,422","20,436","43,017","37,969","38,465","16,832","13,988","39,741","74,190","30,748","18,857","9,702","7,723","2,279","3,695","7,960"
2020년05월_여_50~59세,"1,092,886","98,346","24,711","31,736","15,111","26,788","78,254","19,896","19,620","38,738","40,254","51,067","22,481","28,586","76,954","26,403","40,418","7,729","61,719","33,155","28,564","97,971","41,295","28,259","28,417","5,485","18,283","56,356","15,690","39,505","24,671","15,437","20,756","79,181","20,621","32,073","26,487","33,621","16,928","14,635","31,364","51,612","30,662","17,724","13,321","9,561","3,381","5,389","10,209"
2020년05월_여_60~69세,"731,796","58,128","15,015","19,261","11,113","12,739","55,586","16,249","14,932","24,405","27,992","34,531","16,782","17,749","53,424","19,841","26,103","6,485","31,972","17,069","14,903","56,885","27,113","15,163","14,609","3,550","11,667","40,614","9,515","19,977","15,991","10,253","16,954","53,653","14,811","21,291","17,551","23,489","12,041","11,860","23,431","32,060","22,641","13,632","10,686","8,668","3,526","5,656","10,985"
2020년05월_여_70~79세,"411,182","30,847","8,668","9,339","6,536","6,304","31,265","9,105","8,179","13,981","17,202","17,014","8,681","8,333","24,625","10,190","15,819","5,093","16,143","9,284","6,859","35,124","17,056","8,846","9,222","2,026","6,408","23,738","5,317","10,192","8,186","4,801","7,685","35,070","8,476","14,139","12,455","15,857","6,960","7,285","13,166","16,591","11,017","8,581","6,711","5,374","2,773","3,610","6,512"
2020년05월_여_80~89세,"215,062","15,861","4,687","4,825","3,035","3,314","15,360","3,917","3,594","7,849","8,490","9,175","4,398","4,777","12,941","5,151","8,846","2,629","9,387","5,355","4,032","20,326","9,167","5,422","5,737","1,165","2,994","11,174","2,447","5,696","4,744","2,753","3,529","15,535","4,587","6,054","4,894","8,555","4,164","4,747","6,206","9,038","4,940","4,216","4,012","3,246","1,740","2,203","3,792"
2020년05월_여_90~99세,"37,971","2,958",911,877,543,627,"3,053",690,694,"1,669","1,361","1,576",736,840,"2,327",871,"1,396",417,"1,601",933,668,"3,347","1,480",968,899,281,497,"1,926",379,975,831,543,747,"2,960",860,"1,163",937,"1,465",709,772,"1,076","1,534",939,720,736,609,284,374,707
2020년05월_여_100세 이상,"3,043",229,66,68,66,29,340,140,132,68,164,122,56,66,186,104,167,62,88,48,40,239,154,41,44,42,53,151,34,69,50,36,85,156,57,53,46,133,47,44,51,76,73,56,46,27,32,28,53
