카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021년06월_남_20~29세,"25,500","1,580",910,"1,091","1,180","1,411","1,183","2,070","1,610","1,304","1,094","1,559",639,680,"1,700","1,120","1,409",826,"1,875","1,075","1,184"
2021년06월_남_30~39세,"24,197","1,350",912,"1,158","1,239","1,185","1,038","2,222","1,484","1,494",840,"1,194",826,663,"1,192",926,"1,353",619,"1,676","1,181","1,645"
2021년06월_남_40~49세,"25,779","1,005",802,"1,591","1,576","1,446",856,"1,596","1,435","1,910","1,362","1,632",743,867,"1,414","1,187","1,251",760,"2,070",783,"1,493"
2021년06월_남_50~59세,"27,768","1,347",733,"1,536","1,758","1,698",804,"1,334","1,454","1,816","1,629","2,014",694,"1,058","1,618","1,327","1,227",933,"2,422",845,"1,521"
2021년06월_남_60~69세,"26,681","1,221",652,"1,561","1,811","1,462",723,"1,167","1,536","1,592","1,353","1,972",739,947,"1,599","1,377",998,918,"2,496",799,"1,758"
2021년06월_남_70~79세,"13,982",592,259,916,"1,197",717,410,620,932,862,684,915,409,458,877,814,548,500,"1,035",382,855
2021년06월_남_80~89세,"4,829",203,73,328,417,277,169,247,359,247,203,322,156,144,268,267,191,178,336,152,292
2021년06월_남_90~99세,295,9,10,27,24,26,9,18,10,16,9,21,6,7,9,21,9,8,21,14,21
2021년06월_남_100세 이상,13,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021년06월_여_총인구수,"184,170","7,872","4,949","10,967","11,439","10,710","6,812","11,523","11,106","11,636","9,003","12,189","5,370","5,829","9,664","8,739","8,775","5,696","15,036","6,293","10,562"
2021년06월_여_연령구간인구수,"184,170","7,872","4,949","10,967","11,439","10,710","6,812","11,523","11,106","11,636","9,003","12,189","5,370","5,829","9,664","8,739","8,775","5,696","15,036","6,293","10,562"
2021년06월_여_0~9세,"10,213",335,287,722,619,582,251,700,455,910,537,590,362,312,440,491,593,314,865,262,586
2021년06월_여_10~19세,"12,051",255,241,910,705,756,287,649,564,925,927,924,340,454,582,672,524,406,"1,217",223,490
2021년06월_여_20~29세,"26,787","1,959",998,"1,007","1,034","1,459","1,799","2,600","1,872","1,245",883,"1,320",681,570,"1,408",982,"1,767",715,"1,702","1,429","1,357"
2021년06월_여_30~39세,"23,267","1,169",809,"1,107","1,183","1,283","1,177","2,116","1,478","1,522",812,"1,118",815,607,"1,030",891,"1,330",527,"1,674","1,118","1,501"
2021년06월_여_40~49세,"25,076",787,695,"1,746","1,543","1,509",830,"1,507","1,508","1,855","1,472","1,704",725,830,"1,184","1,210","1,134",730,"2,076",749,"1,282"
2021년06월_여_50~59세,"29,400","1,106",773,"1,750","1,852","1,872",782,"1,391","1,558","1,910","1,663","2,282",765,"1,117","1,624","1,494","1,258",975,"2,777",819,"1,632"
2021년06월_여_60~69세,"30,177","1,187",671,"1,961","2,230","1,635",840,"1,275","1,846","1,720","1,486","2,225",918,"1,017","1,816","1,640","1,181","1,040","2,694",874,"1,921"
2021년06월_여_70~79세,"17,531",682,297,"1,167","1,485","1,010",553,808,"1,190","1,034",802,"1,244",516,602,"1,064",916,640,647,"1,238",507,"1,129"
2021년06월_여_80~89세,"8,446",346,147,518,687,538,254,417,561,458,360,664,220,281,456,380,308,307,698,270,576
2021년06월_여_90~99세,"1,170",46,30,78,96,65,37,57,72,54,57,116,28,39,60,57,40,35,92,41,70
2021년06월_여_100세 이상,52,0,1,1,5,1,2,3,2,3,4,2,0,0,0,6,0,0,3,1,18
