카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021년01월_계_90~99세,"1,867",59,45,52,48,105,44,50,113,36,87,89,52,65,111,93,53,141,94,111,68,108,122,121
2021년01월_계_100세 이상,101,6,2,8,3,3,2,2,5,4,7,7,2,3,5,8,3,6,2,3,4,5,6,5
2021년01월_남_총인구수,"205,210","7,770","7,776","7,876","9,536","11,329","5,737","10,670","8,639","5,919","7,086","11,672","5,334","5,574","8,216","6,209","6,978","10,698","9,039","5,314","8,344","15,268","13,774","16,452"
2021년01월_남_연령구간인구수,"205,210","7,770","7,776","7,876","9,536","11,329","5,737","10,670","8,639","5,919","7,086","11,672","5,334","5,574","8,216","6,209","6,978","10,698","9,039","5,314","8,344","15,268","13,774","16,452"
2021년01월_남_0~9세,"15,251",663,571,968,847,924,265,798,600,584,430,"1,065",265,387,555,493,461,522,574,172,653,"1,156","1,005","1,293"
2021년01월_남_10~19세,"27,108","1,022",950,991,"2,323","1,324",664,"2,600","1,024",871,702,"2,137",430,388,695,552,591,"1,069",937,350,"1,037","2,416","1,781","2,254"
2021년01월_남_20~29세,"29,705","1,091","1,185","1,080","1,021","1,630","1,067","1,469","1,169",671,"1,101","1,458",865,737,"1,089",696,"1,182","1,777","1,356",737,"1,154","2,373","2,209","2,588"
2021년01월_남_30~39세,"20,769",703,988,940,580,"1,143",646,622,789,530,718,899,685,791,"1,068",764,924,"1,175",941,495,877,"1,364","1,452","1,675"
2021년01월_남_40~49세,"33,142","1,324","1,262","1,510","2,141","1,695",786,"1,974","1,454","1,155",951,"2,156",859,913,"1,205",953,"1,105","1,436","1,288",631,"1,322","2,463","2,067","2,492"
2021년01월_남_50~59세,"36,374","1,407","1,289","1,327","1,504","2,003","1,033","1,826","1,550",953,"1,356","2,073",951,976,"1,391",946,"1,338","1,932","1,622",984,"1,443","2,812","2,466","3,192"
2021년01월_남_60~69세,"24,732",837,891,606,620,"1,432",728,781,"1,006",646,"1,004","1,141",687,775,"1,271",948,857,"1,577","1,362","1,121","1,204","1,685","1,696","1,857"
2021년01월_남_70~79세,"12,562",474,461,311,356,792,381,423,689,362,537,517,418,412,686,631,381,857,642,592,506,684,735,715
2021년01월_남_80~89세,"5,104",230,168,124,131,359,160,163,329,137,253,206,159,176,241,205,126,326,285,210,138,285,333,360
2021년01월_남_90~99세,437,18,11,16,11,27,6,13,28,10,33,17,15,19,15,20,12,27,31,21,9,28,28,22
2021년01월_남_100세 이상,26,1,0,3,2,0,1,1,1,0,1,3,0,0,0,1,1,0,1,1,1,2,2,4
2021년01월_여_총인구수,"218,902","8,553","8,230","8,573","9,930","11,878","5,756","9,670","10,071","6,299","8,090","12,676","5,784","5,719","8,764","6,650","7,305","11,795","10,125","6,343","8,914","16,188","13,933","17,656"
2021년01월_여_연령구간인구수,"218,902","8,553","8,230","8,573","9,930","11,878","5,756","9,670","10,071","6,299","8,090","12,676","5,784","5,719","8,764","6,650","7,305","11,795","10,125","6,343","8,914","16,188","13,933","17,656"
2021년01월_여_0~9세,"14,417",643,549,961,747,881,266,576,662,516,427,"1,022",270,346,485,498,461,468,529,177,645,"1,097",990,"1,201"
2021년01월_여_10~19세,"24,233","1,089",863,"1,043","2,067","1,206",505,"1,384","1,198",872,744,"2,061",438,350,651,451,570,811,916,328,908,"2,312","1,466","2,000"
2021년01월_여_20~29세,"25,607","1,002","1,158","1,037",859,"1,321",844,"1,021","1,046",601,"1,019","1,243",890,711,"1,014",534,"1,024","1,540","1,203",631,960,"2,010","1,674","2,265"
2021년01월_여_30~39세,"21,941",879,"1,087","1,178",763,"1,228",548,787,822,622,760,"1,108",674,730,"1,013",750,946,"1,079",981,454,908,"1,434","1,452","1,738"
2021년01월_여_40~49세,"39,562","1,573","1,444","1,728","2,681","1,981",943,"2,555","1,752","1,275","1,255","2,737",916,911,"1,283",989,"1,216","1,724","1,548",669,"1,554","3,180","2,461","3,187"
2021년01월_여_50~59세,"38,720","1,456","1,372","1,280","1,305","2,096","1,064","1,590","1,682",896,"1,566","2,107",964,962,"1,511","1,082","1,424","2,271","1,984","1,205","1,694","3,030","2,614","3,565"
2021년01월_여_60~69세,"27,687",931,940,678,752,"1,592",811,875,"1,294",766,"1,159","1,281",825,864,"1,414","1,220",950,"1,932","1,576","1,299","1,332","1,664","1,723","1,809"
2021년01월_여_70~79세,"16,321",623,515,423,487,975,456,583,998,500,698,665,532,529,839,702,451,"1,208",799,926,539,853,931,"1,089"
2021년01월_여_80~89세,"8,909",311,266,204,231,517,280,261,528,221,402,376,236,267,453,344,220,642,525,562,312,525,524,702
2021년01월_여_90~99세,"1,430",41,34,36,37,78,38,37,85,26,54,72,37,46,96,73,41,114,63,90,59,80,94,99
2021년01월_여_100세 이상,75,5,2,5,1,3,1,1,4,4,6,4,2,3,5,7,2,6,1,2,3,3,4,1
