카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년12월_계_80~89세,"11,339",676,581,"1,448",639,882,625,840,439,467,659,509,404,340,574,452,531,513,760
2020년12월_계_90~99세,"1,598",105,100,210,79,138,87,129,68,71,89,74,54,50,76,54,70,59,85
2020년12월_계_100세 이상,287,14,25,27,15,33,17,26,10,7,21,8,15,17,13,14,16,6,3
2020년12월_남_총인구수,"187,647","11,019","15,106","16,032","10,191","17,630","9,167","16,266","8,568","11,117","8,877","8,320","6,019","5,420","8,819","10,124","7,384","6,098","11,490"
2020년12월_남_연령구간인구수,"187,647","11,019","15,106","16,032","10,191","17,630","9,167","16,266","8,568","11,117","8,877","8,320","6,019","5,420","8,819","10,124","7,384","6,098","11,490"
2020년12월_남_0~9세,"13,165",729,590,"1,461",579,"1,428",516,"1,739",670,850,299,616,398,409,509,"1,106",461,236,569
2020년12월_남_10~19세,"12,658",670,481,"1,457",488,"1,133",507,"1,521",510,834,451,593,447,382,645,946,503,292,798
2020년12월_남_20~29세,"27,760","1,538","2,933","1,790","1,611","3,036","1,306","1,832","1,179","1,687","1,674","1,074",819,692,"1,455","1,424","1,084",972,"1,654"
2020년12월_남_30~39세,"35,573","1,738","3,842","2,403","2,223","3,963","1,714","2,974","2,248","2,674","1,713","1,310",939,865,"1,493","1,723","1,045",924,"1,782"
2020년12월_남_40~49세,"29,030","1,656","2,093","2,584","1,518","2,586","1,458","3,019","1,462","1,688","1,337","1,284",964,832,"1,264","1,670","1,138",883,"1,594"
2020년12월_남_50~59세,"28,914","1,905","2,249","2,511","1,543","2,310","1,578","2,111","1,053","1,593","1,337","1,443",997,941,"1,362","1,541","1,239","1,071","2,130"
2020년12월_남_60~69세,"22,876","1,615","1,837","1,926","1,257","1,829","1,134","1,673",785,"1,097","1,101","1,170",865,757,"1,192","1,040","1,013",855,"1,730"
2020년12월_남_70~79세,"12,566",855,794,"1,194",679,942,681,988,484,488,666,626,422,412,649,488,669,623,906
2020년12월_남_80~89세,"4,582",279,249,622,266,355,243,352,158,184,270,183,151,118,230,169,217,230,306
2020년12월_남_90~99세,448,33,33,80,24,36,23,47,18,19,26,18,11,8,15,15,11,10,21
2020년12월_남_100세 이상,75,1,5,4,3,12,7,10,1,3,3,3,6,4,5,2,4,2,0
2020년12월_여_총인구수,"191,833","10,460","13,012","18,103","10,559","19,930","9,082","16,924","8,825","11,263","8,592","8,576","6,103","5,766","9,252","10,165","7,486","6,311","11,424"
2020년12월_여_연령구간인구수,"191,833","10,460","13,012","18,103","10,559","19,930","9,082","16,924","8,825","11,263","8,592","8,576","6,103","5,766","9,252","10,165","7,486","6,311","11,424"
2020년12월_여_0~9세,"12,671",718,632,"1,471",574,"1,378",476,"1,638",550,818,300,569,411,418,507,996,404,220,591
2020년12월_여_10~19세,"11,620",591,397,"1,461",496,"1,163",445,"1,423",509,756,434,550,383,382,462,787,394,302,685
2020년12월_여_20~29세,"31,316","1,314","3,807","2,080","1,942","4,300","1,475","2,017","1,565","1,999","1,718","1,098",740,698,"1,636","1,389","1,098",924,"1,516"
2020년12월_여_30~39세,"33,672","1,575","3,035","2,866","2,012","4,250","1,524","3,223","2,068","2,506","1,277","1,237",872,770,"1,446","1,765",952,776,"1,518"
2020년12월_여_40~49세,"27,408","1,488","1,434","2,895","1,407","2,663","1,277","2,966","1,303","1,668","1,104","1,207",909,817,"1,220","1,650",992,812,"1,596"
2020년12월_여_50~59세,"28,017","1,746","1,361","2,663","1,523","2,510","1,425","2,082",997,"1,463","1,217","1,457","1,000","1,002","1,459","1,561","1,293","1,128","2,130"
2020년12월_여_60~69세,"24,196","1,578","1,194","2,195","1,382","1,946","1,195","1,900",901,"1,098","1,194","1,280",922,916,"1,373","1,104","1,177","1,022","1,819"
2020년12월_여_70~79세,"14,814",968,733,"1,493",783,"1,070",809,"1,089",592,616,878,791,561,486,736,579,791,791,"1,048"
2020년12월_여_80~89세,"6,757",397,332,826,373,527,382,488,281,283,389,326,253,222,344,283,314,283,454
2020년12월_여_90~99세,"1,150",72,67,130,55,102,64,82,50,52,63,56,43,42,61,39,59,49,64
2020년12월_여_100세 이상,212,13,20,23,12,21,10,16,9,4,18,5,9,13,8,12,12,4,3
