카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년06월_남_총인구수,"227,584","17,499","18,420","13,564","10,999","13,500","15,953","12,620","15,425","13,318","12,131","21,574","13,127","10,245","7,360","5,531","26,318"
2021년06월_남_연령구간인구수,"227,584","17,499","18,420","13,564","10,999","13,500","15,953","12,620","15,425","13,318","12,131","21,574","13,127","10,245","7,360","5,531","26,318"
2021년06월_남_0~9세,"14,678","1,195","1,190",537,517,758,844,591,"1,263","1,636",534,"1,275",738,552,366,379,"2,303"
2021년06월_남_10~19세,"19,340","1,110","1,376",880,780,"1,191","1,386",724,"1,411","1,206",814,"1,703","1,088",909,584,400,"3,778"
2021년06월_남_20~29세,"31,755","2,350","2,550","2,148","1,826","2,106","2,135","2,161","2,000","1,348","1,799","3,097","1,957","1,501","1,001",742,"3,034"
2021년06월_남_30~39세,"33,165","2,940","2,634","1,993","1,590","1,876","2,063","2,067","2,617","2,277","1,793","3,078","2,020","1,442","1,015",894,"2,866"
2021년06월_남_40~49세,"37,170","2,840","2,805","1,938","1,623","2,240","2,529","1,942","2,712","2,686","1,786","3,731","2,066","1,570","1,122",759,"4,821"
2021년06월_남_50~59세,"36,967","2,796","3,115","2,273","1,781","2,208","2,808","2,029","2,353","1,780","2,070","3,553","2,049","1,677","1,230",993,"4,252"
2021년06월_남_60~69세,"30,353","2,324","2,576","2,078","1,636","1,707","2,341","1,618","1,684","1,354","1,756","2,825","1,860","1,555","1,180",833,"3,026"
2021년06월_남_70~79세,"16,996","1,367","1,477","1,222",908,980,"1,306","1,011",994,723,"1,075","1,677",972,748,614,379,"1,543"
2021년06월_남_80~89세,"6,567",538,631,458,312,399,501,435,357,275,464,594,354,264,229,140,616
2021년06월_남_90~99세,551,37,64,33,24,31,40,35,33,26,40,41,23,26,18,12,68
2021년06월_남_100세 이상,42,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,11
2021년06월_여_총인구수,"247,787","19,351","20,507","14,438","11,581","15,045","16,441","14,468","17,129","14,098","12,746","24,335","14,101","10,290","7,758","5,712","29,787"
2021년06월_여_연령구간인구수,"247,787","19,351","20,507","14,438","11,581","15,045","16,441","14,468","17,129","14,098","12,746","24,335","14,101","10,290","7,758","5,712","29,787"
2021년06월_여_0~9세,"13,942","1,187","1,099",536,450,707,874,537,"1,245","1,518",455,"1,256",782,508,345,335,"2,108"
2021년06월_여_10~19세,"18,442","1,119","1,237",844,725,"1,194","1,429",863,"1,277","1,098",749,"1,716",961,713,567,362,"3,588"
2021년06월_여_20~29세,"34,640","2,635","2,740","2,146","1,815","2,248","2,294","2,760","2,424","1,345","1,786","3,462","1,908","1,421","1,044",722,"3,890"
2021년06월_여_30~39세,"34,215","3,028","2,699","1,813","1,380","1,962","1,997","2,125","2,793","2,571","1,597","3,358","2,010","1,285",988,857,"3,752"
2021년06월_여_40~49세,"37,901","2,792","3,002","1,798","1,551","2,362","2,481","2,015","2,787","2,558","1,712","3,729","2,082","1,544","1,124",752,"5,612"
2021년06월_여_50~59세,"39,796","3,046","3,510","2,592","2,111","2,545","2,794","2,131","2,473","1,866","2,079","4,052","2,340","1,780","1,266",979,"4,232"
2021년06월_여_60~69세,"35,562","2,874","3,118","2,405","1,908","2,075","2,405","1,995","2,129","1,633","2,035","3,558","2,149","1,645","1,309",893,"3,431"
2021년06월_여_70~79세,"21,763","1,767","1,981","1,528","1,132","1,321","1,390","1,345","1,324",980,"1,505","2,157","1,266",894,755,504,"1,914"
2021년06월_여_80~89세,"9,817",766,986,678,427,546,666,601,595,450,727,913,531,434,302,264,931
2021년06월_여_90~99세,"1,467",133,125,88,78,77,108,80,81,64,98,125,71,63,56,44,176
2021년06월_여_100세 이상,242,4,10,10,4,8,3,16,1,15,3,9,1,3,2,0,153
