카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년06월_남_60~69세,"4,314",501,34,709,36,26,135,32,327,255,384,260,23,215,39,27,34,36,180,163,175,316,37,122,248
2021년06월_남_70~79세,"2,864",308,13,393,19,24,115,30,222,184,286,188,18,139,14,10,19,22,139,100,133,212,25,94,157
2021년06월_남_80~89세,"1,242",142,12,181,6,11,58,13,67,105,110,81,2,61,6,3,5,3,52,30,60,111,5,38,80
2021년06월_남_90~99세,98,12,0,12,1,1,3,0,2,6,7,7,0,3,0,0,1,1,4,4,4,14,2,3,11
2021년06월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년06월_여_총인구수,"18,035","2,021",113,"2,637",115,93,658,135,"1,506","1,084","1,653","1,215",92,982,160,89,205,129,812,703,728,"1,308",132,496,969
2021년06월_여_연령구간인구수,"18,035","2,021",113,"2,637",115,93,658,135,"1,506","1,084","1,653","1,215",92,982,160,89,205,129,812,703,728,"1,308",132,496,969
2021년06월_여_0~9세,735,61,3,96,5,4,21,7,90,32,63,55,2,42,4,6,10,6,34,37,34,57,8,12,46
2021년06월_여_10~19세,982,111,4,157,3,2,20,1,110,54,103,110,3,47,9,7,11,10,46,49,38,45,2,12,28
2021년06월_여_20~29세,"1,066",105,3,187,3,1,38,9,87,57,104,64,5,71,17,5,26,10,45,61,27,77,8,11,45
2021년06월_여_30~39세,962,100,5,154,5,3,23,2,91,43,76,59,8,67,9,4,13,9,49,48,38,73,12,27,44
2021년06월_여_40~49세,"1,412",155,5,217,6,5,45,11,134,80,150,104,6,85,20,5,24,10,64,68,48,71,10,27,62
2021년06월_여_50~59세,"2,696",308,15,456,14,11,99,19,228,183,222,154,20,149,29,15,38,17,119,102,78,173,21,72,154
2021년06월_여_60~69세,"3,508",393,23,566,26,23,120,37,277,233,328,202,20,158,31,16,37,26,144,123,158,251,28,96,192
2021년06월_여_70~79세,"3,390",408,25,424,33,27,154,32,283,213,321,211,13,183,23,13,19,19,145,111,151,261,20,117,184
2021년06월_여_80~89세,"2,850",330,28,318,19,16,123,16,189,170,241,234,13,136,17,16,27,15,145,92,135,251,22,103,194
2021년06월_여_90~99세,426,50,2,61,1,1,14,1,17,18,45,21,2,42,1,2,0,7,21,11,20,49,1,19,20
2021년06월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
