,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년04월_계_100세 이상,165,83,9,5,15,1,5,6,3,3,4,2,7,3,1,2,3,3,1,4,6,82,9,10,6,5,18,1,1,5,2,2,4,2,1,8,8,0,0
2020년04월_남_총인구수,"322,894","165,196","3,932","2,183","6,300","2,513","3,287","4,356","7,239","9,878","19,419","6,332","22,203","5,991","6,772","11,109","5,508","5,112","7,251","17,322","18,489","157,698","7,246","9,138","5,869","15,708","10,212","4,084","5,040","4,306","4,995","7,662","10,069","29,876","13,094","6,318","15,374","8,707",0
2020년04월_남_연령구간인구수,"322,894","165,196","3,932","2,183","6,300","2,513","3,287","4,356","7,239","9,878","19,419","6,332","22,203","5,991","6,772","11,109","5,508","5,112","7,251","17,322","18,489","157,698","7,246","9,138","5,869","15,708","10,212","4,084","5,040","4,306","4,995","7,662","10,069","29,876","13,094","6,318","15,374","8,707",0
2020년04월_남_0~9세,"28,425","13,046",185,61,338,107,170,194,562,749,"1,648",373,"2,136",411,366,842,372,292,567,"2,018","1,655","15,379",370,748,313,"1,413","1,087",105,262,189,343,468,809,"4,210","1,141",439,"1,971","1,511",0
2020년04월_남_10~19세,"37,912","19,367",246,114,470,202,265,358,725,"1,429","2,571",474,"2,839",637,668,"1,467",533,516,840,"2,439","2,574","18,545",624,"1,296",408,"2,156",857,200,353,298,412,691,"1,315","4,405","1,690",558,"1,619","1,663",0
2020년04월_남_20~29세,"48,537","25,511",530,204,767,267,370,556,"1,181","1,656","3,154",772,"3,072",941,"1,185","1,773",821,817,"1,133","2,829","3,483","23,026",942,"1,286",856,"2,409","1,699","1,210",830,517,720,"1,072","1,553","4,100","2,052",854,"2,068",858,0
2020년04월_남_30~39세,"41,642","20,343",432,251,739,247,333,442,886,"1,228","2,431",777,"2,643",668,724,"1,100",605,584,877,"2,288","3,088","21,299",744,957,760,"1,977","1,751",554,613,478,712,"1,143","1,046","4,473","1,524",923,"2,676",968,0
2020년04월_남_40~49세,"52,923","25,977",516,338,923,406,448,683,926,"1,695","3,229",950,"3,578",847,862,"1,688",808,722,"1,053","2,917","3,388","26,946","1,011","1,519",835,"2,955","1,682",546,712,727,775,"1,341","1,538","5,640","1,999",996,"2,630","2,040",0
2020년04월_남_50~59세,"51,865","27,409",687,376,"1,030",443,560,790,"1,201","1,648","3,335","1,140","3,580","1,101","1,220","2,051",856,856,"1,120","2,613","2,802","24,456","1,212","1,392",978,"2,506","1,361",588,800,837,827,"1,450","1,751","4,099","2,260","1,136","2,202","1,057",0
2020년04월_남_60~69세,"35,189","19,275",659,407,993,425,615,689,"1,010",914,"1,772","1,012","2,658",823,"1,077","1,323",811,726,925,"1,487",949,"15,914","1,080","1,003",852,"1,274",951,448,708,715,707,885,"1,286","1,915","1,468",828,"1,382",412,0
2020년04월_남_70~79세,"18,936","10,256",479,295,702,297,376,490,518,408,873,594,"1,245",422,525,603,511,456,512,544,406,"8,680",820,696,612,747,594,288,550,411,356,431,540,760,710,411,602,152,0
2020년04월_남_80~89세,"6,826","3,659",182,123,306,108,141,147,208,136,371,216,415,128,136,230,177,128,205,165,137,"3,167",401,229,241,250,206,133,198,123,129,168,214,245,229,159,205,37,0
2020년04월_남_90~99세,609,337,15,11,30,11,8,5,21,15,35,23,37,11,9,32,13,15,19,21,6,272,40,12,14,20,20,11,14,10,13,12,16,28,21,14,18,9,0
2020년04월_남_100세 이상,30,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,14,2,0,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년04월_여_총인구수,"332,819","173,769","3,884","2,199","6,656","2,530","3,338","4,608","7,770","9,976","20,319","6,852","23,628","6,311","7,298","11,728","5,949","5,581","8,043","18,411","18,688","159,050","7,504","9,779","5,822","16,380","9,976","3,564","5,155","3,629","4,932","7,180","10,825","30,331","13,650","6,033","15,110","9,180",0
2020년04월_여_연령구간인구수,"332,819","173,769","3,884","2,199","6,656","2,530","3,338","4,608","7,770","9,976","20,319","6,852","23,628","6,311","7,298","11,728","5,949","5,581","8,043","18,411","18,688","159,050","7,504","9,779","5,822","16,380","9,976","3,564","5,155","3,629","4,932","7,180","10,825","30,331","13,650","6,033","15,110","9,180",0
2020년04월_여_0~9세,"27,055","12,222",155,51,318,85,166,171,491,750,"1,553",291,"2,016",387,368,843,330,273,522,"1,835","1,617","14,833",344,818,294,"1,412","1,031",107,231,165,359,469,815,"3,986","1,110",439,"1,780","1,473",0
2020년04월_여_10~19세,"35,402","17,949",251,91,409,170,218,354,615,"1,337","2,473",434,"2,670",576,699,"1,282",456,493,815,"2,222","2,384","17,453",517,"1,175",387,"2,078",782,216,336,273,399,682,"1,339","4,143","1,550",478,"1,528","1,570",0
2020년04월_여_20~29세,"43,774","23,611",433,208,710,254,352,481,"1,213","1,526","2,927",669,"2,785",822,997,"1,438",701,758,"1,033","2,844","3,460","20,163",836,"1,139",762,"2,227","1,422",914,745,363,652,973,"1,256","3,649","1,936",685,"1,864",740,0
2020년04월_여_30~39세,"40,827","19,750",361,168,681,190,280,363,853,"1,172","2,431",628,"2,709",616,659,"1,146",609,540,879,"2,461","3,004","21,077",618,"1,035",603,"2,056","1,669",391,496,298,591,937,"1,120","4,933","1,523",788,"2,572","1,447",0
2020년04월_여_40~49세,"55,160","28,353",442,220,825,329,384,568,"1,100","1,942","3,716",877,"4,002",955,"1,000","2,024",809,776,"1,188","3,380","3,816","26,807",914,"1,690",711,"3,214","1,405",346,595,428,699,"1,216","1,760","6,013","2,259",846,"2,533","2,178",0
2020년04월_여_50~59세,"53,839","29,581",674,356,"1,093",379,549,811,"1,418","1,616","3,473","1,249","3,954","1,232","1,516","2,243","1,029","1,031","1,491","2,903","2,564","24,258","1,237","1,492",953,"2,447","1,433",532,846,680,866,"1,184","1,908","4,022","2,401","1,032","2,216","1,009",0
2020년04월_여_60~69세,"38,608","21,460",752,468,"1,183",452,632,907,"1,112",907,"1,914","1,183","2,952",897,"1,162","1,358",968,913,"1,114","1,574","1,012","17,148","1,243","1,212","1,017","1,411","1,111",489,928,662,739,869,"1,390","1,966","1,488",796,"1,388",439,0
2020년04월_여_70~79세,"23,654","12,786",495,389,858,405,449,609,602,443,"1,149",923,"1,564",523,565,780,689,529,605,701,508,"10,868","1,161",808,744,969,711,373,668,502,385,501,750,980,840,538,750,188,0
2020년04월_여_80~89세,"12,326","6,812",272,196,480,228,259,296,320,236,602,511,837,250,283,522,299,223,327,400,271,"5,514",550,340,303,494,342,170,275,225,207,298,419,535,462,373,407,114,0
2020년04월_여_90~99세,"2,039","1,178",41,50,86,37,45,44,44,44,77,86,132,52,48,90,57,42,68,88,47,861,77,60,42,68,56,26,34,29,34,50,65,103,80,50,65,22,0
2020년04월_여_100세 이상,135,67,8,2,13,1,4,4,2,3,4,1,7,1,1,2,2,3,1,3,5,68,7,10,6,4,14,0,1,4,1,1,3,1,1,8,7,0,0
