카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020년07월_남_30~39세,"29,873","1,682","1,790","2,426","1,695","2,193",409,"2,602",635,"1,159","1,217","1,072","1,383","1,498","1,451","1,629","3,319","2,378","1,335"
2020년07월_남_40~49세,"36,669","1,840","1,578","2,312","3,036","2,855",956,"3,358","1,704","2,057","1,624","1,761","1,321","1,459","1,540","1,930","3,834","1,968","1,536"
2020년07월_남_50~59세,"30,968","1,440","1,239","2,330","2,438","2,610","1,080","2,110","1,139","1,711","1,371","1,713","1,138","1,476","1,684","1,687","2,989","1,630","1,183"
2020년07월_남_60~69세,"21,800","1,136",819,"1,662","1,436","1,544",588,"1,395",596,970,"1,034","1,056",936,"1,248","1,482","1,096","2,461","1,206","1,135"
2020년07월_남_70~79세,"12,822",649,477,"1,028",901,744,453,728,412,556,583,588,621,781,823,741,"1,393",608,736
2020년07월_남_80~89세,"4,103",188,144,349,321,273,163,197,151,204,182,250,190,237,245,283,375,156,195
2020년07월_남_90~99세,477,31,23,38,37,34,9,24,13,22,31,33,27,25,31,17,41,17,24
2020년07월_남_100세 이상,58,1,2,6,6,9,2,4,8,1,2,0,6,1,0,2,1,4,3
2020년07월_여_총인구수,"223,486","10,947","9,854","15,853","16,282","17,234","6,316","16,844","8,444","11,591","10,290","11,371","9,279","10,852","11,274","12,877","23,507","11,277","9,394"
2020년07월_여_연령구간인구수,"223,486","10,947","9,854","15,853","16,282","17,234","6,316","16,844","8,444","11,591","10,290","11,371","9,279","10,852","11,274","12,877","23,507","11,277","9,394"
2020년07월_여_0~9세,"16,781",744,762,809,"1,476","1,176",290,"1,572",888,955,810,748,600,600,659,841,"2,104",677,"1,070"
2020년07월_여_10~19세,"22,237",947,789,"1,158","2,020","1,873",946,"1,736","1,390","1,452","1,052","1,501",630,791,999,"1,413","2,095",820,625
2020년07월_여_20~29세,"29,093","1,463","1,524","2,744","1,872","2,301",762,"2,339",712,"1,223","1,240","1,429","1,349","1,490","1,392","1,826","2,798","1,685",944
2020년07월_여_30~39세,"35,076","2,009","2,074","2,631","2,223","2,599",514,"3,142",977,"1,523","1,540","1,371","1,692","1,720","1,580","2,052","3,692","2,198","1,539"
2020년07월_여_40~49세,"41,284","1,979","1,725","2,590","3,410","3,419","1,353","3,290","2,040","2,509","1,993","2,244","1,535","1,656","1,812","2,381","4,000","1,874","1,474"
2020년07월_여_50~59세,"32,161","1,512","1,246","2,404","2,259","2,716","1,029","1,981",974,"1,652","1,458","1,719","1,318","1,776","1,921","1,820","3,310","1,702","1,364"
2020년07월_여_60~69세,"25,466","1,261",974,"1,909","1,614","1,742",654,"1,556",706,"1,197","1,248","1,178","1,144","1,578","1,677","1,264","3,117","1,366","1,281"
2020년07월_여_70~79세,"14,461",685,543,"1,103",955,897,558,860,518,713,644,743,698,876,820,885,"1,565",677,721
2020년07월_여_80~89세,"5,448",280,154,408,352,398,171,285,173,286,237,357,253,291,331,316,642,208,306
2020년07월_여_90~99세,"1,316",65,47,86,91,102,29,68,48,68,65,74,52,63,80,69,180,67,62
2020년07월_여_100세 이상,163,2,16,11,10,11,10,15,18,13,3,7,8,11,3,10,4,3,8
